period,tail,head,kin_in_org,owner_of,prior_comembership,is_shareholder
2008,546,3285,0,0,0,1
2008,549,4467,0,0,0,1
2008,550,3751,0,0,0,1
2008,551,4467,0,0,0,1
2008,553,4797,0,0,0,1
2008,555,3253,0,0,0,1
2008,564,5271,0,0,0,1
2008,565,2659,0,0,0,1
2008,565,4306,0,0,0,1
2008,572,2659,0,0,0,1
2008,575,2659,0,0,0,1
2008,575,2662,0,0,0,1
2008,575,3013,0,0,0,1
2008,575,4195,0,0,0,1
2008,576,3417,0,0,0,1
2008,577,4472,0,0,0,1
2008,579,3240,0,0,0,1
2008,589,3240,0,0,0,1
2008,589,4733,0,0,0,1
2008,590,2654,0,0,0,1
2008,590,4195,0,0,0,1
2008,600,4176,0,0,0,1
2008,614,4306,0,0,0,1
2008,625,5285,0,0,0,1
2008,628,2961,0,0,0,1
2008,630,2749,0,0,0,1
2008,630,2900,0,0,0,1
2008,630,2955,0,0,0,1
2008,633,2831,0,0,0,1
2008,637,3084,0,0,0,1
2008,644,5154,0,0,0,1
2008,645,4304,0,0,0,1
2008,647,4774,0,0,0,1
2008,654,5252,0,0,0,1
2008,655,5082,0,0,0,1
2008,661,5180,0,0,0,1
2008,667,3051,0,0,0,1
2008,669,3839,0,0,0,1
2008,671,3251,0,0,0,1
2008,676,3839,0,0,0,1
2008,686,3106,0,0,0,1
2008,690,3839,0,0,0,1
2008,695,4433,0,0,0,1
2008,700,4862,0,0,0,1
2008,708,3839,0,0,0,1
2008,708,4862,0,0,0,1
2008,711,3839,0,0,0,1
2008,718,4755,0,0,0,1
2008,722,3839,0,0,0,1
2008,723,4194,0,0,0,1
2008,723,4755,0,0,0,1
2008,723,4944,0,0,0,1
2008,727,3049,0,0,0,1
2008,728,3839,0,0,0,1
2008,729,4105,0,0,0,1
2008,733,3846,0,0,0,1
2008,738,3527,0,0,0,1
2008,739,4693,0,0,0,1
2008,739,5023,0,0,0,1
2008,740,4693,0,0,0,1
2008,740,5023,0,0,0,1
2008,741,4693,0,0,0,1
2008,741,5023,0,0,0,1
2008,742,4693,0,0,0,1
2008,742,5023,0,0,0,1
2008,743,4693,0,0,0,1
2008,743,5023,0,0,0,1
2008,763,2913,0,0,0,1
2008,763,4302,0,0,0,1
2008,788,3014,0,0,0,1
2008,789,2732,0,0,0,1
2008,794,5133,0,0,0,1
2008,795,3085,0,0,0,1
2008,798,4964,0,0,0,1
2008,802,3074,0,0,0,1
2008,808,2732,0,0,0,1
2008,809,5016,0,0,0,1
2008,810,5016,0,0,0,1
2008,812,3185,0,0,0,1
2008,817,3685,0,0,0,1
2008,820,4304,0,0,0,1
2008,833,2647,0,0,0,1
2008,841,4774,0,0,0,1
2008,844,3426,0,0,0,1
2008,847,3110,0,0,0,1
2008,859,2638,0,0,0,1
2008,865,3554,0,0,0,1
2008,869,3775,0,0,0,1
2008,870,3775,0,0,0,1
2008,876,5301,0,0,0,1
2008,886,3825,0,0,0,1
2008,890,3825,0,0,0,1
2008,893,3467,0,0,0,1
2008,903,3825,0,0,0,1
2008,915,5276,0,0,0,1
2008,922,4869,0,0,0,1
2008,924,5240,0,0,0,1
2008,927,5240,0,0,0,1
2008,960,3115,0,0,0,1
2008,960,4929,0,0,0,1
2008,962,3115,0,0,0,1
2008,962,4929,0,0,0,1
2008,963,4500,0,0,0,1
2008,963,5179,0,0,0,1
2008,979,4798,0,0,0,1
2008,984,4043,0,0,0,1
2008,1000,2980,0,0,0,1
2008,1004,4197,0,0,0,1
2008,1005,3407,0,0,0,1
2008,1008,5251,0,0,0,1
2008,1011,4525,0,0,0,1
2008,1019,4156,0,0,0,1
2008,1023,2855,0,0,0,1
2008,1028,4889,0,0,0,1
2008,1029,4889,0,0,0,1
2008,1045,4326,0,0,0,1
2008,1046,3685,0,0,0,1
2008,1052,4497,0,0,0,1
2008,1058,5058,0,0,0,1
2008,1062,4265,0,0,0,1
2008,1066,4134,0,0,0,1
2008,1066,4998,0,0,0,1
2008,1068,2676,0,0,0,1
2008,1070,2676,0,0,0,1
2008,1110,5195,0,0,0,1
2008,1111,4012,0,0,0,1
2008,1120,5284,0,0,0,1
2008,1123,3692,0,0,0,1
2008,1154,3353,0,0,0,1
2008,1154,3527,0,0,0,1
2008,1154,3666,0,0,0,1
2008,1155,2855,0,0,0,1
2008,1155,3534,0,0,0,1
2008,1160,4547,0,0,0,1
2008,1171,4024,0,0,0,1
2008,1173,3846,0,0,0,1
2008,1188,4761,0,0,0,1
2008,1208,3127,0,0,0,1
2008,1208,3500,0,0,0,1
2008,1208,5104,0,0,0,1
2008,1208,5145,0,0,0,1
2008,1210,2794,0,0,0,1
2008,1210,3978,0,0,0,1
2008,1213,4859,0,0,0,1
2008,1225,3127,0,0,0,1
2008,1225,3500,0,0,0,1
2008,1225,4928,0,0,0,1
2008,1225,5104,0,0,0,1
2008,1225,5145,0,0,0,1
2008,1226,3127,0,0,0,1
2008,1226,3500,0,0,0,1
2008,1226,5104,0,0,0,1
2008,1241,3648,0,0,0,1
2008,1248,4140,0,0,0,1
2008,1250,3773,0,0,0,1
2008,1252,5344,0,0,0,1
2008,1254,2656,0,0,0,1
2008,1254,4063,0,0,0,1
2008,1274,4345,0,0,0,1
2008,1282,5108,0,0,0,1
2008,1288,2849,0,0,0,1
2008,1289,3775,0,0,0,1
2008,1289,5357,0,0,0,1
2008,1295,5192,0,0,0,1
2008,1296,5192,0,0,0,1
2008,1299,4538,0,0,0,1
2008,1302,4112,0,0,0,1
2008,1313,5199,0,0,0,1
2008,1326,5192,0,0,0,1
2008,1334,4890,0,0,0,1
2008,1335,2713,0,0,0,1
2008,1335,5199,0,0,0,1
2008,1336,4434,0,0,0,1
2008,1338,4927,0,0,0,1
2008,1338,5199,0,0,0,1
2008,1346,4911,0,0,0,1
2008,1352,3202,0,0,0,1
2008,1361,4547,0,0,0,1
2008,1367,4234,0,0,0,1
2008,1378,3798,0,0,0,1
2008,1379,3798,0,0,0,1
2008,1380,3798,0,0,0,1
2008,1381,3798,0,0,0,1
2008,1382,3527,0,0,0,1
2008,1383,3006,0,0,0,1
2008,1383,4727,0,0,0,1
2008,1385,4957,0,0,0,1
2008,1386,4957,0,0,0,1
2008,1389,2971,0,0,0,1
2008,1391,3034,0,0,0,1
2008,1395,3812,0,0,0,1
2008,1395,3813,0,0,0,1
2008,1395,4279,0,0,0,1
2008,1395,4486,0,0,0,1
2008,1410,4390,0,0,0,1
2008,1432,3035,0,0,0,1
2008,1446,4065,0,0,0,1
2008,1458,2885,0,0,0,1
2008,1474,2647,0,0,0,1
2008,1474,2954,0,0,0,1
2008,1474,4306,0,0,0,1
2008,1487,2855,0,0,0,1
2008,1487,2856,0,0,0,1
2008,1487,4908,0,0,0,1
2008,1497,3862,0,0,0,1
2008,1497,5321,0,0,0,1
2008,1506,2933,0,0,0,1
2008,1506,4908,0,0,0,1
2008,1509,3862,0,0,0,1
2008,1510,4647,0,0,0,1
2008,1511,2933,0,0,0,1
2008,1512,4908,0,0,0,1
2008,1513,4908,0,0,0,1
2008,1514,4172,0,0,0,1
2008,1528,4752,0,0,0,1
2008,1532,2986,0,0,0,1
2008,1535,5011,0,0,0,1
2008,1580,3536,0,0,0,1
2008,1600,4463,0,0,0,1
2008,1613,3901,0,0,0,1
2008,1617,2982,0,0,0,1
2008,1619,3901,0,0,0,1
2008,1626,3901,0,0,0,1
2008,1632,4143,0,0,0,1
2008,1638,3982,0,0,0,1
2008,1638,4079,0,0,0,1
2008,1640,4079,0,0,0,1
2008,1643,3977,0,0,0,1
2008,1643,4079,0,0,0,1
2008,1666,2981,0,0,0,1
2008,1692,2639,0,0,0,1
2008,1694,2808,0,0,0,1
2008,1694,2820,0,0,0,1
2008,1694,3697,0,0,0,1
2008,1694,4168,0,0,0,1
2008,1694,4170,0,0,0,1
2008,1694,4305,0,0,0,1
2008,1696,2808,0,0,0,1
2008,1696,4170,0,0,0,1
2008,1699,2808,0,0,0,1
2008,1699,3339,0,0,0,1
2008,1699,3697,0,0,0,1
2008,1699,4170,0,0,0,1
2008,1705,3622,0,0,0,1
2008,1721,3900,0,0,0,1
2008,1721,4549,0,0,0,1
2008,1727,4549,0,0,0,1
2008,1736,4012,0,0,0,1
2008,1736,4746,0,0,0,1
2008,1742,4012,0,0,0,1
2008,1742,4610,0,0,0,1
2008,1742,4746,0,0,0,1
2008,1744,2855,0,0,0,1
2008,1744,3853,0,0,0,1
2008,1744,4011,0,0,0,1
2008,1744,4012,0,0,0,1
2008,1744,4023,0,0,0,1
2008,1744,4208,0,0,0,1
2008,1744,4210,0,0,0,1
2008,1744,4746,0,0,0,1
2008,1744,5168,0,0,0,1
2008,1754,4610,0,0,0,1
2008,1764,5292,0,0,0,1
2008,1766,4210,0,0,0,1
2008,1766,4746,0,0,0,1
2008,1766,5168,0,0,0,1
2008,1767,4765,0,0,0,1
2008,1769,4328,0,0,0,1
2008,1776,3211,0,0,0,1
2008,1788,2913,0,0,0,1
2008,1814,3685,0,0,0,1
2008,1815,3685,0,0,0,1
2008,1817,5283,0,0,0,1
2008,1824,5133,0,0,0,1
2008,1827,4039,0,0,0,1
2008,1828,3072,0,0,0,1
2008,1846,3031,0,0,0,1
2008,1861,5032,0,0,0,1
2008,1866,4084,0,0,0,1
2008,1869,4328,0,0,0,1
2008,1870,4328,0,0,0,1
2008,1871,4328,0,0,0,1
2008,1877,2855,0,0,0,1
2008,1881,2620,0,0,0,1
2008,1884,4801,0,0,0,1
2008,1891,3005,0,0,0,1
2008,1900,4373,0,0,0,1
2008,1904,2750,0,0,0,1
2008,1906,4816,0,0,0,1
2008,1907,4236,0,0,0,1
2008,1923,3896,0,0,0,1
2008,1924,3896,0,0,0,1
2008,1925,3896,0,0,0,1
2008,1928,3622,0,0,0,1
2008,1934,4416,0,0,0,1
2008,1952,4449,0,0,0,1
2008,1968,2639,0,0,0,1
2008,1972,3474,0,0,0,1
2008,1993,3311,0,0,0,1
2008,1998,3472,0,0,0,1
2008,2005,3215,0,0,0,1
2008,2013,2782,0,0,0,1
2008,2013,4512,0,0,0,1
2008,2013,5053,0,0,0,1
2008,2020,5160,0,0,0,1
2008,2026,5285,0,0,0,1
2008,2027,4817,0,0,0,1
2008,2030,4817,0,0,0,1
2008,2045,4374,0,0,0,1
2008,2048,3714,0,0,0,1
2008,2056,3279,0,0,0,1
2008,2062,3807,0,0,0,1
2008,2079,4669,0,0,0,1
2008,2097,3352,0,0,0,1
2008,2103,4478,0,0,0,1
2008,2107,3352,0,0,0,1
2008,2109,5374,0,0,0,1
2008,2112,4568,0,0,0,1
2008,2114,4354,0,0,0,1
2008,2114,5068,0,0,0,1
2008,2114,5075,0,0,0,1
2008,2117,4899,0,0,0,1
2008,2119,3505,0,0,0,1
2008,2124,4784,0,0,0,1
2008,2126,2739,0,0,0,1
2008,2129,4370,0,0,0,1
2008,2134,2723,0,0,0,1
2008,2150,4216,0,0,0,1
2008,2159,3300,0,0,0,1
2008,2160,2943,0,0,0,1
2008,2161,4459,0,0,0,1
2008,2164,4717,0,0,0,1
2008,2166,4216,0,0,0,1
2008,2167,4216,0,0,0,1
2008,2168,4311,0,0,0,1
2008,2170,3902,0,0,0,1
2008,2171,3382,0,0,0,1
2008,2173,4977,0,0,0,1
2008,2176,4977,0,0,0,1
2008,2179,5326,0,0,0,1
2008,2187,5506,0,0,0,1
2008,2193,3278,0,0,0,1
2008,2200,4429,0,0,0,1
2008,2202,3042,0,0,0,1
2008,2206,4391,0,0,0,1
2008,2223,3222,0,0,0,1
2008,2224,3211,0,0,0,1
2008,2224,3222,0,0,0,1
2008,2225,3211,0,0,0,1
2008,2229,3222,0,0,0,1
2008,2229,3694,0,0,0,1
2008,2232,3726,0,0,0,1
2008,2239,4954,0,0,0,1
2008,2241,4588,0,0,0,1
2008,2260,3222,0,0,0,1
2008,2264,5311,0,0,0,1
2008,2295,4319,0,0,0,1
2008,2318,4501,0,0,0,1
2008,2322,4380,0,0,0,1
2008,2323,4380,0,0,0,1
2008,2329,4638,0,0,0,1
2008,2332,3184,0,0,0,1
2008,2338,3010,0,0,0,1
2008,2338,4663,0,0,0,1
2008,2340,3184,0,0,0,1
2008,2353,3376,0,0,0,1
2008,2353,3544,0,0,0,1
2008,2353,4181,0,0,0,1
2008,2356,2690,0,0,0,1
2008,2361,4181,0,0,0,1
2008,2370,2830,0,0,0,1
2008,2376,3302,0,0,0,1
2008,2384,2903,0,0,0,1
2008,2384,3376,0,0,0,1
2008,2384,3544,0,0,0,1
2008,2384,4181,0,0,0,1
2008,2396,2690,0,0,0,1
2008,2398,3376,0,0,0,1
2008,2398,3544,0,0,0,1
2008,2402,5120,0,0,0,1
2008,2403,3376,0,0,0,1
2008,2403,3544,0,0,0,1
2008,2405,5266,0,0,0,1
2008,2411,2690,0,0,0,1
2008,2413,2690,0,0,0,1
2008,2428,4783,0,0,0,1
2008,2436,3963,0,0,0,1
2008,2437,3165,0,0,0,1
2008,2439,4672,0,0,0,1
2008,2439,5355,0,0,0,1
2008,2439,5365,0,0,0,1
2008,2456,5086,0,0,0,1
2008,2464,5367,0,0,0,1
2008,2465,5367,0,0,0,1
2008,2480,3042,0,0,0,1
2008,2481,3042,0,0,0,1
2008,2482,3042,0,0,0,1
2008,2488,4690,0,0,0,1
2008,2497,5378,0,0,0,1
2008,2498,5382,0,0,0,1
2008,2501,3237,0,0,0,1
2008,2507,3792,0,0,0,1
2008,2509,3142,0,0,0,1
2008,2511,3217,0,0,0,1
2008,2541,4602,0,0,0,1
2008,2541,4638,0,0,0,1
2008,2547,3306,0,0,0,1
2008,2548,4329,0,0,0,1
2008,2563,2931,0,0,0,1
2008,2573,3480,0,0,0,1
2009,5,4958,0,0,1,0
2009,5,5008,0,0,0,1
2009,5,5410,0,0,1,0
2009,5,5412,1,0,1,0
2009,5,5484,1,0,1,0
2009,6,3600,0,0,1,0
2009,6,4491,0,0,1,0
2009,6,4958,0,0,1,0
2009,6,5402,0,0,1,0
2009,6,5410,0,0,1,0
2009,6,5412,0,0,1,0
2009,6,5484,0,0,1,0
2009,8,3600,0,0,1,0
2009,8,4491,0,0,1,0
2009,8,5402,0,0,1,0
2009,8,5410,0,0,1,0
2009,8,5412,0,0,1,0
2009,8,5484,0,0,1,0
2009,9,3600,1,0,1,0
2009,9,4491,1,0,1,0
2009,9,5008,0,0,0,1
2009,9,5402,1,0,1,0
2009,9,5410,1,0,1,0
2009,9,5412,1,0,1,0
2009,9,5484,1,0,1,0
2009,10,2664,0,1,0,0
2009,10,2682,0,1,0,0
2009,10,2856,0,0,1,0
2009,10,2946,0,1,0,0
2009,10,2968,0,1,0,0
2009,10,3131,0,1,0,0
2009,10,3209,0,1,0,0
2009,10,4539,0,1,0,0
2009,10,4577,0,1,0,0
2009,10,5133,0,1,0,0
2009,18,3426,0,1,0,0
2009,18,5133,0,1,1,1
2009,18,5134,0,1,0,0
2009,18,5235,0,0,1,0
2009,18,5236,0,0,0,1
2009,19,2954,0,0,0,1
2009,19,5133,1,0,0,0
2009,19,5235,1,0,0,0
2009,25,4465,0,0,1,1
2009,25,5010,0,0,1,0
2009,29,4758,0,0,0,1
2009,35,4465,0,0,1,1
2009,35,5010,0,0,1,0
2009,36,4465,0,0,1,1
2009,36,5013,0,0,0,1
2009,40,2606,0,0,0,1
2009,40,4355,0,0,0,1
2009,40,4758,0,0,0,1
2009,41,3508,0,0,0,1
2009,48,4758,0,0,0,1
2009,56,4422,0,0,0,1
2009,58,2840,0,1,0,0
2009,58,3027,0,1,0,0
2009,58,3151,0,1,0,0
2009,58,4008,0,1,0,0
2009,58,4133,0,1,0,0
2009,58,4290,0,1,0,0
2009,65,2610,0,0,0,1
2009,65,4237,0,0,0,1
2009,66,3456,0,0,1,0
2009,67,4488,0,0,0,1
2009,68,4143,0,0,0,1
2009,69,5007,0,0,1,0
2009,70,4288,0,0,1,0
2009,71,4456,0,0,1,1
2009,85,3997,0,0,0,1
2009,90,3677,0,0,1,0
2009,104,3271,0,0,0,1
2009,106,2712,0,0,0,1
2009,107,4926,0,1,0,0
2009,117,3024,0,0,1,0
2009,117,3889,0,0,1,0
2009,117,4195,0,0,1,0
2009,117,4815,0,0,1,0
2009,117,5232,0,0,1,0
2009,117,5444,0,0,1,0
2009,120,3033,0,0,1,1
2009,133,3045,0,0,1,0
2009,133,3132,0,0,1,0
2009,133,3135,0,0,1,0
2009,133,3488,0,0,0,1
2009,133,4643,0,0,1,0
2009,133,4645,0,0,1,0
2009,133,4949,0,0,1,0
2009,133,5085,0,1,0,0
2009,133,5181,0,0,1,1
2009,133,5232,0,0,1,0
2009,133,5245,0,0,1,0
2009,133,5331,0,1,0,0
2009,133,5460,0,0,1,0
2009,136,4066,0,0,0,1
2009,136,4645,0,0,1,0
2009,136,5085,0,1,0,0
2009,136,5181,0,0,1,0
2009,136,5331,0,1,0,0
2009,139,3781,0,0,0,1
2009,139,4645,0,0,1,0
2009,139,5085,0,1,0,0
2009,139,5181,0,0,1,0
2009,139,5331,0,1,0,0
2009,142,4066,0,0,0,1
2009,158,3287,0,0,1,0
2009,158,4637,0,0,1,0
2009,158,5393,0,0,1,0
2009,164,3330,0,0,0,1
2009,164,3920,0,0,0,1
2009,164,5250,0,0,0,1
2009,176,2859,0,0,0,1
2009,180,5008,0,0,0,1
2009,182,4233,0,0,1,0
2009,184,3818,0,0,0,1
2009,186,4057,0,0,1,0
2009,190,2855,0,1,0,0
2009,192,3401,0,0,0,1
2009,197,4781,0,0,0,1
2009,199,2905,0,0,0,1
2009,199,3024,0,0,1,0
2009,199,3045,0,0,1,0
2009,199,3132,0,0,1,0
2009,199,3135,0,0,1,0
2009,199,4195,0,0,1,1
2009,199,4643,0,0,1,0
2009,199,4645,0,0,1,0
2009,199,4815,0,0,0,1
2009,199,4949,0,0,1,0
2009,199,5232,0,0,1,0
2009,199,5245,0,0,1,1
2009,199,5444,0,0,1,0
2009,199,5460,0,0,1,0
2009,200,3024,0,0,1,0
2009,200,3045,0,0,1,0
2009,200,3132,0,0,1,0
2009,200,3135,0,0,1,0
2009,200,3889,0,0,1,0
2009,200,4195,0,0,1,1
2009,200,4643,0,0,1,0
2009,200,4645,0,0,1,0
2009,200,4815,0,0,1,0
2009,200,4949,0,0,1,0
2009,200,5232,0,0,1,0
2009,200,5245,0,0,1,1
2009,200,5444,0,0,1,0
2009,200,5460,0,0,1,0
2009,201,3024,0,0,1,0
2009,201,3047,0,1,0,0
2009,201,3889,0,0,1,0
2009,201,4195,0,1,1,0
2009,201,4645,0,0,1,0
2009,201,4815,0,0,1,0
2009,201,5181,0,0,1,0
2009,201,5232,0,0,1,0
2009,201,5245,0,1,0,1
2009,201,5444,0,0,1,0
2009,202,3857,0,0,0,1
2009,208,3857,0,0,0,1
2009,218,4918,0,0,0,1
2009,219,4918,0,0,0,1
2009,220,4918,0,0,0,1
2009,221,2876,0,0,0,1
2009,222,2876,0,0,0,1
2009,223,4176,0,0,0,1
2009,226,4233,0,0,1,0
2009,227,4233,0,0,1,0
2009,228,4233,0,0,1,0
2009,231,2664,0,1,0,0
2009,231,2682,0,1,0,0
2009,231,2856,0,0,1,0
2009,231,2946,0,1,0,0
2009,231,2968,0,1,0,0
2009,231,3131,0,1,0,0
2009,231,3209,0,1,0,0
2009,231,4539,0,1,0,0
2009,231,4577,0,1,0,0
2009,231,5133,0,1,0,0
2009,232,3202,0,0,0,1
2009,233,5229,0,0,0,1
2009,234,5007,0,0,1,0
2009,236,2664,0,1,0,0
2009,236,2946,0,1,0,0
2009,236,3131,0,0,1,0
2009,236,4577,0,1,0,0
2009,236,4644,0,0,1,0
2009,238,4544,0,0,0,1
2009,240,5100,0,0,0,1
2009,245,2951,0,0,0,1
2009,245,2973,0,0,0,1
2009,247,4247,0,0,0,1
2009,253,3033,0,0,1,0
2009,256,4625,0,0,1,0
2009,260,4625,0,0,1,0
2009,261,4625,0,0,1,0
2009,262,2878,0,0,0,1
2009,268,2663,0,0,1,0
2009,268,2665,0,0,1,0
2009,268,2701,0,0,1,0
2009,268,4609,0,0,1,0
2009,268,5346,0,0,1,0
2009,270,3775,0,0,0,1
2009,274,5378,0,0,0,1
2009,276,3890,0,0,1,0
2009,278,4646,0,1,0,0
2009,278,4656,0,0,1,0
2009,278,5002,0,1,0,0
2009,285,2665,0,0,1,0
2009,285,2954,0,1,0,0
2009,285,3947,0,0,1,0
2009,285,4306,0,1,0,1
2009,285,5346,0,0,1,0
2009,286,2946,0,0,1,0
2009,286,3484,1,0,0,0
2009,286,4266,0,1,0,0
2009,286,4535,0,0,1,0
2009,286,4577,0,0,1,0
2009,286,5189,0,0,1,1
2009,286,5271,0,0,0,1
2009,286,5425,0,0,1,0
2009,287,3266,1,0,0,0
2009,287,3484,0,0,0,1
2009,287,4535,1,0,0,0
2009,287,5173,0,0,0,1
2009,287,5189,1,0,0,0
2009,287,5425,1,0,0,0
2009,289,5189,0,0,0,1
2009,290,5189,0,0,0,1
2009,291,2946,0,0,1,0
2009,291,3266,0,0,1,0
2009,291,4266,0,1,0,0
2009,291,4535,0,0,1,0
2009,291,4577,0,0,1,0
2009,291,5189,0,0,1,0
2009,291,5425,0,0,1,0
2009,297,2881,0,0,0,1
2009,298,3266,1,0,0,0
2009,298,4535,1,0,0,0
2009,298,5189,1,0,0,0
2009,298,5425,1,0,0,0
2009,306,5189,0,0,0,1
2009,307,2880,0,0,0,1
2009,309,3266,0,0,1,0
2009,309,4535,0,0,1,0
2009,309,5189,0,0,1,1
2009,309,5425,0,0,1,0
2009,310,5189,0,0,0,1
2009,311,5189,0,0,0,1
2009,312,2954,0,1,0,0
2009,312,3012,0,1,0,0
2009,312,3013,0,1,0,0
2009,313,2954,0,0,1,1
2009,313,4306,0,0,0,1
2009,316,3990,0,0,1,0
2009,320,3113,0,0,1,0
2009,320,3115,0,0,1,1
2009,320,4929,0,0,1,1
2009,328,5069,0,0,0,1
2009,337,5470,0,0,1,0
2009,355,2663,0,0,1,0
2009,355,2665,0,0,1,0
2009,355,2701,0,0,1,0
2009,355,4609,0,0,1,0
2009,355,5346,0,0,1,0
2009,365,3937,0,0,1,0
2009,373,3990,0,0,1,0
2009,384,3269,0,1,0,0
2009,387,3990,0,0,1,0
2009,391,4056,0,1,0,0
2009,391,4825,0,1,0,0
2009,391,5085,0,1,0,0
2009,391,5181,0,1,0,0
2009,391,5331,0,1,0,0
2009,398,2969,0,0,1,0
2009,398,2996,0,0,1,0
2009,398,3101,0,0,1,0
2009,398,3298,0,0,1,0
2009,398,3403,0,0,1,0
2009,398,3820,0,0,1,0
2009,398,3821,0,0,1,0
2009,398,4993,0,0,1,0
2009,398,5076,0,0,1,0
2009,398,5083,0,0,1,0
2009,398,5090,0,1,1,0
2009,401,2946,0,0,1,0
2009,401,3131,0,1,0,0
2009,401,4577,0,0,1,0
2009,401,5103,0,1,0,0
2009,401,5189,0,0,1,0
2009,402,5349,0,0,0,1
2009,403,2664,0,1,0,0
2009,403,2946,0,1,0,0
2009,403,3131,0,0,1,0
2009,403,4577,0,1,0,0
2009,403,5349,0,0,0,1
2009,406,4365,0,0,1,0
2009,407,4365,0,0,1,0
2009,413,2965,0,1,0,0
2009,413,2966,0,0,1,0
2009,413,3174,0,0,0,1
2009,413,4831,0,0,1,0
2009,415,2965,0,1,0,0
2009,415,2966,0,0,1,0
2009,415,3174,0,0,0,1
2009,415,4831,0,0,1,0
2009,418,3178,0,0,0,1
2009,419,2966,0,0,1,0
2009,419,3174,0,0,0,1
2009,419,4831,0,0,1,0
2009,427,3226,0,0,0,1
2009,427,5147,0,0,1,0
2009,428,3975,0,0,1,0
2009,428,4658,0,0,1,0
2009,428,5147,0,0,1,0
2009,428,5150,0,0,0,1
2009,434,4024,0,0,1,1
2009,439,2995,0,0,1,0
2009,440,2995,0,0,1,0
2009,441,2995,0,0,1,0
2009,447,3121,1,0,0,0
2009,450,3121,1,0,0,0
2009,452,3121,1,0,0,0
2009,453,3121,1,0,0,0
2009,460,4838,0,0,0,1
2009,473,2819,0,1,0,0
2009,482,3798,0,0,0,1
2009,484,4019,0,0,0,1
2009,492,3097,0,0,0,1
2009,493,3800,0,0,0,1
2009,496,3187,0,0,1,0
2009,500,5376,0,0,1,0
2009,502,5376,0,0,1,0
2009,505,5377,0,0,1,0
2009,506,5377,0,0,1,0
2009,507,5376,0,0,1,0
2009,512,3140,0,0,0,1
