entity_id,entity_type,canonical_name,is_bvmt_listed,isin,ticker,name_ar,bvmt_group_label,n_aliases,aliases
F050a290905,firm,HL,0,,,,,1,HL
F05218abd71,firm,CARTHAGE MEDICAL,0,,,,,1,CARTHAGE MEDICAL
F0521d5eb99,firm,M.PHILIPPE,0,,,,,1,M.PHILIPPE
F0525336809,firm,SOCIETE AGRICOLE SAOUEF SA,0,,,,,1,SOCIETE AGRICOLE SAOUEF SA
F0534c110c7,firm,Acquisition 2014,0,,,,,1,Acquisition 2014
F053b1e57d3,firm,Régie Nationale des Tabacs,0,,,,,1,Régie Nationale des Tabacs
F054bd47d0c,firm,Kuwaït Investment Authority,0,,,,,6,KUWAIT INVESTMENT AUTHORITY | Kuwait Investment Authority | Kuwait Investment Authority - KIA | Kuwait Investment Authority* | Kuwaït Investment Authority | Kuwaït Investment Authority - KIA
F0554f942ff,firm,COMPAGNIE TUNISIENNE POUR L’ASSURANCE DU COMMERCE EXTERIEUR,0,,,,,1,COMPAGNIE TUNISIENNE POUR L’ASSURANCE DU COMMERCE EXTERIEUR
F0556751486,firm,Société Tunisienne d’Engrais Chimiques STEC,0,,,,,1,Société Tunisienne d’Engrais Chimiques STEC
F056c628c1f,firm,Mohamed EL MONCER Administrateur,0,,,,,1,Mohamed EL MONCER Administrateur
F057d93834f,firm,Société d’ingénierie financière et d’intermédiation en bourse (SIFIB),0,,,,,1,Société d’ingénierie financière et d’intermédiation en bourse (SIFIB)
F0589e457c1,firm,* Nommé par l'AGO du 30 avril 2021,0,,,,,1,* Nommé par l'AGO du 30 avril 2021
F0590bcb4f4,firm,CLUB),0,,,,,2,"CLUB"" | CLUB)"
F05c8a30b5c,firm,Societe Anonyme,0,,,,,1,Societe Anonyme
F05cf4f51ba,firm,YKH Holding ET SHCI. Président du Conseil d'Administration des sociétés Plastic Tunisie,0,,,,,1,YKH Holding ET SHCI. Président du Conseil d'Administration des sociétés Plastic Tunisie
F05da803939,firm,STE EL IMRAN,0,,,,,1,STE EL IMRAN
F05dc54ad87,firm,SMART INANCE,0,,,,,1,SMART INANCE
F060e31294f,firm,DGA Aures Auto,0,,,,,1,DGA Aures Auto
F0625d933e8,firm,3)Rôle de chaque organe d'administration et de direction,0,,,,,1,3)Rôle de chaque organe d'administration et de direction
F0627d37aaf,firm,BEN BRAHIM FERID ALI,0,,,,,1,BEN BRAHIM FERID ALI
F0641c7f871,firm,SWIFT,0,,,,,1,SWIFT
F0649052ed7,firm,MINISTERE DE L'ENERGIE ET DES MINES,0,,,,,1,MINISTERE DE L'ENERGIE ET DES MINES
F065d76aad9,firm,Le tableau suivant illustre les chiffres et les variations observées,0,,,,,1,Le tableau suivant illustre les chiffres et les variations observées
F0669684350,firm,Clinique les Jasmins,0,,,,,1,Clinique les Jasmins
F06af3c3c5c,firm,La société PGI Holding,0,,,,,1,La société PGI Holding
F06b06ff51e,firm,Société Sunisienne des Industries de Fneumatiques,0,,,,,1,Société Sunisienne des Industries de Fneumatiques
F06bb54da84,firm,"Risques Divers (Vol, Dégâts des",0,,,,,1,"Risques Divers (Vol, Dégâts des"
F06c27c8a01,firm,** Mandats renouvelés par l'AGO du 30 avril 2021,0,,,,,1,** Mandats renouvelés par l'AGO du 30 avril 2021
F06d122d9c5,firm,Dans le cadre de la loi relative au renforcement de la,0,,,,,1,Dans le cadre de la loi relative au renforcement de la
F06e18432f2,firm,Banque Attijari de Tunisie -Attijari bank,0,,,,,1,Banque Attijari de Tunisie -Attijari bank
F07021dc826,firm,Société Générale Financière,0,,,,,1,Société Générale Financière
F07142bae62,firm,Saciété,0,,,,,1,Saciété
F073d7df604,firm,Un compte rendu écrit des séances des Comités est établi et,0,,,,,1,Un compte rendu écrit des séances des Comités est établi et
F073e68c11e,firm,CIL Immobilière,0,,,,,1,CIL Immobilière
F07513ab9f2,firm,"""H.THALASSA MAHDIA""",0,,,,,1,"""H.THALASSA MAHDIA"""
F075c3eb7af,firm,VARNER HOLDINGS LTD-ILE JERSEY CHANNEL,0,,,,,1,VARNER HOLDINGS LTD-ILE JERSEY CHANNEL
F075c694be3,firm,PRODUCTION AGRICOLE DE TEBOULBA,0,,,,,2,PRODUCTION AGRICOLE DE TEBOULBA | Production Agricole de Teboulba
F076aaaaefc,firm,survenance d’une incapacité Juridique,0,,,,,1,survenance d’une incapacité Juridique
F0771875cdd,firm,Président Directeur Général de la Société SIVAGEP GIM,0,,,,,1,Président Directeur Général de la Société SIVAGEP GIM
F077297c532,firm,LES CIMENTS DE BIZERTE,0,,,,,2,LES CIMENTS DE BIZERTE | Les Ciments de Bizerte
F07767f7367,firm,STE INTER BANK SERVICES,0,,,,,1,STE INTER BANK SERVICES
F077d48ca0f,firm,pour la branche Agricole par,0,,,,,1,pour la branche Agricole par
F077fe1e167,firm,administratrice indépendante au conseil d’administration de DAAM (ex Centre Financier aux Entrepreneurs) - Présidente du conseil du laboratoire ISEFE,0,,,,,1,administratrice indépendante au conseil d’administration de DAAM (ex Centre Financier aux Entrepreneurs) - Présidente du conseil du laboratoire ISEFE
F078c8e27d9,firm,FAIZA BEN MASOUD FEKI,0,,,,,2,FAIZA BEN MASOUD FEKI | Faiza BEN MASOUD FEKI
F07930c7fec,firm,S. AMEN PREMIERE,0,,,,,1,S. AMEN PREMIERE
F07a06a7c30,firm,Gérant Sté CAFE Ben YEDDER - GERANT « Huileries Ben YEDDER »,0,,,,,1,Gérant Sté CAFE Ben YEDDER - GERANT « Huileries Ben YEDDER »
F07c851da42,firm,Rôle de chaque,0,,,,,1,Rôle de chaque
F07ec0bad0a,firm,Mohamed Fahd Sakher EL MATERI,0,,,,,1,Mohamed Fahd Sakher EL MATERI
F07f9b42883,firm,"Tuniso Émiratie Sicav (TES) Financier Tunisie 10,87% Filiale",0,,,,,1,"Tuniso Émiratie Sicav (TES) Financier Tunisie 10,87% Filiale"
F08695e0207,firm,"Ordinaire, conformément à l'article 25 des",0,,,,,1,"Ordinaire, conformément à l'article 25 des"
F0869f0f771,firm,Le Comité Permanent,0,,,,,1,Le Comité Permanent
F087e568aaa,firm,Président Directeur Général de la Société Inter Europe Conseil,0,,,,,1,Président Directeur Général de la Société Inter Europe Conseil
F08a09512c0,firm,4- Président du conseil de surveillance M. Rached FOURATI,0,,,,,1,4- Président du conseil de surveillance M. Rached FOURATI
F08c71af09c,firm,"14,98%, Les émissions de la",0,,,,,1,"14,98%, Les émissions de la"
F08ce9782be,firm,Société le PNEU (Groupe Béchir TAMARZISTE),0,,,,,1,Société le PNEU (Groupe Béchir TAMARZISTE)
F08ed8ceaaa,firm,T.E.P(C.T.E.I) Financier 100% Filiale,0,,,,,1,T.E.P(C.T.E.I) Financier 100% Filiale
F08f37337c9,firm,entre les Services du Ministre auprès du,0,,,,,1,entre les Services du Ministre auprès du
F08f6aebb6c,firm,SOCIETE INDUSTRIELLE DES PRODUITS AVICOLES,0,,,,,1,SOCIETE INDUSTRIELLE DES PRODUITS AVICOLES
F092d8ae4cc,firm,Administrateur à la STUSID Bank,0,,,,,1,Administrateur à la STUSID Bank
F09318babc1,firm,Développement -CTKD,0,,,,,1,Développement -CTKD
F0985394b07,firm,Depuis janvier 2009 : Directeur Financier,0,,,,,1,Depuis janvier 2009 : Directeur Financier
F09878f1ebf,firm,Grands Moulins du Cap Bon,0,,,,,1,Grands Moulins du Cap Bon
F098ae3a5e2,firm,Horwath ACF (contrats conclus en 2018-2020),0,,,,,1,Horwath ACF (contrats conclus en 2018-2020)
F0994151a17,firm,Comme stipule l’article 14 des statuts de Adwya,0,,,,,1,Comme stipule l’article 14 des statuts de Adwya
F0997152dae,firm,Challenge Holding,0,,,,,1,Challenge Holding
F099aa5a197,firm,BANQUE ISLAMIQUE DE DEVELOPPEMENT,0,,,,,1,BANQUE ISLAMIQUE DE DEVELOPPEMENT
F09b36120a8,firm,STB SECURITE ET GARDIENNAGE,0,,,,,1,STB SECURITE ET GARDIENNAGE
F09b4b343e9,firm,MAXULA D'INVESTISSEMENT SICAV,0,,,,,1,MAXULA D'INVESTISSEMENT SICAV
F09b7471b66,firm,SICAV TANIT,0,,,,,1,SICAV TANIT
F09be42e75a,firm,Gérante,0,,,,,1,Gérante
F09c2a4ed63,firm,"judiciaire, la STB veillera à La mise en œuvre des",0,,,,,1,"judiciaire, la STB veillera à La mise en œuvre des"
F09c74c1dc4,firm,‐ Tunisie Factoring ‐ SIMT ‐ Société Tunisie Location longue Durée (Tunisie LLD) ‐ Société du Pôle de Compétitivité de Sousse (SPCS) ‐ Maghreb Leasing Algérie ‐ Tunisie Valeurs ‐ Tuninvest –Sicar ‐ Tunisie Sicar ‐ Tuninvest International-Sicar ‐ Tuninvest Innovations-Sicar,0,,,,,1,‐ Tunisie Factoring ‐ SIMT ‐ Société Tunisie Location longue Durée (Tunisie LLD) ‐ Société du Pôle de Compétitivité de Sousse (SPCS) ‐ Maghreb Leasing Algérie ‐ Tunisie Valeurs ‐ Tuninvest –Sicar ‐ Tunisie Sicar ‐ Tuninvest International-Sicar ‐ Tuninvest Innovations-Sicar
F09d19a35a7,firm,banque,0,,,,,1,banque
F09e3c96ace,firm,Banque Centrale de Tunisie,0,,,,,1,Banque Centrale de Tunisie
F09f0c881a4,firm,TUNINVEST CORPORATE INANCE,0,,,,,1,TUNINVEST CORPORATE INANCE
F0a352b5faf,firm,PDG Société Touristique OCEANA PDG Société Générale Financière PDG Société « CIL IMMOBILIERE »,0,,,,,1,PDG Société Touristique OCEANA PDG Société Générale Financière PDG Société « CIL IMMOBILIERE »
F0a40ab0722,firm,branche Agricole ont progressé,0,,,,,1,branche Agricole ont progressé
F0a71248dd0,firm,membre du Comité des Risques,0,,,,,1,membre du Comité des Risques
F0a720cc76d,firm,Président Directeur Général de la Société Inter Europe Conseil Administrateur de la Société Générale SCF SGIB FICC Administrateur de la SG Services Administrateur de la Société Generas CEN Generas,0,,,,,1,Président Directeur Général de la Société Inter Europe Conseil Administrateur de la Société Générale SCF SGIB FICC Administrateur de la SG Services Administrateur de la Société Generas CEN Generas
F0a72b41ee1,firm,sociétés,0,,,,,1,sociétés
F0a73a4afea,firm,Carte Assurances,0,,,,,1,Carte Assurances
F0a82292a0e,firm,Président Directeur Général de la B.T.L. Président Directeur Général de LAFICO,0,,,,,1,Président Directeur Général de la B.T.L. Président Directeur Général de LAFICO
F0aaa0f6736,firm,"Tunis International Bank, TIB",0,,,,,4,"Tunis International Bank | Tunis International Bank, TIB | Tunis International Bank, TIB* | Tunis International bank"
F0aaacb760c,firm,il était Responsable Crédit & Risque à BNPPARIBAS au Liban pendant 12 ans,0,,,,,1,il était Responsable Crédit & Risque à BNPPARIBAS au Liban pendant 12 ans
F0aae85d586,firm,MAGHREB LEASING ALGERIE,0,,,,,5,MAGHREB LEASING ALGERIE | MAGHREB LEASING ALGERIE (*) | MAGHREB LEASING ALGERIE (MLA) | MAGHREB LEASING ALGERIE (MLA)** | Maghreb Leasing Algérie
F0ac5664ea1,firm,GFCO,0,,,,,1,GFCO
F0ad4fe03a2,firm,STE L'ECRIN DE HAMMAMET,0,,,,,1,STE L'ECRIN DE HAMMAMET
F0afb0c57ba,firm,TOURISTIQUE BISAT SA,0,,,,,1,TOURISTIQUE BISAT SA
F0b34c31822,firm,STE MEGDICH PHARMA,0,,,,,1,STE MEGDICH PHARMA
F0b65fa743a,firm,AMEN SYSTEME,0,,,,,1,AMEN SYSTEME
F0b7eed86af,firm,Clinique de la,0,,,,,1,Clinique de la
F0b8b683ad6,firm,Majdi ZARKOUNA,0,,,,,1,Majdi ZARKOUNA
F0b954af705,firm,ZEINEB GUELLOUZ (membre indépendant du conseil de surveillance),0,,,,,1,ZEINEB GUELLOUZ (membre indépendant du conseil de surveillance)
F0b98099119,firm,Extrait des Statuts de la,0,,,,,1,Extrait des Statuts de la
F0bb998d045,firm,Attijari Recouvrement,0,,,,,2,Attijari Recouvrement | Attijari recouvrement
F0bdf5efc91,firm,Consultante en audit,0,,,,,1,Consultante en audit
F0c04b8be2e,firm,SOTIPAPIER Il,0,,,,,1,SOTIPAPIER Il
F0c0a2af0f4,firm,SANIMED,1,TN0007730013,SMD,سانيماد,suspended_other,1,SANIMED
F0c2c745e45,firm,Holged Tunisie,0,,,,,1,Holged Tunisie
F0c4e139f18,firm,et pour les plaques de 183%. La progression importante du,0,,,,,1,et pour les plaques de 183%. La progression importante du
F0c68406811,firm,MAXULA INVESTISSEMENT SICAV,0,,,,,1,MAXULA INVESTISSEMENT SICAV
F0ca2047bd6,firm,STE MEDAPLAST,0,,,,,1,STE MEDAPLAST
F0cb0a91ae7,firm,CFI,0,,,,,1,CFI
F0ccb397354,firm,STE ALIMENTA,0,,,,,1,STE ALIMENTA
F0cda3500f9,firm,Mutuelle Assurances de l'Enseignement,0,,,,,2,Mutuelle Assurances de l'Enseignement | Mutuelle Assurances de l'Enseignement*
F0cfb781548,firm,Président du CIPED Consultant,0,,,,,1,Président du CIPED Consultant
F0d0ab18f8e,firm,représenté par son P.D.G,0,,,,,1,représenté par son P.D.G
F0d0e54f319,firm,Plastic Tunisie SA,0,,,,,2,Plastic Tunisie | Plastic Tunisie SA
F0d0f5ae790,firm,L L'activité touristique en Tunisie,0,,,,,1,L L'activité touristique en Tunisie
F0d21ccced8,firm,G..P.A SA,0,,,,,1,G..P.A SA
F0d2c40b9f8,firm,"99,95% -0,05%",0,,,,,1,"99,95% -0,05%"
F0d82627530,firm,C.S.A,0,,,,,1,C.S.A
F0d920ff341,firm,Bouguila),0,,,,,1,Bouguila)
F0d9fee3f28,firm,bonne gouvernance dans les Etablissements de Crédit,0,,,,,1,bonne gouvernance dans les Etablissements de Crédit
F0dc185ff1e,firm,Mohamed GHELALA Lui-même,0,,,,,1,Mohamed GHELALA Lui-même
F0e1c2efb7f,firm,PGI HOLDING,0,,,,,3,PGI HOLDING | STE PGI HOLDING | Société PGI Holding
F0e397f95fc,firm,TUNINVEST INNOVATION SICAR,0,,,,,2,TUNINVEST INNOVATION SICAR | Tuninvest Innovation SICAR
F0e6e83438c,firm,BUAT,0,,,,,1,BUAT
F0e9834c6e5,firm,FOIR.INTER GABES,0,,,,,1,FOIR.INTER GABES
F0eb6c2c7a4,firm,fondamentale du Comité est de veiller à la mise,0,,,,,2,fondamentale du Comité est de Veiller à la mise | fondamentale du Comité est de veiller à la mise
F0ec8c4c4d0,firm,Nom Prénom Société Fonction exercée Nombre %,0,,,,,1,Nom Prénom Société Fonction exercée Nombre %
F0ec916d88e,firm,"CAPBANK( Ex: BANQUE D'AFFAIRES DE TUNISIE ""BAT"")",0,,,,,1,"CAPBANK( Ex: BANQUE D'AFFAIRES DE TUNISIE ""BAT"")"
F0ee0f5a723,firm,Tunisien Assad,0,,,,,1,Tunisien Assad
F0ee4bb564f,firm,Sociétés Commerciales le mandat d'Administrateur de Messieurs,0,,,,,1,Sociétés Commerciales le mandat d'Administrateur de Messieurs
F0f18f83c85,firm,Tunisienne de Production Alimentaire,0,,,,,1,Tunisienne de Production Alimentaire
F0f2ef93ed7,firm,1e Exposé sur l’activité de la Compagnie et des résultats,0,,,,,1,1e Exposé sur l’activité de la Compagnie et des résultats
F0f81d2adcc,firm,ATTIJARI BANK,1,TN0001600154,TJARI,التجاري بنك,continuous,3,ATTIJARI BANK | Attijari Bank | Attijari bank
F0fbc86aa12,firm,Head of MENA region,0,,,,,1,Head of MENA region
F0fe50fe39e,firm,Le,0,,,,,1,Le
F0feef7c6a6,firm,SPIDIT SICAV,0,,,,,1,SPIDIT SICAV
F102b942c30,firm,ELKHIR,0,,,,,1,ELKHIR
F1041f6bc78,firm,L’Organe de Contrôle de Conformité,0,,,,,1,L’Organe de Contrôle de Conformité
F1050cfe3ec,firm,Financière d’Investissement -SOFI SICAF,0,,,,,1,Financière d’Investissement -SOFI SICAF
F10994fa93a,firm,Mohamed MELLOUSSE* STB INVEST* LAFICO Tunisie* Monsieur Mohamed Hédi Ben Ayed* CONSORTIUM ARABE D'INVESTISSEMENT* STE SOGEF* Petits Porteurs* Mr Mohamed Habib Karaouli* Mr Anis FOURATI(**) Mr Salem BESSAOUD(**),0,,,,,1,Mohamed MELLOUSSE* STB INVEST* LAFICO Tunisie* Monsieur Mohamed Hédi Ben Ayed* CONSORTIUM ARABE D'INVESTISSEMENT* STE SOGEF* Petits Porteurs* Mr Mohamed Habib Karaouli* Mr Anis FOURATI(**) Mr Salem BESSAOUD(**)
F10a103d3a8,firm,"Administrateur à la Sté Moderne de Titrisation (SMT) - Administrateur à la Sté de Bureau d'Etudes Arabe Tuniso-Lybien ""BEATL"" - Administrateur à la SIFIB-BH - Administrateur à la Sté d'Assurances SALIM",0,,,,,1,"Administrateur à la Sté Moderne de Titrisation (SMT) - Administrateur à la Sté de Bureau d'Etudes Arabe Tuniso-Lybien ""BEATL"" - Administrateur à la SIFIB-BH - Administrateur à la Sté d'Assurances SALIM"
F10b0380f11,firm,Rap,0,,,,,1,Rap
F10baa60ff3,firm,Nationalité Tunisienne,0,,,,,1,Nationalité Tunisienne
F10d1321316,firm,HAYETT ASSURANCES,0,,,,,1,HAYETT ASSURANCES
F110362bb77,firm,Directeur Général d’ABG,0,,,,,1,Directeur Général d’ABG
F112e2788ae,firm,STE HOTEL YOUNES,0,,,,,1,STE HOTEL YOUNES
F1134e9e2d6,firm,Slim BESBES Lui-même,0,,,,,1,Slim BESBES Lui-même
F114ce9399e,firm,"d'Exploitation Agricole ""SODEXA"" - Administrateur à la Sté Huilerie d'Olives du Nord",0,,,,,1,"d'Exploitation Agricole ""SODEXA"" - Administrateur à la Sté Huilerie d'Olives du Nord"
F115cea8486,firm,"IMMOBILIERS ET INDUSTRIELS ""STPI""",0,,,,,1,"IMMOBILIERS ET INDUSTRIELS ""STPI"""
F116ca4e381,firm,Reprise 2013,0,,,,,1,Reprise 2013
F116d5cbf98,firm,SOTUMAG,1,TN0006580013,MGR,الشركة التونسية لأسواق الجملة,continuous,1,SOTUMAG
F11857a0c96,firm,Gérant de la société DELLMANN,0,,,,,1,Gérant de la société DELLMANN
F11a5921ae1,firm,Les Minoteries des Centres et Sahel Réunies -MCSR,0,,,,,2,Les Minoteries des Centres et Sahel Réunies - MCSR | Les Minoteries des Centres et Sahel Réunies -MCSR
F11c48a0d6b,firm,ADWYA,0,,,,,2,ADWYA | Adwya
F11ef8f6ce8,firm,Ne peuvent être membres du conseil d'administration,0,,,,,1,Ne peuvent être membres du conseil d'administration
F11fac0f2ae,firm,S.MONET TUNISIE,0,,,,,1,S.MONET TUNISIE
F11fb5902a0,firm,TUNISIE FACTORING,0,,,,,2,TUNISIE FACTORING | Tunisie Factoring
F120673f721,firm,Standard Sharing Software-3S,0,,,,,1,Standard Sharing Software-3S
F120de8905d,firm,La rubrique «Autres dommages,0,,,,,1,La rubrique «Autres dommages
F1245613231,firm,UNIVERS SICAV,0,,,,,1,UNIVERS SICAV
F12a03a9e13,firm,Moatassim,0,,,,,1,Moatassim
F12df761034,firm,Vice Président Sté COMAR - PGI Holding (Président du Conseil d’Administration) - PARENIN,0,,,,,1,Vice Président Sté COMAR - PGI Holding (Président du Conseil d’Administration) - PARENIN
F12ec8f6e2e,firm,Au terme de l'exercice,0,,,,,1,Au terme de l'exercice
F1310cf8e2b,firm,synthèse de leurs travaux à la plus prochaine séance du Conseil,0,,,,,1,synthèse de leurs travaux à la plus prochaine séance du Conseil
F13250656bd,firm,Président Directeur Général de la Société Tunisienne d’Engrais Chimiques,0,,,,,1,Président Directeur Général de la Société Tunisienne d’Engrais Chimiques
F13968a337f,firm,MAT,0,,,,,1,MAT
F139fb9a0af,firm,Dénomination,0,,,,,1,Dénomination
F13a5a60881,firm,LES DUNES,0,,,,,1,LES DUNES
F13b3ea170b,firm,assurances 7,0,,,,,1,assurances 7
