node_id,label,node_class,degree,betweenness,coreness,community
CO_ADVANS_SICAR_LUXEMBOURG,ADVANS SICAR (LUXEMBOURG),company,1,0.0,1,41
CO_ADVANS_TUNISIE,ADVANS TUNISIE,company,14,328729.7,2,41
CO_ADV_ALLIANCE,ADV ALLIANCE,company,1,0.0,1,15
CO_ADWYA,ADWYA,company,17,2089236.8,3,21
CO_AEC_WIRING,AEC WIRING,company,1,0.0,1,23
CO_AEROTECH,AEROTECH,company,1,0.0,1,15
CO_AERO_TUNISIA,AERO TUNISIA,company,4,464010.1,2,25
CO_AETECH,AETECH,company,2,23272.0,1,24
CO_AE_TECH,AE TECH,company,7,464421.9,2,48
CO_AFEK_BATIMENTS,AFEK BATIMENTS,company,1,0.0,1,23
CO_AFKAR_IMMOBILIERE,AFKAR IMMOBILIERE,company,2,23272.0,1,46
CO_AFKAR_TUNISIA,AFKAR TUNISIA,company,1,0.0,1,49
CO_AFREN_DISTRIBUTION,AFREN DISTRIBUTION,company,6,213899.6,2,12
CO_AFRICAINE_DESIGN_AMEUBLEMENT_MEUBLES,"AFRICAINE DESIGN, AMEUBLEMENT ET MEUBLES ADAM",company,3,77964.1,2,38
CO_AFRICAINE_DEVELOPPEMENT_ECHANGES_COMMERCIAUX,AFRICAINE DE DEVELOPPEMENT DES ECHANGES COMMERCIAUX ADEC,company,3,163052.3,2,38
CO_AFRICAINE_ENCRES_PEINTURES_AFREN_E_P,SOCIETE AFRICAINE DES ENCRES ET PEINTURES AFREN E+P,company,1,0.0,1,12
CO_AFRICAINE_INDUSTRIES_AGROALIMENTAIRES,SOCIETE AFRICAINE DES INDUSTRIES AGROALIMENTAIRES,company,1,0.0,1,50
CO_AFRICAINE_PEINTURE,SOCIETE AFRICAINE DE PEINTURE,company,1,0.0,1,51
CO_AFRICAINE_POUR_COULEURS_SERVICES,SOCIETE AFRICAINE POUR LES COULEURS ET LES SERVICES,company,1,0.0,1,52
CO_AFRICAINE_SERVICES_BATIMENT,SOCIETE AFRICAINE DE SERVICES DE BATIMENT,company,1,0.0,1,0
CO_AFRICAINE_SERVICES_GENERAUX_TUNISIE,LA SOCIETE AFRICAINE DES SERVICES GENERAUX TUNISIE,company,1,0.0,1,5
CO_AFRICAIN_GLOBAL_SERVICES_TUNISIE,AFRICAIN GLOBAL SERVICES TUNISIE,company,1,0.0,1,5
CO_AFRICAN_CREATIVE_FIAVORS,AFRICAN CREATIVE FIAVORS ACF,company,1,0.0,1,53
CO_AFRICAN_RECYCLING_AFREC,SOCIETE AFRICAN RECYCLING AFREC,company,1,0.0,1,5
CO_AFRICA_BITUME,AFRICA BITUME,company,2,70627.6,2,24
CO_AFRICA_CONSULTING_EXPORT_SOLUTIONS,AFRICA CONSULTING EXPORT SOLUTIONS ACES,company,1,0.0,1,13
CO_AFRICA_ELECTRIQUE,SOCIETE AFRICA ELECTRIQUE,company,3,56935.0,2,14
CO_AFRICA_FOR_MONDIAL_TRADING_COMPANY,AFRICA FOR MONDIAL TRADING COMPANY AMTC,company,5,209401.0,1,20
CO_AFRICA_HOLDING,AFRICA HOLDING,company,8,391682.3,3,54
CO_AFRICA_IMPORT_EXPORT,AFRICA IMPORT EXPORT,company,3,46543.0,1,34
CO_AFRICA_INDUSTRIE,AFRICA INDUSTRIE,company,7,120259.6,2,55
CO_AFRICA_MARINE,AFRICA MARINE,company,1,0.0,1,17
CO_AFRICA_MODE,AFRICA MODE,company,3,86012.0,2,56
CO_AFRICA_POTENTERG_HOLDING,AFRICA POTENTERG HOLDING,company,3,20067.0,3,57
CO_AFRICA_POTENT_ERG_HOLDING,AFRICA POTENT ERG HOLDING,company,3,20067.0,3,57
CO_AFRICA_SOLAR,AFRICA SOLAR,company,1,0.0,1,17
CO_AFRICA_TV_PRODUCTION,AFRICA TV PRODUCTION,company,1,0.0,1,58
CO_AFRICINVEST,AFRICINVEST,company,1,0.0,1,36
CO_AFRICINVEST_FINANCIAL_SECTOR,AFRICINVEST FINANCIAL SECTOR,company,2,4820.1,2,36
CO_AFRICINVEST_FINANCIAL_SECTOR_LIMITED,AFRICINVEST FINANCIAL SECTOR LIMITED,company,1,0.0,1,36
CO_AFRICINVEST_FUND_III_LLC,AFRICINVEST FUND III LLC,company,1,0.0,1,23
CO_AFRICONSULT,AFRICONSULT,company,1,0.0,1,5
CO_AFRIC_SUPPORT,AFRIC SUPPORT,company,2,23272.0,1,36
CO_AFRIKAPLAST,SOCIETE AFRIKAPLAST,company,1,0.0,1,8
CO_AFRIQUE_ACIER,SOCIETE AFRIQUE ACIER,company,14,622395.5,4,37
CO_AFRIQUE_ACIER_SAFAC,SOCIETE AFRIQUE ACIER SAFAC,company,6,366461.5,4,37
CO_AFRIQUE_ACIER_SOFAC,SOCIETE AFRIQUE ACIER SOFAC,company,1,0.0,1,37
CO_AFRIQUE_BOIS,SOCIETE AFRIQUE BOIS,company,2,23272.0,1,37
CO_AFRIQUE_LOCATION_VOITURES,SOCIETE AFRIQUE LOCATION DE VOITURES,company,1,0.0,1,2
CO_AFRIQUE_MABRE,SOCIETE AFRIQUE DE MABRE,company,1,0.0,1,26
CO_AFRIQUE_MARBRE_SAM,SOCIETE AFRIQUE MARBRE SAM,company,1,0.0,1,34
CO_AFRIQUE_POLY_ASSISTANCE,AFRIQUE POLY ASSISTANCE,company,1,0.0,1,8
CO_AFRIQUE_TRAVAUX,AFRIQUE TRAVAUX,company,7,12.1,3,30
CO_AFRIQUIA_MEDICAMENTS_AFRIMED,AFRIQUIA MEDICAMENTS AFRIMED,company,1,0.0,1,59
CO_AFRIQUIA_OIL_SERVICES,SOCIETE AFRIQUIA OIL SERVICES,company,1,0.0,1,31
CO_AFRITEX,AFRITEX,company,2,23272.0,1,59
CO_AFRITRAC,AFRITRAC,company,1,0.0,1,23
CO_AFRIVALEUR,AFRIVALEUR,company,2,0.0,2,59
CO_AFRIVAL_SEURS_SICAF,AFRIVAL SEURS SICAF,company,1,0.0,1,59
CO_AFRIVISION,AFRIVISION,company,9,172342.6,4,59
CO_AFRIVISION_ELECTRONICS,AFRIVISION ELECTRONICS,company,1,0.0,1,59
CO_AFRIVISION_SERVICE,AFRIVISION SERVICE,company,3,2733.8,3,59
CO_AFROFLEX,AFROFLEX,company,7,425922.3,2,1
CO_AFRO_MED_SERVICES_GENERAUX_TRAVAUX,AFRO MED DES SERVICES GENERAUX ET TRAVAUX,company,1,0.0,1,3
CO_AGENCE_CONTROLE_TECHNIQUE_INTERNATIONALE,AGENCE DE CONTROLE TECHNIQUE INTERNATIONALE,company,18,1533650.5,3,60
CO_AGENCE_EL_AMANA_IMMOBILIERE_AEL,AGENCE EL-AMANA IMMOBILIERE AEL,company,1,0.0,1,14
CO_AGENCE_FONCIERE_TOURISTIQUE,AGENCE FONCIERE TOURISTIQUE,company,1,0.0,1,24
CO_AGENCE_FRANCAISE_DEVELOPPEMENT_FRANCE,AGENCE FRANCAISE DE DEVELOPPEMENT FRANCE,company,3,23846.5,2,36
CO_AGENCE_GESTION_PATRIMOINE_IMMOBILIER,AGENCE DE GESTION DU PATRIMOINE IMMOBILIER,company,1,0.0,1,5
CO_AGENCE_IMMOBILIERE_HAMMAMI,SOCIETE AGENCE IMMOBILIERE HAMMAMI,company,1,0.0,1,61
CO_AGENCE_MARITIME_TAHER,AGENCE MARITIME TAHER,company,1,0.0,1,27
CO_AGENCE_MARITIME_TAHER_BOURICHA_CIE,AGENCE MARITIME TAHER BOURICHA ET CIE,company,2,15725.4,2,62
CO_AGENCE_MARITIME_TAHER_BOURICHA_CIE_AMATAB,AGENCE MARITIME TAHER BOURICHA ET CIE AMATAB,company,4,19943.3,3,62
CO_AGENCE_MATIMITE_MOHAB,AGENCE MATIMITE MOHAB,company,1,0.0,1,63
CO_AGENCE_NATIONALE_MAITRISE_L_ENERGIE,AGENCE NATIONALE DE MAITRISE DE L'ENERGIE,state body,1,0.0,1,8
CO_AGENCE_PROMOTION_L_INDUSTRIE_L_INNOVATION,AGENCE DE PROMOTION DE L'INDUSTRIE ET DE L'INNOVATION,company,1,0.0,1,10
CO_AGENCE_SASSI_VOYAGES,AGENCE SASSI VOYAGES,company,1,0.0,1,5
CO_AGENCE_TUNISIENNE_DINTERNET,AGENCE TUNISIENNE DINTERNET,company,1,0.0,1,37
CO_AGENCE_TUNISIENNE_DINTERNET_ATI,AGENCE TUNISIENNE DINTERNET ATI,company,1,0.0,1,64
CO_AGENCE_TUNISIENNE_PRODUITS_PHARMACEUTIQUES_MEDICAL_DEVICE,AGENCE TUNISIENNE DE PRODUITS PHARMACEUTIQUES MEDICAL DEVICE,company,1,0.0,1,21
CO_AGENCE_ZRELLI_IMMOBILIERE,SOCIETE AGENCE ZRELLI IMMOBILIERE,company,1,0.0,1,5
CO_AGEPI_AGENCE_GESTION_PATRIMOINE_IMMOBILIER,AGEPI AGENCE DE GESTION DU PATRIMOINE IMMOBILIER,company,1,0.0,1,5
CO_AGET,AGET,company,3,196990.1,2,31
CO_AGET_COMMERCE_INTERNATIONAL,AGET DE COMMERCE INTERNATIONAL,company,1,0.0,1,31
CO_AGET_CONSTRUCTION,AGET CONSTRUCTION,company,1,0.0,1,31
CO_AGET_TECHNOLOGIE,AGET TECHNOLOGIE,company,1,0.0,1,31
CO_AGHIR,AGHIR,company,3,12585.4,3,59
CO_AGIC_TUNISIE,AGIC TUNISIE,company,3,46543.0,1,27
CO_AGIL_GESTION_SERVICES,SOCIETE AGIL DE GESTION ET DE SERVICES,company,2,0.0,2,42
CO_AGIP,SOCIETE AGIP,company,1,0.0,1,42
CO_AGL_TECHNOLOGIES,AGL TECHNOLOGIES,company,1,0.0,1,5
CO_AGOMED,AGOMED,company,5,72510.1,2,25
CO_AGORA,AGORA,company,2,85389.1,2,23
CO_AGRAL,AGRAL,company,2,204912.6,2,65
CO_AGRIBAT,AGRIBAT,company,1,0.0,1,32
CO_AGRICO,AGRICO,company,1,0.0,1,66
CO_AGRICOLEKHAYRAT_EL_MEHRINE,SOCIETE AGRICOLEKHAYRAT EL-MEHRINE,company,2,395352.0,1,67
CO_AGRICOLE_ABDERRAZEK_HAMMAMI_FILS,SOCIETE AGRICOLE ABDERRAZEK HAMMAMI ET FILS,company,1,0.0,1,27
CO_AGRICOLE_ALFARAJ,SOCIETE AGRICOLE ALFARAJ,company,1,0.0,1,25
CO_AGRICOLE_AL_AHRAM,SOCIETE AGRICOLE AL-AHRAM,company,1,0.0,1,5
CO_AGRICOLE_BRANCHE_DOREE,AGRICOLE BRANCHE DOREE,company,1,0.0,1,39
CO_AGRICOLE_CHOISIE,SOCIETE AGRICOLE CHOISIE,company,1,0.0,1,50
CO_AGRICOLE_COMMERCIALE_INDUSTRIELLE_SUD_SACIS,"SOCIETE AGRICOLE, COMMERCIALE, INDUSTRIELLE DU SUD SACIS",company,5,10962.4,4,38
CO_AGRICOLE_DAHLIA,SOCIETE AGRICOLE DAHLIA,company,1,0.0,1,68
CO_AGRICOLE_DAKHLA,SOCIETE AGRICOLE DAKHLA,company,1,0.0,1,27
CO_AGRICOLE_DAR_EL_HANA,SOCIETE AGRICOLE DAR EL-HANA,company,1,0.0,1,27
CO_AGRICOLE_DAR_EL_KHIR,SOCIETE AGRICOLE DAR EL-KHIR,company,2,122.6,2,27
CO_AGRICOLE_DICK,AGRICOLE DICK SA,company,1,0.0,1,27
CO_AGRICOLE_EL_AITHA,SOCIETE AGRICOLE EL-AITHA,company,2,0.0,2,69
CO_AGRICOLE_EL_AMRA,SOCIETE AGRICOLE EL-AMRA,company,1,0.0,1,14
CO_AGRICOLE_EL_ATTHA,SOCIETE AGRICOLE EL-ATTHA,company,2,241434.7,2,55
CO_AGRICOLE_EL_BARAKA,SOCIETE AGRICOLE EL-BARAKA,company,2,65068.3,2,14
CO_AGRICOLE_EL_BOSTEN,SOCIETE AGRICOLE EL-BOSTEN,company,1,0.0,1,1
CO_AGRICOLE_EL_HADAYEK,SOCIETE AGRICOLE EL-HADAYEK,company,2,2884.2,2,27
CO_AGRICOLE_ENNAJEH,SOCIETE AGRICOLE ENNAJEH,company,1,0.0,1,14
CO_AGRICOLE_ESSANIA,SOCIETE AGRICOLE ESSANIA,company,1,0.0,1,39
CO_AGRICOLE_EZZOHRA,SOCIETE AGRICOLE EZZOHRA,company,3,69812.0,1,43
CO_AGRICOLE_FARAH,SOCIETE AGRICOLE FARAH,company,1,0.0,1,23
CO_AGRICOLE_FARAH_SAF,AGRICOLE FARAH SAF,company,1,0.0,1,23
CO_AGRICOLE_FRUITS_IDEALES_SAFI,SOCIETE AGRICOLE DE FRUITS IDEALES SAFI,company,1,0.0,1,16
CO_AGRICOLE_GARGOURI,SOCIETE AGRICOLE GARGOURI,company,1,0.0,1,23
CO_AGRICOLE_JAWAHER,SOCIETE AGRICOLE JAWAHER,company,2,16505.9,2,31
CO_AGRICOLE_JSK,SOCIETE AGRICOLE JSK,company,3,7705.2,3,27
CO_AGRICOLE_MARGHERITA_SAMAR,SOCIETE AGRICOLE MARGHERITA SAMAR,company,1,0.0,1,70
CO_AGRICOLE_RAOUDHA,SOCIETE AGRICOLE RAOUDHA,company,1,0.0,1,27
CO_AGRICOLE_REMIL,SOCIETE AGRICOLE REMIL,company,1,0.0,1,24
CO_AGRICOLE_SAAD,SOCIETE AGRICOLE SAAD,company,4,77677.5,2,14
CO_AGRICOLE_SABA,SOCIETE AGRICOLE SABA,company,3,31097.7,2,23
CO_AGRICOLE_SAOUEF,AGRICOLE SAOUEF,company,6,326831.1,5,27
CO_AGRICOLE_SIDI_DAOUED,AGRICOLE SIDI DAOUED,company,2,33444.6,2,27
CO_AGRICOLE_SIDI_MESSAOUD,SOCIETE AGRICOLE SIDI MESSAOUD,company,1,0.0,1,71
CO_AGRICOLE_SIRINEE,SOCIETE AGRICOLE SIRINEE,company,6,214000.8,3,21
CO_AGRICOLE_TABA,AGRICOLE TABA,company,1,0.0,1,12
