company_key,matricule,num_registre,identifiers_in_gazette,legal_form,legal_form_first,is_conversion,conversion_date,minority_forms,form_basis,forms_stated,n_forms_stated,rne_name_fr,rne_name_ar,rne_category,rne_year_creation,jort_label,org_entity_id,seed_org_id,first_seen,last_seen,n_events,n_persons,n_persons_seed_elite,n_persons_gazette_only
B0121422004,873433B,B0121422004,873433B,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE TUNISO CANADIENNE DE COMMERCE,شركة تونيزو كانديان  للتجارة,SOCIETE,2004,Société Tunis-Canadienne de Commerce,ORGE_e6c87eeeb64ac9f36d49,,2004-04-20,2004-04-20,2,1,0,1
B0121422016,1437641K,B0121422016,1437641K,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,STE CLIMA-SAT,شركة كليما سات,SOCIETE,2016,Climat-Sat,ORGE_31f7e8a9688be4e83e83,,2016-01-19,2016-01-19,2,1,0,1
B01214232012,1273239V,B01214232012,1273239V|B01214232012,SARL,SARL,0,,,gazette_rubric,SARL:6,1,,تونيتالي سارفيس ش م م,SOCIETE,2012,TUNITALIE SERVICES,ORGE_6c1cb621338ca886813a,,2012-11-10,2016-11-02,6,2,0,2
B01214232015,1427002C,B01214232015,1427002C,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOCIETE FADAK,شركة فدك,SOCIETE,2015,Société FADAK,ORGE_623f7bddbeeabebc0abd,,2015-08-13,2015-08-13,1,0,0,0
B01214262016,1481545M,B01214262016,1481545M,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE AYMEN DE COMMERCE INTERNATIONAL,شركة أيمن للتجارة الدولية,SOCIETE,2016,Société AYMEN DE COMMERCE INTERNATIONAL,ORGE_20f62657a7f2fa8d2045,,2016-09-21,2016-09-21,2,1,0,1
B01214282013,1320566Z,B01214282013,1320566Z,SARL,SARL,0,,,gazette_rubric,SARL:1,1,GY DISTRIBUTION,جي للتوزيع,SOCIETE,2013,GY DISTRIBUTION,ORGE_342dcc87c7efdbc309f5,,2013-10-24,2013-10-24,1,0,0,0
B01214312012,1273325R,B01214312012,B01214312012,SARL,SARL,0,,,gazette_rubric,SARL:3,1,,شركة الأشغال العامة للتجهيز والبناء  ش م م,SOCIETE,2012,Société des Travaux Générale D'équipement,ORGE_4d0e0a527062a13415d6,,2013-02-20,2017-10-23,3,0,0,0
B01214392015,1427194C,B01214392015,1427194C,SARL,SARL,0,,,gazette_rubric,SARL:2,1,GELOSA,جيلوزا,SOCIETE,2015,GELOSA SARL,CO_GELOSA,CO_GELOSA,2015-11-10,2015-11-10,2,1,1,0
B01214392017,1537173J,B01214392017,1537173J,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE EL KARMA IMPORT  EXPORT,شركة الكرامة للتوريد و التصدير,SOCIETE,2017,Sté El Karama Import et Export,ORGE_92914f026fbf62d5b261,,2017-10-19,2017-10-19,2,1,0,1
B0121442014,1333958F,B0121442014,1333958F,SARL,SARL,0,,,gazette_rubric,SARL:2,1,TODEOS NEARSHORE,توديوس نيارشور,SOCIETE,2014,Todeos Nearshore,ORGE_9f636f558d7f049d08c5,,2014-01-21,2014-01-21,2,1,0,1
B01214442014,1373076A,B01214442014,1373076A,SARL,SARL,0,,,gazette_rubric,SARL:3,1,STE IMMOBILIERE ELMOURALI FRERES,شركة عقارية المورالي إخوان,SOCIETE,2014,Société IMMOBILIERE EI MOURALI FRERES SARL,ORGE_8cf463cc1d27e8f8f749,,2014-10-30,2015-05-22,3,1,0,1
B01214552013,1323922M,B01214552013,1323922M,SARL,SARL,0,,,gazette_rubric,SARL:2,1,JCM CONSEIL,ج .س.م للأستشارات ش م م,SOCIETE,2013,JCM Conseil,ORGE_54da56ec7e604fbff2b0,,2013-11-22,2013-11-22,2,1,0,1
B01214562013,1315667V,B01214562013,1315667V,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOCIETE SCOOTER BEN MAHMOUD,سكوتار بن محمود,SOCIETE,2013,Scooter Ben Mahmoud,ORGE_30e2752509c5b01145a0,,2013-09-18,2013-09-18,1,0,0,0
B01214582016,1478044V,B01214582016,1478044V,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCIETE BEN MAHFOUDH ET CHOUIKHA PARTNERS,شركة بن محفوظ و شويخة شركاء,SOCIETE,2016,Ben Mahfoudh et Chouikha Partners,ORGE_3f39bae217a33ce69b43,,2016-03-31,2016-03-31,2,1,0,1
B01214592013,1321103Z,B01214592013,1321103Z,SARL,SARL,0,,,gazette_rubric,SARL:1,1,FRERES CHAKHAR VITRAGE AUTOMOBILE,الاخوة الشخار لبلور السيارات,SOCIETE,2013,Frères Chakhar Vitrage Automobile,ORGE_d75f3fb2a86ff71fabee,,2013-10-28,2013-10-28,1,0,0,0
B01214602014,1373509E,B01214602014,1373509E,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE ROLIB INTERNATIONAL COMPANY,شركة روليب العالمية,SOCIETE,2014,Sté Rolib International Company,ORGE_5d6f25691100d572a846,,2014-11-11,2014-11-11,2,1,0,1
B01214612015,1427234S,B01214612015,1427234S|B01214612015,SARL,SARL,0,,,gazette_rubric,SARL:4,1,SOCIETE LA VOLONTE D'EXPLOITATION DE RESTAURANTS,شركة العزيمة لاستغلال المطاعم,SOCIETE,2015,Société d'exploitation du restaurant La Volonté,ORGE_4c4bf2cde190b15299a6,,2015-10-30,2017-12-22,4,2,0,2
B0121462009,1090253C,B0121462009,1090253C|B0121462009,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,المبيت الجامعي الإنارة,SOCIETE,2009,Société FOYER UNIVERSITAIRE AL INARA,ORGE_2b00382bccd0c1a1485d,,2017-04-18,2017-04-18,2,2,0,2
B01214632012,1273411N,B01214632012,1273411N,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE GLOBAL CALL CENTRE,شركة قلوبال كال سنتر,SOCIETE,2012,Société Global Call Centre,ORGE_082e2602e51287602429,,2012-11-13,2012-11-13,2,1,0,1
B01214632017,1535526F,B01214632017,1535526F|B01214632017,SARL,SARL,0,,,gazette_and_register_name_agree,SARL:5,1,STE  SEVEN STARS MOBILE  SARL,شركة سفن ستار موبايل  ش ذ م م,SOCIETE,2017,Société SEVEN STAR MOBILE,ORGE_499dac3c71f35882e1ad,,2017-10-11,2018-03-13,5,3,0,3
B01214642012,1272954M,B01214642012,1272954M|B01214642012,SUARL,SUARL,0,,SARL:1,gazette_rubric,SARL:1|SUARL:2,2,Sté DEVTECH,شركة دفتاك ش ش م م,SOCIETE,2012,Société DEVTECH,ORGE_434c0b8a1742b1164e8a,CO_DEVTECH,2017-06-02,2017-10-04,3,1,1,0
B01214692013,1324193G,B01214692013,1324193G,SARL,SARL,0,,,gazette_rubric,SARL:3,1,HAMZA.S DE COMMERCE INTERNATIONAL,حمزة.س للتجارة العالمية ش م م,SOCIETE,2013,Société Hamza S,CO_HAMZA,,2013-11-29,2013-11-29,3,2,0,2
B01214692017,1536142X,B01214692017,1536142X,SUARL,SUARL,0,,,gazette_and_register_name_agree,SUARL:2,1,LA NOUVELLE  VISION  SUARL,الرؤية الجديدة  ش ش و ذ م م,SOCIETE,2017,Sté la nouvelle vision,CO_NOUVELLE_VISION,CO_NOUVELLE_VISION,2017-10-13,2017-10-13,2,1,1,0
B01214712015,1426374A,B01214712015,1426374A,SARL,SARL,0,,,gazette_rubric,SARL:1,1,ITAL AUTO,اطال اوتو,SOCIETE,2015,"Ital Auto, Capital : 300",ORGE_4da9d23765c733bb4864,,2015-10-23,2015-10-23,1,0,0,0
B01214832014,1372781Q,B01214832014,B01214832014,SUARL,SUARL,0,,,gazette_rubric,SUARL:3,1,SOCIETE ESTHETIQUE MEDICALE,شركة إستيتيك ميديكال,SOCIETE,2014,Esthétique Médicale,ORGE_0c8a77ee8e336209e899,,2015-05-16,2015-05-16,3,2,0,2
B01214842018,1588651A,B01214842018,1588651A,SARL,SARL,0,,,gazette_rubric,SARL:2,1,AMINEWARE,شركة امين وار,SOCIETE,2018,AMINEWARE,ORGE_f8d455973ffd3d478fda,,2018-09-20,2018-09-20,2,1,0,1
B01214862018,1588687N,B01214862018,1588687N,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE ALGHAMDI SERVICES,الغامدي سرفيس,SOCIETE,2018,ALGHAMDI SERVICES,ORGE_1616b09316b44de36e21,,2018-10-03,2018-10-03,2,1,0,1
B0121492012,1228991R,B0121492012,B0121492012,SARL,SARL,0,,,gazette_rubric,SARL:1,1,ANALYSIS,آناليسيس,SOCIETE,2012,Société ANALYSIS,ORGE_7f9354fbec89e6f13112,,2015-01-28,2015-01-28,1,1,0,1
B0121492017,1496052X,B0121492017,1496052X,SARL,SARL,0,,,gazette_rubric,SARL:3,1,PITTURE ITALIANE MIDDLE & AFRICA,بيتور إيطاليان ميدل ايست & إفرريكا ش م م,SOCIETE,2017,Pitture Italiane middle East & Africa Sarl,ORGE_868e083daf7afd4736b1,,2017-01-27,2017-01-27,3,2,0,2
B01214932017,1537187Q,B01214932017,1537187Q,SARL,SARL,0,,,gazette_rubric,SARL:6,1,SOCIETE MAHARBAL,شركة مهربل,SOCIETE,2017,Société MAHARBAL,CO_MAHARBAL,CO_MAHARBAL,2018-10-04,2018-10-04,6,3,3,0
B01214932018,1588894T,B01214932018,1588894T,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE AGROTRADEX,شركة أقرو ترادكس,SOCIETE,2018,AGROTRADEX,ORGE_4c68013c6b8634e75027,,2018-10-02,2018-10-02,2,1,0,1
B01214972017,1537628V,B01214972017,1537628V,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,INTERNATIONAL FISH SERVICE,أنتارنسيونال فيش سرفيس,SOCIETE,2017,INTERNATIONAL FISH SERVICE,ORGE_2f86dc1c9a2adde900bc,,2017-10-30,2017-10-30,2,1,0,1
B01214972018,1587965M,B01214972018,1587965M,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE BARHOUMI DU COMMERCE INTERNATIONAL,شركة برهومي  للتجارة الدولية,SOCIETE,2018,Société BARHOUMI DU COMMERCE INTERNATIONAL,ORGE_a850971e008611f06701,,2018-09-27,2018-09-27,2,1,0,1
B0121502004,874035V,B0121502004,874035V,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOCIETE INTEX DECORS,شركة إنتاكس ديكور,SOCIETE,2004,Société Intex Décor,ORGE_2c8c9284c07d7dc72f17,,2024-12-31,2024-12-31,1,0,0,0
B01215112014,1373197J,B01215112014,1373197J,SARL,SARL,0,,,gazette_rubric,SARL:4,1,AFRICAN AIR CONDITIONNING,الافريقية لتكييف الهواء,SOCIETE,2014,Société African Air Conditioning,ORGE_799f04bf48380f2b096c,,2014-11-04,2017-10-24,4,2,0,2
B01215162018,1586409H,B01215162018,1586409H,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,DREAM PLUS,دريم بلوس,SOCIETE,2018,DREAM PLUS,ORGE_1de8b505e3dcabd1790a,,2018-09-19,2018-09-19,2,1,0,1
B01215182013,1324232W,B01215182013,1324232W,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,أوديفيوم ش ش م م,SOCIETE,2013,EDIFIIUM,ORGE_ab7eb11c6ba4f3197010,,2016-09-22,2016-09-22,1,0,0,0
B01215212016,1481880A,B01215212016,1481880A,SARL,SARL,0,,,gazette_rubric,SARL:2,1,GENERAL SYSTEME SECURITE,الشركة العامة لانظمة السلامة,SOCIETE,2016,GENERAL SYSTEME SECURITE,ORGE_8be757e4c6e95d3d2ed4,,2016-10-17,2016-10-17,2,1,0,1
B01215242018,1586451K,B01215242018,1586451K,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,STE M2R ENGINEERING,شركة م2ر إنجينيرنق,SOCIETE,2018,M2R ENGINEERING,ORGE_af157d1e1ee4411c7dfd,,2018-09-20,2018-09-20,2,1,0,1
B01215272014,1373079D,B01215272014,1373079D|B01215272014,SARL,SARL,0,,,gazette_rubric,SARL:4,1,,م.م إ للتوزيع ش م م,SOCIETE,2014,MBI DISTRIBUTION,ORGE_3dd0ca738880cc5e2b3b,,2014-11-12,2015-03-27,4,2,0,2
B01215352018,1587468Z,B01215352018,1587468Z,SARL,SARL,0,,,gazette_rubric,SARL:2,1,WEWATER,ويواتر,SOCIETE,2018,WEW A TER,ORGE_130d93a81c02ad177fff,,2018-09-21,2018-09-21,2,1,0,1
B0121542013,1283742L,B0121542013,1283742L,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE ELEGANCE BIO,شركة أليقونس بيو,SOCIETE,2013,Société Elégance Bio SARL,ORGE_0f6e08630b7a9c6a452d,,2013-01-31,2013-01-31,2,1,0,1
B01215502013,1310965F,B01215502013,1310965F|B01215502013,SUARL,SUARL,0,,,gazette_rubric,SUARL:3,1,T.G PLANET CENTER,ت ج بلانات سنتر ش ش م م,SOCIETE,2013,TG Planet Center,CO_PLANET_CALL_CENTER,,2013-07-31,2017-10-11,3,1,0,1
B01215522013,1324295M,B01215522013,1324295M,SARL,SARL,0,,,gazette_rubric,SARL:7,1,H.B.C,هيلث بزنس كونكت ش م م,SOCIETE,2013,Health Business Connect H,ORGE_2c26e1a1eafc3658c16f,,2013-11-29,2015-06-25,7,4,0,4
B01215542018,1576287L,B01215542018,1576287L,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE HIPSTERS,شركة هيبسترس,SOCIETE,2018,Société HIPSTERS,ORGE_fb6223757a408b2f0526,,2018-01-18,2018-01-18,2,1,0,1
B01215572014,1373534F,B01215572014,1373534F,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,الأتحاد للخدمات الأستشارية ش م م,SOCIETE,2014,Al Ittihad Consulting,ORGE_1d59962aac829bc429f3,,2014-11-06,2014-11-06,2,1,0,1
B01215582015,1427362A,B01215582015,1427362A,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE PRSSING EXPRESSE,شركة الصباغة السريعة,SOCIETE,2015,,,,2015-11-05,2015-11-05,1,1,0,1
B01215602016,1481485S,B01215602016,1481485S,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOSABAT,شركة سعد للبناء,SOCIETE,2016,SOSABAT,ORGE_2003254019d2602885b6,,2016-10-17,2016-10-17,1,0,0,0
B01215602017,1537675C,B01215602017,1537675C,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,STE OLYAN LA DRAGEE D'OR,اوليان لا دراجي دور,SOCIETE,2017,Société OLYAN La Dragée d'Or,ORGE_d93925a3b6035364296f,,2017-10-02,2017-10-02,1,0,0,0
B0121562015,1385487F,B0121562015,1385487F,SA,SA,0,,,gazette_rubric,SA:5,1,STE NGI TUNISIE,شركة ن ج إ تونيزي,SOCIETE,2015,Société NGI TUNISIE,ORGE_8b214f30181d7bbe9ab1,,2014-09-24,2014-09-24,5,3,0,3
B01215622015,1423431D,B01215622015,1423431D,SARL,SARL,0,,,gazette_rubric,SARL:2,1,COMPTOIR DRIDI DE BATIMENT,مصرف الدريدي للبناء,SOCIETE,2015,Société Comptoir Dridi de bâtiment,ORGE_79036eeca9ec833c7f2d,,2015-12-01,2015-12-01,2,1,0,1
B01215632018,1588620S,B01215632018,1588620S,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCIETE CHAKHAR VITRAGES AUTOS,شركة الشخار لبلور السيارات,SOCIETE,2018,CHAKHAR VITRAGES AUTOS (C V A),ORGE_b226f8598eab340b2939,,2018-10-02,2018-10-02,2,1,0,1
B01215642017,1537906Y,B01215642017,1537906Y,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,AL BARAKA IMPORT EXPORT,البركة إستراد توريد ش ش م م,SOCIETE,2017,Sté Al Baraka Import Export,ORGE_539d965fd520fd67cdd0,,2017-10-27,2017-10-27,2,1,0,1
B01215642018,1586081D,B01215642018,1586081D,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,,هندسة مدنية ودراسات هندسية,SOCIETE,2018,Sté CIVIL WORKS AND ENGINEERING,ORGE_52274e77d9fba41649a3,,2018-09-08,2018-09-08,2,1,0,1
B01215662015,1427346A,B01215662015,1427346A,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,شركة المصاعد والخدمات العالمية ش م م,SOCIETE,2015,Société Multiservices Ascenseurs Internationale,CO_MULTISERVICES,,2015-11-11,2015-11-11,1,0,0,0
B01215682013,1324410W,B01215682013,1324410W,SARL,SARL,0,,,gazette_rubric,SARL:2,1,IMMOLUX,إيمولوكس,SOCIETE,2013,Société IMMOLUX - SARL,ORGE_e6bfa250f41c65b8aac2,,2013-11-27,2013-11-27,2,1,0,1
B01215712014,1373696Z,B01215712014,1373696Z,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SLOW EDITION,سلو أديسيون ش م م,SOCIETE,2014,Slow Edition,ORGE_6edeb0d729199c71073e,,2014-11-12,2014-11-12,2,1,0,1
B01215722015,1427396L,B01215722015,1427396L,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,STE SUCCESS TECHNOLOGIES,شركة ساكساس تكنولوجيز,SOCIETE,2015,"Success Technologies», Siège social : Espace Tunis, Bloc B 4ème étage",ORGE_7353ba2c0edc1be3cfef,,2015-11-04,2015-11-04,1,0,0,0
B01215742013,1324426E,B01215742013,1324426E,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,WILO TUNISIA,ويلو تونيزيا ش ش م م,SOCIETE,2013,"Sté Wilo Tunisie, Siège : 8, Rue Moknine 2ème étage Aouina 2045 Tunis, capital :1",ORGE_251b1cff9f4b612eb55f,CO_WILO_TUNISIA,2013-11-27,2013-11-27,2,1,0,1
B01215802012,1273640A,B01215802012,1273640A|B01215802012,SARL,SARL,0,,,gazette_rubric,SARL:10,1,WAN WAY COMMUNICATIONS INTERNATIONALE,وان واي كومينيكسيون انترناسيونال,SOCIETE,2012,SOCIETE ATLANTIC CALL CENTER,ORGE_2dafb4cd56fa316f0d88,,2015-06-01,2016-03-23,10,7,1,6
B01215812019,1637475C,B01215812019,1637475C,SA,SA,0,,,gazette_rubric,SA:1,1,SOCIETE DE DEVELOPPEMENT AGRICOLE SDA HENCHIR AYED,شركة الانماء الفلاحي هنشير عياد,SOCIETE,2019,de Développement Agricole SDA HENCHIR AYED,ORGE_8564f5cb46ad74a6db38,,2024-09-30,2024-09-30,1,0,0,0
B01215832016,1481965E,B01215832016,1481965E|B01215832016,SARL,SARL,0,,,gazette_rubric,SARL:5,1,,كينق سايز إفنتس ش م م,SOCIETE,2016,Sté KING SIZE EVENT,CO_EVENT,,2016-10-27,2018-04-12,5,3,0,3
B01215852016,1481981E,B01215852016,1481981E,SARL,SARL,0,,,gazette_rubric,SARL:2,1,Dr .NUTRITION,دكتور نيوترشن ش م م,SOCIETE,2016,Sté Dr Nutrition,CO_NUTRITION,CO_NUTRITION,2016-11-12,2016-11-12,2,1,0,1
B01215862018,1588173Q,B01215862018,1588173Q,SARL,SARL,0,,,gazette_rubric,SARL:2,1,ESS MONDIAL TUNISIE,اس اس العالمية تونس,SOCIETE,2018,ESS-MONDIAL TUNISIE,ORGE_12da7c53ef18bc962436,,2018-09-13,2018-09-13,2,1,0,1
B01215872015,1427382E,B01215872015,1427382E,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,,بو بريزم ت ن,SOCIETE,2015,"Société Beau, Prisme Tn",ORGE_bb5296e0c3082cd2a5c1,,2015-11-09,2015-11-09,2,1,0,1
B01215872018,1589129Q,B01215872018,1589129Q,SARL,SARL,0,,,gazette_rubric,SARL:2,1,TUNISIE FACILITY,تونيزي فسيليتي,SOCIETE,2018,Société Tunisie Facility,ORGE_61316b19603b26102ba0,,2018-10-09,2018-10-09,2,1,0,1
B01215882017,1537360K,B01215882017,1537360K,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE MASSA,شركة الماسا,SOCIETE,2017,Sté EL MASSA S,ORGE_3f28fb8d815cac37f88d,,2017-10-16,2017-10-16,1,0,0,0
B0121592017,1496084F,B0121592017,1496084F,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,SOCIETE SOLSTICE 21,شركة صولستيس 21,SOCIETE,2017,FCV GREEN INVEST,ORGE_9a62123fa6a3496ee5fe,,2017-01-27,2017-01-27,2,1,0,1
B01215942018,1588443T,B01215942018,1588443T,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCIETE ZITA CALL,شركة زيتا كال,SOCIETE,2018,ZITA CALL,CO_ZITA,CO_ZITA,2018-09-28,2018-09-28,2,1,0,1
B01215952017,1537740T,B01215952017,1537740T,SARL,SARL,0,,,gazette_rubric,SARL:1,1,Sté MOD'ART,شركة مود أر ش م م,SOCIETE,2017,Sté MOD' ART,ORGE_e3dede466a128d9c1c40,,2017-10-27,2017-10-27,1,0,0,0
B01215972014,1373751N,B01215972014,1373751N,SARL,SARL,0,,,gazette_rubric,SARL:1,1,C2I SANTE TUNISIE,س 2 إي سونتي تونيزي ش م م,SOCIETE,2014,C2I SANTE TUNISIE,ORGE_dd2afa42f27c59267d57,,2017-03-01,2017-03-01,1,1,0,1
B01215982015,1426508W,B01215982015,1426508W,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,AL MEHWER AL ARABI,المحور العربي,SOCIETE,2015,Méditerranéenne Info Services,ORGE_f14e158bca8cd32a08aa,,2015-11-06,2015-11-06,2,1,0,1
B01215982018,1588941H,B01215982018,1588941H,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,LES BAINS FLOTTANTS,حمامات عائمة,SOCIETE,2018,Sté LES BAINS FLOTTANTS,ORGE_1f9fe95056c3edcfb300,,2018-10-02,2018-10-02,2,1,0,1
B01215992017,1536565S,B01215992017,1536565S,SARL,SARL,0,,,gazette_rubric,SARL:3,1,STE TWINS & CO,شركة توينز & كو,SOCIETE,2017,TWINS,CO_TWINS_CO,CO_TWINS_CO,2017-10-11,2017-10-11,3,2,2,0
B0121602013,1283692T,B0121602013,1283692T,SUARL,SUARL,0,,SARL:1,gazette_rubric,SARL:1|SUARL:1,2,,شركة ديجبرانت,SOCIETE,2013,Société Digiprint,ORGE_2014b90c44ec2563ff4b,,2013-01-31,2013-02-13,2,1,0,1
B0121602014,1333854Y,B0121602014,1333854Y,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,SOCIETE ESPADON CAR,شركة اسبادون كار,SOCIETE,2014,Société Espadon Car,ORGE_847909b1a060822e7ba1,,2014-01-23,2014-01-23,2,1,0,1
B01216032016,1481469S,B01216032016,1481469S,SARL,SARL,0,,,gazette_rubric,SARL:2,1,FLIGHT CONTROL SERVICES,فلايت كنترول سرفيس,SOCIETE,2016,Sté Flight Control Services,ORGE_4dd34fed38bf993148bb,,2016-11-12,2016-11-12,2,1,0,1
B01216032017,1537969P,B01216032017,1537969P,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE DE SERVICES GENERAUX AUX ENTREPRISES DE TRAVAUX,شركة الخدمات العامة لمؤسسات الأشغال,SOCIETE,2017,Société de Services Généraux aux Entreprises de Travaux SSGET,ORGE_0c4aa844aad5406cb5cb,,2017-10-26,2018-11-07,2,0,0,0
B01216042013,1324337E,B01216042013,1324337E,SARL,SARL,0,,,gazette_rubric,SARL:1,1,BINTRA,بنترا ش م م,SOCIETE,2013,BINTRA,ORGE_735b3a158ac07d5d6cc8,,2013-11-13,2013-11-13,1,0,0,0
B01216042018,1587728A,B01216042018,1587728A,SARL,SARL,0,,,gazette_rubric,SARL:1,1,LES NOUVELLES CARRIERES DE TUNISIE,نوفال كريار دوتونيزي,SOCIETE,2018,LES NOUVELLES CARRIERES DE TUNISIE S,ORGE_795d05c8e25fc0afe0e4,,2018-09-24,2018-09-24,1,0,0,0
B01216052016,1481476R,B01216052016,1481476R,SARL,SARL,0,,,gazette_rubric,SARL:1,1,ALMASS PARFUMS,شركة ألماس للعطورات ش م م,SOCIETE,2016,Sté Almass parfums,ORGE_8d915250edf63cbd7a77,,2016-10-25,2016-10-25,1,0,0,0
B01216062010,1177559V,B01216062010,1177559V,SARL,SARL,0,,,gazette_rubric,SARL:1,1,BLANC D'IVOIRE,بلان ديفوار,SOCIETE,2010,Société BLANC D'IVOIRE,ORGE_4675dca3cc4bd9f66279,,2010-11-23,2010-11-23,1,0,0,0
B01216062014,1373547L,B01216062014,1373547L,SA,SA,0,,,gazette_rubric,SA:4,1,PETROCHEM INDUSTRIES,شركة بتروكام للصناعة خ إ,SOCIETE,2014,Société Petrochem Industries,CO_PETROCHEM_INDUSTRIES,CO_PETROCHEM_INDUSTRIES,2014-10-14,2014-10-14,4,3,1,2
B01216072014,1370425N,B01216072014,1370425N,SARL,SARL,0,,,gazette_rubric,SARL:1,1,WINNERS,وينرز,SOCIETE,2014,Société Winners SARL,ORGE_4ed46bd31f3ca1ba5e56,,2014-10-10,2014-10-10,1,0,0,0
B01216082015,1427439E,B01216082015,1427439E,SARL,SARL,0,,,gazette_rubric,SARL:1,1,MOSAIQUE ART INVEST,مزاييك أ ر أنفست ش م م,SOCIETE,2015,Mosaïque Art Invest SARL,ORGE_e17c473d8e8ba7e3741c,,2015-11-13,2015-11-13,1,0,0,0
B01216082016,1482404D,B01216082016,1482404D,SARL,SARL,0,,,gazette_rubric,SARL:2,1,Sté MELIO,ماليو ش م م,SOCIETE,2016,MELIO,ORGE_750b43aa920ede7faea2,,2016-10-05,2016-10-05,2,1,0,1
B01216082018,1588213F,B01216082018,1588213F,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCIETE  MONT- ART,شركة مونار,SOCIETE,2018,Société MONT-ART,ORGE_901eac60eddc6bb1eb33,,2018-09-26,2018-09-26,2,1,0,1
B01216092015,1427456F,B01216092015,1427456F,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,,م ب ه كونسيلتينق,SOCIETE,2015,MBH Consulting,ORGE_1b3e315623bd5e732981,,2015-11-11,2015-11-11,1,0,0,0
B01216092016,1480775W,B01216092016,1480775W,SARL,SARL,0,,,gazette_rubric,SARL:2,1,NETWORK SERVICES,ناتوورك خدمات,SOCIETE,2016,Network Services,ORGE_43629bd1b96d6e5e678d,,2016-10-20,2016-10-20,2,1,0,1
B01216102013,1324347G,B01216102013,1324347G,SARL,SARL,0,,,gazette_rubric,SARL:1,1,HOT TRADING INTERNATIONAL,هوت ترايديدينق انترناسيونال ش م م,SOCIETE,2013,Hot Trading International SARL,ORGE_4b42cd6338de7eeb9651,,2013-12-02,2013-12-02,1,0,0,0
B01216112013,1323217S,B01216112013,1323217S,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE ADEM DE COMMERCE,شركة ادم للتجارة,SOCIETE,2013,Société Adem de Commerce S,CO_ADEM,CO_ADEM,2013-11-20,2013-11-20,2,1,0,1
B01216112014,1373641H,B01216112014,1373641H,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,STE EGO STELLA,شركة اقو ستالا,SOCIETE,2014,Société EGO STELLA - SUARL,ORGE_97e6f4c7fcf646e80828,,2018-11-30,2018-11-30,1,1,0,1
B01216132017,1537816X,B01216132017,1537816X,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,شركة ياسمين ش م م,SOCIETE,2017,Sté YASMINE,CO_YASMINE,,2017-10-12,2017-10-12,2,1,0,1
B01216142014,1372955V,B01216142014,1372955V,SARL,SARL,0,,,gazette_rubric,SARL:3,1,MANIFESTO EVENTS,ماني فستو إفنس,SOCIETE,2014,Société Manifesto Events SARL,ORGE_f3250c0debd638fde58d,,2014-10-30,2015-10-22,3,1,0,1
B01216162013,1324550H,B01216162013,1324550H,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,T.F.I CONSULTING,ت.ف.أ للاستشارة ش ش م م,SOCIETE,2013,T,ORGE_8c70762ffe887c45cba1,,2013-11-25,2013-11-25,1,0,0,0
