company_key,matricule,num_registre,identifiers_in_gazette,legal_form,legal_form_first,is_conversion,conversion_date,minority_forms,form_basis,forms_stated,n_forms_stated,rne_name_fr,rne_name_ar,rne_category,rne_year_creation,jort_label,org_entity_id,seed_org_id,first_seen,last_seen,n_events,n_persons,n_persons_seed_elite,n_persons_gazette_only
B2260222018,1557295E,B2260222018,1557295E,SARL,SARL,0,,,gazette_rubric,SARL:1,1,CARRIERE SAADA OUDHREF,مقطع سعدة وذرف,SOCIETE,2018,Carrière Saada Oudref,ORGE_c7091b02ffc1b1d829e3,,2018-02-15,2018-02-15,1,0,0,0
B2260472011,1192386F,B2260472011,1192386F,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,الشركة العامة للبناءات المدنية والهندسة الريفية,SOCIETE,2011,Société Générale de Génie Civile & de Génie rurale S3G,ORGE_3416414deb3b70645f4d,,2011-03-19,2011-03-19,2,1,0,1
B2260662016,1447727W,B2260662016,1447727W,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,SOCIETE  EXCELLENCE MOTO-CYCLES     S.E.M.C,شركة الامتياز للدرجات النارية,SOCIETE,2016,Société Excellence de moto cycles S,ORGE_55a609c1e0747419d729,,2016-03-10,2016-03-10,2,1,0,1
B2260982010,1142961N,B2260982010,1142961N,SUARL,SUARL,0,,,gazette_rubric,SUARL:3,1,SOTRAMS,شركة الأشغال والصيانة والخدمات,SOCIETE,2010,"SOCIETE DE TRAVAUX, MAINTENANCE ET SERVICES SO",ORGE_8b7a807c69a1f6d8ddde,,2010-03-29,2012-02-02,3,1,0,1
B2261742007,1017212E,B2261742007,1017212E,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,شركة فانيليا  شوكولا,SOCIETE,2007,Société Vanille-Chocolat,ORGE_694b795676171c011ad7,,2007-07-23,2007-07-23,2,1,0,1
B2262282010,1142949S,B2262282010,1142949S,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,شركة قابس للتقنيات والصيانة العامة,SOCIETE,2010,Société Gabès Technique Et Maintenance Générale (S,ORGE_00fa7c042c2f495529c0,,2010-03-17,2010-03-17,1,0,0,0
B2262762008,1064204T,B2262762008,1064204T,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,العامة لجمع المطاط,SOCIETE,2008,Collecte Générale des Pneus (CGP),ORGE_b6bbc764a6cb121042f9,,2008-08-02,2008-08-02,2,1,0,1
B2262862008,1063004H,B2262862008,1063004H|B2262862008,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,دارستون,SOCIETE,2008,Société Dar Stoone,ORGE_fd08b5bc064232ab2792,,2018-07-10,2018-07-10,2,1,0,1
B2263002013,1290876S,B2263002013,1290876S,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCITE AMEN TRAVAUX,شركة الامان للاشغال,SOCIETE,2013,Sté Elamen de Travaux,ORGE_217cf6ef1193ac26454f,,2013-03-28,2014-10-31,2,1,0,1
B226342008,1035518Y,B226342008,1035518Y,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,الشركة العامة لكراء الآليات والخدمات,SOCIETE,2008,SOGELES,ORGE_8377112e82c53216c723,,2008-01-16,2008-01-16,2,1,0,1
B2263732017,1501167T,B2263732017,1501167T,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOCIETE GENERALE TRAVAUX DE SUD,شركة الأشغال العامة بالجنوب,SOCIETE,2017,Société générale travaux de sud SGTS,ORGE_b6d7c0151e24a3fa919e,,2017-02-22,2017-02-22,1,0,0,0
B2263882006,982273L,B2263882006,982273L,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,الشركة العامة للمعدات الفلاحية,SOCIETE,2006,Sté Générale des matériels agricoles (GEMA),ORGE_265d2a0906427a6a7b40,,2006-12-08,2006-12-08,1,0,0,0
B2264312018,1557466F,B2264312018,1557466F,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,Société Moderne de Maintenance de Pompe,الشركة العصرية لصيانة المضخات,SOCIETE,2018,Sté MODERNE DE MAINTENANCE DES POMPES,ORGE_05e6566f36fdbec06930,,2018-02-12,2018-02-12,1,0,0,0
B2264332011,1193752M,B2264332011,B2264332011,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE ESRAA DE DISTRIBUTION,شركة اسراء للتوزيع,SOCIETE,2011,Société ESRAA DE DISTRIBUTION,ORGE_d039eedd9865cee54a99,,2017-02-24,2017-02-24,2,0,0,0
B2264432006,982809X,B2264432006,982809X|B2264432006,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,شركة كروز ـ آف ـ سول  بولي,SOCIETE,2006,Société CRUZ,ORGE_0fcce0977301acdce7f9,,2006-12-05,2006-12-05,1,0,0,0
B2264642007,1020953M,B2264642007,1020953M,SARL,SARL,0,,,gazette_rubric,SARL:4,1,,"الشركة العصرية الفلاحية ""SAM""",SOCIETE,2007,Société Agricole Moderne S.A.R.L,ORGE_53ae15206deaf66204fd,,2013-04-10,2017-06-06,4,3,0,3
B2264732010,1134142M,B2264732010,1134142M,SARL,SARL,0,,,gazette_rubric,SARL:1,1,Sté Nour Food Distribution,شركة نور لتوزيع الأكلات,SOCIETE,2010,Sté Nour Food de Distribution,ORGE_ed3cdee04a75201654b6,,2010-02-03,2010-02-03,1,0,0,0
B2265152007,1021361X,B2265152007,1021361X,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,شركة المرقوم,SOCIETE,2007,Société ELMARGOUM,ORGE_daa49a03d391e4cf7b1e,,2007-09-27,2007-09-27,2,1,0,1
B2266152014,1339296Q,B2266152014,1339296Q,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,SOCIETE  BELAYEDI MAINTENANCE INFORMATIQUE,شركة بالعيادي لصيانة الاعلامية,SOCIETE,2014,Société Belayedi Maintenance Informatique,ORGE_ca3baa340eaa58b54d96,,2014-02-27,2014-02-27,1,0,0,0
B2266272017,1505121W,B2266272017,1505121W,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,RIDEAU MODERNE,شركة الأقمشة (RIDEAU MODERNE),SOCIETE,2017,RIDEAU MODERNE,ORGE_6fda224ab9b5dbff12f2,,2017-03-13,2017-03-13,2,1,0,1
B2266352018,1558623E,B2266352018,1558623E,SARL,SARL,0,,,gazette_rubric,SARL:1,1,JHONEL CHEMICAL INDUSTRY,شركة جونال للصناعات الكيميائية,SOCIETE,2018,JHONEL CHEMICAL INDUSTRY,ORGE_74d34e0712275c272571,,2018-02-26,2018-02-26,1,0,0,0
B2266662016,1449194X,B2266662016,1449194X|B2266662016,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,SOCIETE  GHOULA DE TRAVAUX PUBLICS,شركة غولة للأشغال العامة,SOCIETE,2016,Société GHOULA DE TRAVAUX PUBLIC SO.G.TRAP,ORGE_84d9dd654bb3bfa26978,,2018-05-03,2018-05-03,1,0,0,0
B2266722006,977670M,B2266722006,977670M,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,شركة مواد البناء والرخام,SOCIETE,2006,Société des Matériaux de construction et du Marbre,ORGE_6683c2ba4e6ab3e76634,,2006-09-09,2006-09-09,2,1,0,1
B2266922012,1241239V,B2266922012,1241239V,SARL,SARL,0,,,gazette_rubric,SARL:1,1,ENTREPRISES AYOUB DES TRAVEAUX PUBLIC,شركة أيوب للمقاولات العامة,SOCIETE,2012,Ayoub des Entreprises Général,ORGE_db3ec0454cd3e19dd5c2,,2012-03-13,2012-03-13,1,0,0,0
B226872019,1562104P,B226872019,1562104P,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCIETE COSDET,شركة كوس دات لبيع مواد التنظيف,SOCIETE,2019,COSDET,ORGE_cdd9a6ac2eb6edd944cd,,2018-03-26,2018-03-26,2,1,0,1
B2269312007,1018198E,B2269312007,1018198E,SARL,SARL,0,,,gazette_rubric,SARL:4,1,,الشركة التونسية للأليمنيوم والحديد الصناعي,SOCIETE,2007,Sté Tunisienne en aluminium et de métaux industriels,ORGE_730fa2b75e823de477bb,,2007-08-23,2012-05-08,4,3,0,3
B2269422017,1502161R,B2269422017,1502161R,SARL,SARL,0,,,gazette_rubric,SARL:2,1,Société Global Hygiene Trading,قلوبال ايجيان ترايدنق,SOCIETE,2017,Société GLOBAL HYGIENE TRADING G,ORGE_68151584880c44974de6,,2017-02-13,2017-02-13,2,1,0,1
B226962011,1182719B,B226962011,1182719B,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCIETE TRAVAUX ET METAUX,شركة أشغال ومعادن,SOCIETE,2011,Société Travaux et Métaux TEM,ORGE_d89dd1bcbb6e778222e5,,2010-12-28,2010-12-28,2,1,0,1
B2269652011,1193703C,B2269652011,1193703C,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SSPF,شركة خدمات المواد المصنعة,SOCIETE,2011,SOCIETE SERVICES DES PRODUITS FINIS,ORGE_8f2f516c6f8c2a4273a8,,2011-07-07,2011-07-07,2,2,0,2
B2270812008,1057489F,B2270812008,1057489F,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,شركة الحويوي,SOCIETE,2008,Société Lahouioui,ORGE_6fb32a0f63ad4a389877,,2008-05-31,2008-05-31,1,0,0,0
B2270832008,1063203N,B2270832008,1063203N|B2270832008,SARL,SARL,0,,SUARL:1,gazette_rubric,SARL:6|SUARL:1,2,SOMAV,الشركة الحديثة للألمنيوم والبلور,SOCIETE,2008,Sté Moderne d'Aluminium et du verre,ORGE_a57d069357a70eb817e7,,2008-07-26,2016-12-01,7,3,0,3
B2271882011,1195597D,B2271882011,1195597D,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,شركة الاتقان والخدمات الصناعية,SOCIETE,2011,Sté de perfection et de service industriel,ORGE_d6a5bc87f9098431b5db,,2011-04-26,2011-04-26,2,1,0,1
B2272152010,1146114X,B2272152010,1146114X,SARL,SARL,0,,,gazette_rubric,SARL:2,1,Société Kernel,شركة كارنال,SOCIETE,2010,Société KERNEL,ORGE_2ef91cc6030c6be45e9c,,2010-04-14,2010-04-14,2,1,0,1
B2272232016,1449787S,B2272232016,1449787S,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOCIETE DE FABRICATION DE PRODUITS DE BETONS,شركة صنع المواد الخراسانية,SOCIETE,2016,Société de Fabrication des Produits en Béton S.F.P.B,ORGE_5c750599af1f5cab4a61,,2018-11-18,2018-11-18,1,1,0,1
B2272312013,1292116Q,B2272312013,1292116Q,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCIETE  I- SERVICES,شركة إ- خدمات,SOCIETE,2013,Société I-Services,ORGE_bf43faf63747133c6135,,2013-03-22,2013-03-22,2,1,0,1
B227302009,1083140B,B227302009,1083140B,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,شركة الريان للاشغال العامة,SOCIETE,2009,Société El Rayanne Travaux Publics,ORGE_a504278067cf23987b28,,2009-01-19,2009-01-19,1,0,0,0
B2273632011,1196321E,B2273632011,1196321E,SARL,SARL,0,,SUARL:1,gazette_rubric,SARL:4|SUARL:1,2,SOCIETE GOUADRIA TRAVAUX PUBLICS,شركة قوادرية للأشغال العامة,SOCIETE,2011,société Gouadria Travaux Publics,ORGE_f647337bea3b2e39a8b3,,2011-05-02,2016-09-28,5,2,0,2
B2273642016,1450402B,B2273642016,1450402B,SARL,SARL,0,,,gazette_rubric,SARL:2,1,"GLOBAL SPECIAL SERVICES ""G2S""",العالمية للخدمات المختصة,SOCIETE,2016,Global Spécial Services G2S,ORGE_1d1b61845a98800b31e6,,2016-03-23,2016-03-23,2,1,0,1
B2275052007,1025289Z,B2275052007,1025289Z,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,شركة الهدى,SOCIETE,2007,STE HOUDA SARL,CO_EL_HOUDA_TRAVAUX,,2009-09-26,2009-09-26,1,0,0,0
B2276802015,1392039B,B2276802015,1392039B,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOCIETE MOHAMED DE BASE NAUTIQUE,شركة محمد للرياضة المائية,SOCIETE,2015,Société Mohamed de Base Nautique,ORGE_1457a5a536b746fb43be,,2015-01-03,2015-01-03,1,0,0,0
B227702013,1277927F,B227702013,1277927F,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE MOHAMED AMOR TX PUBLICS SMAT,شركة محمد عمر للأشغال العامة,SOCIETE,2013,Société Mohamed Amor Travaux Publics,ORGE_a0759ee52021e7558f8b,,2012-12-20,2013-01-25,2,1,0,1
B227712007,984242M,B227712007,984242M,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SES,شركة كهرباء الجنوب,SOCIETE,2007,Société Electricité du Sud,ORGE_aa1694556342086f17e1,,2006-11-24,2006-11-24,2,1,1,0
B227772019,1601785X,B227772019,1601785X,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,SOCIETE HDIDEN DE MATERIAUX DE CONSTRUCTION,شركة حديدان لمواد البناء,SOCIETE,2019,Société Hdiden de Matériaux de construction,ORGE_f31b507f16ec1f10e3cf,,2019-01-11,2019-01-11,2,1,0,1
B227792015,1380752G,B227792015,1380752G|B227792015,SARL,SARL,0,,,gazette_rubric,SARL:6,1,SOCIETE EL WAHA DE SERVICE INDUSTRIEL ET DE CONSTRUCTION METALIQUE,شركة الواحة للخدمات الصناعية و البناء المعدني,SOCIETE,2015,Sté el Waha de Service Industriel et de Construction Métallique,ORGE_4a89d63f1a3a91192c8a,,2015-01-02,2016-03-03,6,3,0,3
B2278112018,1556670D,B2278112018,1556670D,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,CREASOFTING,شركة كرياسفتنق,SOCIETE,2018,Société CREASOFTING,ORGE_f2ba2b8b52b41bafdcbb,,2018-02-21,2018-02-21,2,1,0,1
B2278332010,1147167Q,B2278332010,1147167Q,SARL,SARL,0,,,gazette_rubric,SARL:1,1,Sté Travaux Généraux de De Mai,شركة الأشغال العامة للصيانة الصناعية,SOCIETE,2010,Travaux Généraux de Maintenance Industrielle,ORGE_ad5a8f422b8ed240fac9,,2011-06-21,2011-06-21,1,0,0,0
B2279322011,1195167J,B2279322011,1195167J|B2279322011,SARL,SARL,0,,,gazette_rubric,SARL:5,1,ETABLISSEMENT D'ENSEIGNEMENT PRIMAIRE PILOTE PRIVE DE GABES,مؤسسة التعليم الابتدائي النموذجي الخاص بُُقابس,SOCIETE,2011,Etablissement d'Enseignement Primaire Pilote Privé de Gabès,CO_PILOTE,CO_PILOTE,2011-04-07,2013-02-21,5,3,0,3
B2279532017,1503625H,B2279532017,1503625H,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,شركة بهاء للتجارة,SOCIETE,2017,Ste BAHA de Commerce,ORGE_04871433dc0a488f41bd,,2017-02-28,2017-02-28,1,0,0,0
B2279562013,1294027Z,B2279562013,1294027Z,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,STE PIERRES MATMATA,شركة حجر مطماطة,SOCIETE,2013,société pierre de Matmata,ORGE_4cfe28d3c938e98cf9a5,,2013-04-12,2013-04-12,2,1,0,1
B2280022007,1027687T,B2280022007,1027687T|B2280022007,SARL,SARL,0,,,gazette_rubric,SARL:6,1,,زينة فراش,SOCIETE,2007,Zina FRESH,ORGE_97885ff85418c5f74437,,2007-06-06,2009-09-25,6,3,0,3
B2280072014,1342130S,B2280072014,B2280072014,SARL,SARL,0,,,gazette_rubric,SARL:5,1,,شركة الجوادي لبيع مواد البناء و المواد الحديدية,SOCIETE,2014,Société JAWADI VENTES MATERIAUX DE CONSTRUCTIONS ET QUINCAILLERIE,ORGE_489eaf08f95e0fec5de1,,2018-10-22,2018-10-22,5,4,0,4
B2280462013,1293936A,B2280462013,1293936A,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE MARETH DISTRIBUTION ET SERVICES,شركة مارث للتوزيع والخدمات,SOCIETE,2013,Société Mareth Distribution,ORGE_e26fd1ac88dba70dd52a,,2015-11-13,2015-11-13,1,1,0,1
B2280742012,1244420C,B2280742012,1244420C|B2280742012,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,,مؤسسة كيلاني عبد المولى,SOCIETE,2012,Entreprise Kilani Abdelmoula,ORGE_62d05c3a631a09c92373,,2013-03-21,2013-03-21,1,0,0,0
B228122004,865319D,B228122004,B228122004,SARL,SARL,0,,,gazette_rubric,SARL:3,1,,شركة الميكانيك واللحام,SOCIETE,2004,Société de Mécanique et de Soudure SMS,ORGE_332b016ec457002265de,,2004-02-04,2004-02-04,3,2,0,2
B2281762008,1074867K,B2281762008,1074867K|B2281762008,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,شركة سيدي سلام للتنظيف,SOCIETE,2008,Société Sidi Sallem de Nettoyage,ORGE_399beccb971d9518d019,,2010-12-29,2010-12-29,2,1,0,1
B2281782008,1074814W,B2281782008,1074814W,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,,شركة  الاضاءة بالجنوب,SOCIETE,2008,Société ECLAIRAGE DU SUD SUARL,ORGE_f553a66926b97848060b,,2010-02-15,2010-02-15,1,0,0,0
B2281995,539087N,B2281995,539087N|B2281995,SA,SA,0,,,gazette_rubric,SA:12,1,,بيت الاستثمار,SOCIETE,1995,Société BEST – INVEST,ORGE_ca6019c9454a81395725,,2004-03-10,2017-05-18,12,5,0,5
B2282012008,1075106C,B2282012008,1075106C,SARL,SARL,0,,,gazette_rubric,SARL:4,1,S.T.T.I,شركة جميع الأشغال الصناعية,SOCIETE,2008,Société tout travaux industriels : S,ORGE_0ac764dbad3c36ade509,,2008-11-11,2013-12-05,4,2,0,2
B2282142014,1343095M,B2282142014,1343095M,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE TUNISIENNE DE TRAVAUX PUBLICS,الشركة التونسية للأشغال العامة,SOCIETE,2014,Société Tunisienne de travaux publics,ORGE_8c3bf29081e56c181bac,,2014-03-25,2014-03-25,2,1,0,1
B22822013,1278479G,B22822013,B22822013,SA,SA,0,,,gazette_rubric,SA:2,1,SOCIETE TUNISIENNE DE MAINTENANCE ET DE CONSTUCTION INDUSTRIELLE,الشركة التونسية للصيانة والانشاء الصناعي,SOCIETE,2013,Société Tunisienne de Maintenance et de Construction Industrielle,ORGE_07a1740815813171222e,,2018-01-04,2018-01-04,2,2,0,2
B2282312011,1198168Y,B2282312011,1198168Y|B2282312011,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,"ETUDES ET CONSEILS DU SUD ""E C S",شركة دراسات واستشارات الجنوب,SOCIETE,2011,ECS - S.U.A.R.L,ORGE_f866fc7e750017d7dfa7,,2013-03-23,2014-03-10,2,0,0,0
B2283322018,1561391H,B2283322018,1561391H,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOCIETE GHAZALI FRERE,شركة الاخوة الغزالي,SOCIETE,2018,Société GHAZALI FRERE,ORGE_5919e0923500c90af7c3,,2018-03-12,2018-03-12,1,0,0,0
B2283492007,1028847W,B2283492007,1028847W,SA,SA,0,,,gazette_rubric,SA:4,1,,شركة نور للغلال والتمور,SOCIETE,2007,Société Nour d'Entreposage Frigrifique,ORGE_76c10bcf17bd4f05acad,,2007-11-14,2007-11-14,4,2,0,2
B228352009,1084621T,B228352009,1084621T|B228352009,SARL,SUARL,1,2010-06-02,SARL:4,gazette_rubric,SARL:4|SUARL:4,2,,شركة ايوب لاشغال الغاز ATG,SOCIETE,2009,Ayoub Travaux Gaz ATG,ORGE_9c30ae73d6e22a5f88fa,,2009-01-28,2017-11-02,8,4,0,4
B2283802015,1396863V,B2283802015,1396863V|B2283802015,SARL,SARL,0,,,gazette_rubric,SARL:3,1,TACAPES AGRI,شركة تاكابس  آقري,SOCIETE,2015,TACPES AGRI SARL,ORGE_8d5aef26177eb60374c7,CO_TACAPES,2015-08-11,2017-05-22,3,1,0,1
B2284102007,1028561J,B2284102007,1028561J,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,شركة بن بلقاسم اخوان,SOCIETE,2007,Société Ben Belgacem Frères,ORGE_900783562feb7343d1b2,,2007-11-19,2012-07-02,2,1,0,1
B2284722010,1148157S,B2284722010,1148157S,SARL,SARL,0,,,gazette_rubric,SARL:2,1,NOUMAR,شركة نومار للخدمات العامة,SOCIETE,2010,Société NOUMAR de services généraux,ORGE_af27ab60791b228e4c60,,2010-04-19,2010-04-19,2,1,0,1
B2284922014,1346787Y,B2284922014,1346787Y,SARL,SARL,0,,,gazette_rubric,SARL:3,1,OIL & GAS  SERVICE,شركة الخدمات البترولية والغاز,SOCIETE,2014,Société OIL & GAS SERVICE,ORGE_c30bc43173f359c3c5d5,,2014-11-12,2014-11-12,3,3,0,3
B2285052017,1509840P,B2285052017,1509840P,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCIETE SERVICE POIDS LOURDS,جميع خدمات الشاحنات,SOCIETE,2017,Société Services Poids Lourds SPL,CO_POIDS_LOURD_SUD_SERVICES,,2017-04-10,2017-04-10,2,1,0,1
B22852018,1544849Z,B22852018,1544849Z,SARL,SARL,0,,,gazette_rubric,SARL:1,1,Société Géneral Construction,الشركة العامة للاعمار,SOCIETE,2018,Société Général Construction,ORGE_8901ea0781c5b404268c,,2017-11-06,2017-11-06,1,0,0,0
B2285552007,1029141W,B2285552007,1029141W,SARL,SARL,0,,,gazette_rubric,SARL:3,1,,شركة الجنوب لقطع المعدات,SOCIETE,2007,Société SUD PIECES D'ENGINS SPE SARL,ORGE_f7742f6f60f08dd261ec,,2015-10-22,2015-10-22,3,2,0,2
B2285702013,1293271F,B2285702013,1293271F|B2285702013,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCIETE OASIS VOYAGES,الواحة للأسفار,SOCIETE,2013,Société Oasis Voyages SARL,ORGE_0b9f30f25422646485e5,,2013-11-14,2013-11-14,2,2,0,2
B228612008,921375E,B228612008,B228612008,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,الشركة التعاونية الأساسية للخدمات الفلاحية العهد الجديد,SOCIETE,2008,Sté Mutuelle de Base des Services Agricoles,ORGE_b4c039b99095e070fb82,,2016-12-03,2016-12-03,1,1,0,1
B2286162014,1347123Q,B2286162014,1347123Q|B2286162014,SARL,SARL,0,,,gazette_rubric,SARL:2,1,COMPTOIR ALUMINIUM DU SUD,مصرف المنيوم الجنوب,SOCIETE,2014,Société Comptoir Aluminium de Sud,ORGE_8ede8e24019757d8bd3b,,2015-04-10,2015-04-10,2,1,0,1
B2286322014,1347251Y,B2286322014,1347251Y,SA,SA,0,,,gazette_rubric,SA:1,1,SUDSOIL,سيد صوال,SOCIETE,2014,Société SUD SOIL,ORGE_251403240ab415514b4f,,2017-01-11,2017-01-11,1,0,0,0
B2286332013,1293407D,B2286332013,1293407D|B2286332013,SARL,SARL,0,,,gazette_rubric,SARL:9,1,TUNISIE MOSAIQUE,شركة تونس موزاييك,SOCIETE,2013,Société Tunisie Mosaïque,ORGE_6647d960927d7bd1ee47,,2013-12-16,2016-10-07,9,4,0,4
B2286382014,1346423W,B2286382014,1346423W,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOCIETE  IDEAL DE MATERIAUX DE CONSTRUCTION,الشركة المثالية لمواد البناء,SOCIETE,2014,Société Idéal Matériaux de Construction,ORGE_e995f172d403d391950f,,2014-04-16,2014-04-16,1,0,0,0
B2286552007,1022042N,B2286552007,1022042N,SARL,SARL,0,,,gazette_rubric,SARL:1,1,,شركة المخبزة العصرية,SOCIETE,2007,Sté Nouvelles de Boulangerie,ORGE_14521f182250aaa3877c,,2007-02-23,2007-02-23,1,0,0,0
B2287222016,1445424Z,B2287222016,1445424Z,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE SO GOOD,شركة سوقود للمطاعم,SOCIETE,2016,Société So Good» de Restauration,ORGE_3e53f5f83af26a0d9125,,2016-01-20,2016-01-20,2,1,0,1
B2287242017,1503265D,B2287242017,1503265D,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,,شركة الفواكه العصرية,SOCIETE,2017,Les produits modernes,ORGE_bd4d33862c3a951b706a,,2017-02-27,2017-02-27,2,1,0,1
B2287332016,1449225L,B2287332016,1449225L,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,STE TRAVAUX PUBLICS ET TOPOGRAPHIQUE,شركة الأشغال  العامة وقيس الأراضي,SOCIETE,2016,Société travaux publics et topographique S.T.P.T,ORGE_02c6ea80ce393e15e097,,2016-10-03,2016-10-03,1,0,0,0
B2287362017,1506925F,B2287362017,1506925F,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,شركة مجمع الهندسة و الاستشارة,SOCIETE,2017,Société de groupement d'Ingénierie et consultation G.I.C,ORGE_cf5bf560d360f89e6a9b,,2017-03-21,2017-03-21,2,1,0,1
B2288072015,1399521M,B2288072015,1399521M,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,BUSINESS ECO,بيزنس ايكو,SOCIETE,2015,Société BUSINESS ECO,ORGE_5e8979df02ba0004c49f,,2018-01-17,2018-01-17,2,1,0,1
B2288192014,1347003H,B2288192014,1347003H,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,,العامة للنقل,SOCIETE,2014,Société générale de transport,ORGE_6c2fbdd89e9b102aca6b,,2013-12-04,2013-12-04,1,0,0,0
B228842009,479976E,B228842009,479976E,SARL,SARL,0,,,gazette_rubric,SARL:2,1,C'MONPRIX,شركة المغازة العامة للتجارة,SOCIETE,2009,Société Magasin Général de Commerce S,CO_MAGASIN_GENERAL,,2009-02-04,2009-02-04,2,1,0,1
B2288562013,1295958Q,B2288562013,1295958Q,SUARL,SUARL,0,,,gazette_rubric,SUARL:2,1,ETERME,مؤسسة تقنيات الطاقات المتجددة والتحكم في الطاقة,SOCIETE,2013,Entreprise des Techniques des Energies Renouvelables et de la Maîtrise de l'Energie Exter,CO_STEG_ENERGIES_RENOUVELABLES_STEG,,2013-03-27,2013-03-27,2,1,0,1
B2288672008,1072823N,B2288672008,1072823N,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SIMCAR,شركة  تصنيع مواد المقاطع SIMCAR,SOCIETE,2008,Société d'Industrialisation de Matières de Carrières (SIMCAR),ORGE_9df236f431f7302cba29,,2008-10-21,2008-10-21,2,1,0,1
B2289232008,1071975A,B2289232008,B2289232008,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,شركة شاكاريل,SOCIETE,2008,SOCIETE CHAKAREL,ORGE_3180cbe5ef2ec78dd22f,,2009-01-29,2009-01-29,2,1,0,1
B228932017,1490443H,B228932017,1490443H,SARL,SARL,0,,,gazette_rubric,SARL:2,1,SOCIETE FRERES D'ELECTRICITE DE SUD,شركة الاخوة  للكهرباء بالجنوب,SOCIETE,2017,Société Frères d'Electricité de Sud (SO,ORGE_9144fe3ea70aefa4fd36,,2016-09-15,2016-12-29,2,0,0,0
B2289832008,1078566R,B2289832008,1078566R,SA,SA,0,,,gazette_rubric,SA:5,1,,شركة سوقاويل,SOCIETE,2008,SOGAHUILE,CO_SOGAHUILE,,2008-09-08,2013-01-21,5,3,0,3
B229042006,942947K,B229042006,942947K,SUARL,SUARL,0,,,gazette_rubric,SUARL:1,1,,شركة عرفة للخدمات,SOCIETE,2006,Sté Arfa Service Cite El Manara Gabès,ORGE_7d35d75eebcde6449e7b,,2009-10-27,2009-10-27,1,0,0,0
B2290802012,1245379Z,B2290802012,1245379Z|B2290802012,SARL,SARL,0,,,gazette_rubric,SARL:5,1,societe - Modernes Technologies du Sud-,شركة الجنوب للتقنيات الحديثة,SOCIETE,2012,Société Modernes Technologies du Sud MTS,CO_MANUF_TUNISIENNE_SERRURES,,2012-04-27,2019-01-09,5,3,0,3
