node_id,label,node_kind,asserted_degree,candidate_extra_ties,would_become_degree,sources,detail
PERSON_NEJI_YOUSEF,YOUSSEF NEJI,person,1,6,7,same_name_elsewhere,CO_AL_ALDIANA_JERBA | CO_TUNISIE_CATERING | GOV_MINISTERE_COMMERCE | GOV_MINISTERE_FINANCES
PERSON_SELAMI_SAMIR,SAMIR SELLAMI,person,2,6,8,declined_dyad;same_name_elsewhere,CO_AL_MAHASSEN_PROMOTION_IMMOBILIERE | CO_AMBIANCE_DECO | CO_CONFORTA | CO_JASMIN_NETTOYAGE
PERSON_ABIDI_SIRINE_MEDEB,SIRINE MEDDEB ABIDI,person,2,5,7,declined_dyad;same_name_elsewhere,CO_BOISSONS_CAP_BON_SBC | CO_CENTRALE_LAITIERE_NORD | CO_CENTRALE_LAITIERE_SIDI_BOUZID | CO_DEVELOPPEMENT_AGRICOLE_EL_HAFSIA_SDA_HAFSIA
PERSON_AJBOUNI_HICHEM,HICHEM AJBOUNI,person,1,5,6,same_name_elsewhere,CO_DAR_EL_JELD | CO_HIMILCO_MONETIQUE | CO_INTERNATIONAL_TRADING_COMPANY | CO_OPTIMUS
PERSON_BOUSARSAR_RAFIK,RAFIK BOUSSARSAR,person,1,5,6,declined_dyad;same_name_elsewhere,CO_AL_BADR_SICAF | CO_ASSISTANCE_MANAGEMENT_INTERNATIONAL_SAMI | CO_PREMIUM | CO_PREMIUM_MULTISERVICES
PERSON_CHAABANE_HAMADI,HAMMADI CHAABANE,person,1,5,6,declined_dyad;same_name_elsewhere,CO_AIDA_AGRICOLE | CO_HUILERIE_CHAABANE | CO_HUILERIE_ESSAFA | GOV_MINISTERE_COMMERCE
PERSON_DKHILI_BELGACEM,BELGACEM DKHILI,person,1,5,6,same_name_elsewhere,CO_AGRICOLE_RAOUDHA | CO_DISTRIBUTION_BOISSONS_CENTRE_SDBC | CO_MISE_EN_VALEUR_DEVELOPPEMENT_AGRICOLE | CO_TUNISIENNE_BOISSONS_CENTRE_STBC
PERSON_FARSI_NASR,NASR FARSI,person,1,5,6,same_name_elsewhere,CO_FARSI_PROMOTION_IMMOBILIERE_SOFPI | CO_INDUSTRIAL_ENGINEERING_TECHNOLOGIES | CO_METRA | CO_SOCOMENIN_INDUSTRIAL_CONSTRUCTION
PERSON_GHRAB_RIADH,RIADH GHRAB,person,1,5,6,same_name_elsewhere,CO_ACCESSOIRES_TEXTILES_COMPANY | CO_AGENCEMENT_MENUISERIE_GENERALE | CO_ARAMYS | CO_ARAMYS_TECHNIQUES_ARTEC
PERSON_HAMAMI_ANIS,ANIS HAMMAMI,person,2,5,7,same_name_elsewhere,CO_NOUR | CO_PERLE | GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_INTERIEUR
PERSON_MATOUSI_MONCEF,MONCEF MATOUSSI,person,1,5,6,same_name_elsewhere,CO_LUBRIFIANTS_TUNISIE | CO_NATIONALE_DISTRIBUTION_PETROLE_SNDP | CO_STOCKAGE_CARBURANTS_AVIATION | CO_TANKAGE_MEDITERRANEE_TANKMED
PERSON_MBAREK_AZIZ,AZIZ MBAREK,person,1,5,6,declined_dyad;same_name_elsewhere,CO_COMETE_ENGINEERING | CO_COMETE_INTERNATIONAL | CO_GAT_ASSURANCES | CO_GAT_VIE
PERSON_MEHRI_BOUBAKER,BOUBAKER MEHRI,person,2,5,7,same_name_elsewhere,CO_ATTIJARI_SICAR | CO_COMPAGNIE_FROMAGERE | CO_EL_AMEL | CO_ZITOUNA_TAMKEEN
PERSON_SELAMI_MEHDI,MEHDI SELLAMI,person,2,5,7,declined_dyad;same_name_elsewhere,CO_ARTEX | CO_CMR_AUDIT | CO_DALIA | CO_DEVELOPPEMENT_AGRICOLE_SIDI_AICH
PERSON_ABDELMOULA_MEHDI,MEHDI ABDELMOULA,person,2,4,6,same_name_elsewhere,CO_CLINIQUE_JASMINS | CO_CLIONA | CO_MAILLE_CLUB_DISTRIBUTION | CO_SERA
PERSON_ALI_FRAJ,FRAJ ALI,person,2,4,6,declined_dyad;same_name_elsewhere,CO_REGIONALE_TRANSPORT_GOUVERNORAT_SFAX_SORETRAS | CO_REGIONALE_TRANSPORT_KASSERINE | CO_TRANSPORT_SAHEL | CO_TRANSPORT_SAHEL_STS
PERSON_BELAGHA_SELMA_BENCHEIKH,SELMA BEN-CHEIKH BELLAGHA,person,1,4,5,same_name_elsewhere,CO_ALTERNATIVE_CAPITAL_PARTNERS | CO_ARAB_BANKING_CORPORATION_TUNISIE | CO_MED_IMMOBILIERE | CO_UNIVERS_INVEST_SICAR
PERSON_BENAMOR_MAHER,MAHER BEN-AMOR,person,2,4,6,same_name_elsewhere,CO_IMMOBILIERE_MSD_PRO | CO_KARS_INTERNATIONAL | CO_TUNISIENNE_D_EQUIPEMENT | CO_TUNISIENNE_D_INDUSTRIE_DALUMINIUM_STIAL
PERSON_BENSALAH_HAFEDH,HAFEDH BEN-SALAH,person,1,4,5,declined_dyad;same_name_elsewhere,CO_SAAD | CO_TECHNOCHEM | GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE | GOV_OFFICE_LOGEMENTS_MAGISTRATS_PERSONNELS_MINISTERE_JUSTICE
PERSON_BENYAHIA_AFIF,AFIF BEN-YAHIA,person,1,4,5,same_name_elsewhere,CO_AGRICOLE_RAOUDHA | CO_AGROMED | CO_MISE_EN_VALEUR_DEVELOPPEMENT_AGRICOLE | CO_SAGES_CAPITAL
PERSON_BOURICHA_SLIM,SLIM BOURICHA,person,1,4,5,declined_dyad;same_name_elsewhere,CO_DARMEMENT_CONSTRUCTION_NAVALES_SACNA | CO_PROXI | CO_SACNA_ENGINEERING | CO_T_REGULATION_POLICY_EMERGING_MARKETS
PERSON_CHAABOUNI_ABDERAZEK,ABDERRAZEK CHAABOUNI,person,1,4,5,declined_dyad;same_name_elsewhere,CO_FOOD_EXPRESS | CO_HYDCO_SYSTEMS | CO_MATCO | GOV_POLE_ELGHAZALA_TECHNOLOGIES_COMMUNICATION_GTC
PERSON_CHERIF_MOHAMED_ZINE_ELABIDINE,MOHAMED ZINE EL-ABIDINE CHERIF,person,1,4,5,same_name_elsewhere,CO_AVIATION_IT_SERVICES_AFRICA | CO_TUNISIENNE_FILTRES_MISFAT | CO_UNION_TUNISIENNE_LINGERIE_MOSAIQUE_CONFECTION | CO_ZODIAC_AUTOMOTIVE_TUNISIE
PERSON_DOUKH_KAMEL,KAMEL DOUKH,person,1,4,5,same_name_elsewhere,GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE | GOV_MINISTERE_L_INDUSTRIE | GOV_MINISTERE_L_INTERIEUR | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_EZEDINE_ABDELGHAFAR,ABDELGHAFFAR EZZEDINE,person,2,4,6,same_name_elsewhere,CO_BANQUE_TUNISO_KOWEITIENNE_DEVELOPPEMENT | CO_IMMOBILIER_PALMARIUM_CENTER | CO_MEDITERRANEENNE_D_AMENAGEMENT_INDUSTRIEL_MEDAI | CO_TUNISIENNE_PROMOTION_POLES_IMMOBILIERS_INDUSTRIELS
PERSON_FARSI_MOHAMED,MOHAMED FARSI,person,2,4,6,same_name_elsewhere,CO_METRA | CO_SOSEM | CO_TUNISIENNE_D_ENTREPRISES_TELECOMMUNICATIONS | GOV_MINISTERE_TRANSPORT
PERSON_HAJI_MOKHTAR,MOKHTAR HAJJI,person,2,4,6,same_name_elsewhere,GOV_MINISTERE_DEVELOPPEMENT_L_INVESTISSEMENT_COOPERATION_INTERNA | GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_ENERGIE_MINES_ENERGIES_RENOUVELABLES | GOV_MINISTERE_L_INDUSTRIE
PERSON_HAMDI_NAJLA_CHERIF,NAJLA CHERIF HAMDI,person,2,4,6,same_name_elsewhere,CO_JAWHARA | CO_SANOFI_AVENTIS_PHARMA_TUNISIE | CO_WINTHROP_PHARMA_TUNISIE | CO_ZODIAC_COMPOSITE_MONUMENTS_TUNISIE
PERSON_HAMROUNI_FETHI,FETHI HAMROUNI,person,2,4,6,same_name_elsewhere,CO_A_PART | CO_BATIMENT | CO_PROMOTION_IMMOBILIERE | CO_SAPHIR_RENT_A_CAR
PERSON_JEDIDI_MOHAMED_BECHIR,MOHAMED BECHIR JEDIDI,person,2,4,6,same_name_elsewhere,CO_AL_DESIGN | CO_POLYSAC | GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE | GOV_MINISTERE_L_INTERIEUR
PERSON_LADJIMI_SLAHEDINE,SLAHEDDINE LADJIMI,person,2,4,6,same_name_elsewhere,CO_AMEN_SANTE | CO_ARAB_BANKING_CORPORATION_TUNISIE | CO_COMAR | CO_ENDA_TAMWEEL
PERSON_MATERI_MOHAMED_SAKHER,MOHAMED SAKHER MATERI,person,1,4,5,same_name_elsewhere,CO_CITY_CARS | CO_DEVELOPPEMENT_AGRICOLE_ZITOUNA_I | CO_IMMOBILIERE_DUNES_GAMMARTH | CO_ZITOUNA_TAKAFUL
PERSON_SASI_MOHAMED_ALI,MOHAMED ALI SASSI,person,2,4,6,same_name_elsewhere,CO_GENERALE_QUINCAILLERIE | CO_SOCOGEB | GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE | GOV_MINISTERE_L_INTERIEUR
PERSON_SKIK_KARIM,KARIM SKIK,person,1,4,5,same_name_elsewhere,CO_COSMOS | CO_INGENIUM | CO_MEA_INTERNET_GROUP | CO_ODYSSEY_VENTURES
PERSON_SOUISI_ABDERAZEK,ABDERRAZZEK SOUISSI,person,2,4,6,same_name_elsewhere,CO_DECO | GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE | ORG_AMICALE_ITALIENS_DANS_MONDE
PERSON_ZOUARI_ANOUAR_MIMOUNE,ANOUAR MIMOUNE ZOUARI,person,1,4,5,declined_dyad;same_name_elsewhere,CO_IMPRIMERIE_PRINCIPALE | GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_INDUSTRIE | GOV_MINISTERE_SANTE
PERSON_ABDENADHER_TAREK,TAREK ABDENNADHER,person,1,3,4,same_name_elsewhere,CO_BEST_BETON | CO_PLACEMENT_DEVELOPPEMENT_INDUSTRIEL_TOURISTIQUE | CO_SOSEM
PERSON_ADED_TAOUFIK,TAOUFIK ADDED,person,1,3,4,same_name_elsewhere,CO_DURAVIT_DISTRIBUTION | CO_DURAVIT_TUNISIA | CO_MTC_DISTRIBUTION
PERSON_BELKAHIA_MOHAMED_FETHI,MOHAMED FETHI BELKAHIA,person,1,3,4,declined_dyad;same_name_elsewhere,CO_MAGHREBINE_PRODUITS_REVETEMENT | ORG_ASSOCIATION_INTERCULTURELLE_TUNISO_FRANCAISE_BIZERTE_ALLIANC | ORG_SAISON_BLEUE
PERSON_BENADA_LAMJED,LAMJED BEN-ADDA,person,1,3,4,same_name_elsewhere,CO_NATURE_DATTES_II | CO_NOUR_FRUIT | GOV_MINISTERE_L_AGRICULTURE_RESSOURCES_HYDRAULIQUES_PECHE
PERSON_BENARAB_MOHAMED_FAOUZI,MOHAMED FAOUZI BEN-ARAB,person,1,3,4,same_name_elsewhere,GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE | GOV_MINISTERE_L_INDUSTRIE | GOV_MINISTERE_L_INTERIEUR
PERSON_BENARFA_OTHMAN,OTHMAN BEN-ARFA,person,1,3,4,same_name_elsewhere,CO_STEG_INTERNATIONAL_SERVICES | GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_INDUSTRIE
PERSON_BENAYED_MAHER,MAHER BEN-AYED,person,1,3,4,same_name_elsewhere,CO_LEADER_FOOD_PROCESS | CO_PRESTIGE | CO_TUNISO_LIBANAISE_AL_AFRAH
PERSON_BENMANSOUR_RIDHA,RIDHA BEN-MANSOUR,person,1,3,4,same_name_elsewhere,CO_BANQUE_CENTRALE_TUNISIE | CO_EL_HOUDA | GOV_MINISTERE_FINANCES
PERSON_BESBES_JALEL,JALEL BESBES,person,2,3,5,declined_dyad;same_name_elsewhere,CO_DATASOFT_TUNISIE | CO_TUNINVEST | CO_TUNIVEST_INNOVATION_SICAR
PERSON_BEZRATI_MOURAD,MOURAD BEZRATI,person,1,3,4,same_name_elsewhere,CO_APHRODITE_GESTION_HOTELIERE | CO_REGENCY_PROMOTION_IMMOBILIERE | CO_REGENCY_SERVICE
PERSON_BOUBAKER_LOTFI,LOTFI BOUBAKER,person,1,3,4,same_name_elsewhere,GOV_MINISTERE_COMMERCE | GOV_MINISTERE_SANTE | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_BOURICHA_TAHER,TAHER BOURICHA,person,1,3,4,same_name_elsewhere,CO_AGENCE_MARITIME_TAHER_BOURICHA_CIE | CO_ALBATROS_TUNISIAN_TRAVEL | CO_TUNISIE_AUTO_TOURISME
PERSON_CANTACUZENE_SERBAN,SERBAN CANTACUZENE,person,1,3,4,same_name_elsewhere,CO_AIR_LIQUIDE_TUNISIE | CO_AIR_LIQUIDE_TUNISIE_SERVICES | CO_AIR_SEPARATION_TUNISIE
PERSON_CHAABANE_FATMA_SLIMA,FATMA SLIMA CHAABANE,person,2,3,5,same_name_elsewhere,CO_DCP_2000 | CO_EXPANSION_2000 | CO_TRADING_TUNISIAN_FEED_PHOSPHATE
PERSON_CHERIF_MUSTAPHA,MUSTAPHA CHERIF,person,1,3,4,same_name_elsewhere,GOV_MINISTERE_COMMERCE | GOV_MINISTERE_L_INTERIEUR | ORG_ASSOCIATION_TUNISIENNE_PROFESSEURS_D_ITALIEN
PERSON_CHOURA_SLIM,SLIM CHOURA,person,2,3,5,same_name_elsewhere,GOV_MINISTERE_DEVELOPPEMENT_COOPERATION_INTERNATIONALE | GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE | GOV_MINISTERE_L_INDUSTRIE
PERSON_CHOYAKH_FAEZ,FAEZ CHOYAKH,person,1,3,4,declined_dyad;same_name_elsewhere,CO_COMPTABILITE_FISCALITE_TRAITEMENT_LINFORMATION_CFTI | CO_CONSEIL_JURIDIQUE_FISCAL_COJEF | CO_ME_CONSULTANTS
PERSON_DAHMANI_SALEM,SALEM DAHMANI,person,1,3,4,same_name_elsewhere,CO_ATTIJARI_LEASING | CO_ATTIJARI_SICAR | CO_DECORAME
PERSON_DALDOUL_HABIB,HABIB DALDOUL,person,2,3,5,same_name_elsewhere,GOV_MINISTERE_COMMERCE | GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_INTERIEUR
PERSON_DJEBALI_SAMI,SAMI DJEBALI,person,1,3,4,same_name_elsewhere,CO_TUNISIE_TRADENET | CO_TUNISIE_TRADE_NET | GOV_MINISTERE_FINANCES
PERSON_DRIS_KAMEL,KAMEL DRISS,person,1,3,4,declined_dyad;same_name_elsewhere,CO_BROSSE | CO_HOTELIERE_TOURISTIQUE_MARABOUT | CO_ORKY
PERSON_DRIS_MONGI,MONGI DRISS,person,2,3,5,declined_dyad;same_name_elsewhere,CO_BANQUE_CENTRALE_TUNISIE | CO_PROFIL_METAL | CO_PROFIL_METAL_RACCORDS
PERSON_ELBOUZIDI_ABDELMAJID,ABDELMAJID EL-BOUZIDI,person,1,3,4,same_name_elsewhere,CO_GALLUS | CO_MELEAGRIS_HOLDING | CO_PRODUCTION_AGRICOLE_TEBOULBA_SOPAT
PERSON_ELKARAM_AHMED,AHMED EL-KARAM,person,1,3,4,same_name_elsewhere,CO_AMEN_BANK | CO_OASIS_SERVICES | CO_TUNISIE_LEASING_FACTORING
PERSON_ELOUZE_LOTFI,LOTFI ELLOUZE,person,2,3,5,declined_dyad;same_name_elsewhere,CO_EL_HADHARA_PROMOTION_IMMOBILIERE | CO_TUNISIENNE_FABRICATION_PRODUITS_EN_CIMENT_SOTUFA_PC | CO_TUNISIENNE_MARBRE
PERSON_FABRONI_RAFAELO,RAFFAELO FABRONI,person,2,3,5,same_name_elsewhere,CO_GEMA | CO_PLOMBERIE_INDUSTRIELLE_NIZAR_SEPIN | CO_TUNISIENNE_INDUSTRIELLE_COMMERCIALE_TUNICOM
PERSON_FOURATI_KHALED,KHALED FOURATI,person,2,3,5,same_name_elsewhere,CO_COMPAGNIE_INTERNATIONALE_LEASING | CO_SOCIETES_ANONYMES_TUNISIAN_CONTINENTAL_HOTELS_TUCOTEL | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_FRADI_INES,INES FRADI,person,2,3,5,same_name_elsewhere,CO_FRAMO | CO_INDUSTRIES_PHARMACEUTIQUES_TUNISIE_SIPHAT | GOV_MINISTERE_SANTE
PERSON_FRIGUI_FAOUZI,FAOUZI FRIGUI,person,2,3,5,same_name_elsewhere,GOV_MINISTERE_DOMAINES_L_ETAT_AFFAIRES_FONCIERES | GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE | GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE
PERSON_FRIKHA_FAOUZI,FAOUZI FRIKHA,person,1,3,4,declined_dyad;same_name_elsewhere,CO_DAR_ESSAIDALI | CO_LABORATOIRES_K_R | CO_TUNISIE_SERVICE_INTERNATIONALE
PERSON_FRIKHA_MOUHIBA_AMAR,MOUHIBA AMMAR FRIKHA,person,1,3,4,same_name_elsewhere,CO_DAR_ESSAIDALI | CO_HASNA | CO_TUNISIE_SERVICE_INTERNATIONALE
PERSON_GHARBI_BECHIR,BECHIR GHARBI,person,1,3,4,same_name_elsewhere,CO_TECHNOFLEX | CO_TECHNOFLEX_INDUSTRIE | GOV_MINISTERE_FINANCES
PERSON_GHERAB_RIADH,,person,1,3,4,declined_dyad,CO_ACCESSOIRES_TEXTILES_COMPANY | CO_ARAMYS | CO_SOTUINTEX
PERSON_GHODBANI_ALI,ALI GHODBANI,person,2,3,5,same_name_elsewhere,CO_DIVA_SICAR | CO_SOTETEL | CO_TUNIS_INFORMATION_TECHNOLOGY_FUND
PERSON_GOUIDER_ABDELWAHED,ABDELWAHED GOUIDER,person,1,3,4,same_name_elsewhere,CO_ARABE_REALISATIONS_IMMOBILIERES_RC | CO_ARAB_TUNISIAN_BANK | CO_UNION_FACTORING
PERSON_HADAD_SAMI,SAMI HADDAD,person,2,3,5,same_name_elsewhere,CO_IMEN | GOV_MINISTERE_L_AGRICULTURE_RESSOURCES_HYDRAULIQUES_PECHE | GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE
PERSON_HADJALI_RAFIK,RAFIK HADJ ALI,person,1,3,4,same_name_elsewhere,CO_INTERACTIVE | CO_JARDINS_BATEAUX | CO_TUNISIENNE_GRAINS_TUNIGRAIN
PERSON_HADJKHALIFA_SAAD,SAAD HADJ KHALIFA,person,1,3,4,same_name_elsewhere,CO_CIVILE_IMMOBILIERE | CO_EURAFRICAINE_SICAF | CO_MPC_PROKIM_INDUSTRIE
PERSON_HARABI_TAREK,TAREK HARABI,person,1,3,4,same_name_elsewhere,CO_KARAMA_HOLDING | GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE
PERSON_ISMAIL_SONIA_KHECHINE,SONIA KHECHINE ISMAIL,person,2,3,5,same_name_elsewhere,CO_IDEAL_SANITAIRE | CO_STAFIM | CO_TRANSPORT_INTERNATIONAL_ROUTIER_MARCHANDISES_TIRMAR
PERSON_JAMOUSI_ALI,ALI JAMOUSSI,person,1,3,4,same_name_elsewhere,CO_BAYA | CO_COCCINELLE_TEXTILE | CO_EL_BARAKA
PERSON_KAMOUN_ABDERAOUF,ABDERRAOUF KAMMOUN,person,2,3,5,same_name_elsewhere,CO_KAMMOUN_TRAVAUX | GOV_MINISTERE_SANTE_PUBLIQUE | GOV_MINISTERE_TRANSPORT
PERSON_KAMOUN_MOHAMED_ALI,MOHAMED ALI KAMMOUN,person,2,3,5,declined_dyad;same_name_elsewhere,CO_ASMA | CO_BETEA_PLUS | CO_M
PERSON_KAMOUN_SOFIEN,SOFIEN KAMMOUN,person,2,3,5,same_name_elsewhere,CO_COMPTOIR_GENERAL_BUREAUTIQUE | CO_KAMMOUN_FILS | CO_ZINC_TUNISIA
PERSON_KARAY_BOURANE,BOURANE KARRAY,person,1,3,4,same_name_elsewhere,CO_DECOBAIN_DIFFUSION | CO_SANIBEL_INTERNATIONAL | GOV_MINISTERE_L_ENERGIE_MINES_ENERGIES_RENOUVELABLES
PERSON_KAROUI_ANIS,ANIS KAROUI,person,1,3,4,same_name_elsewhere,CO_BRIQUETERIES_KAROUI | CO_CERAMIQUES_SUD | CO_INDUSTRIELLE_CONDITIONNEMENT_DEAU_MINERALE
PERSON_KECHAOU_SLIM,SLIM KECHAOU,person,2,3,5,same_name_elsewhere,CO_ATLAS_AGRICOLE | CO_CANADO_TUNISIENNE_INDUSTRIES_AGROALIMENTAIRES | GOV_MINISTERE_FINANCES
PERSON_KELIBI_MONCEF,MONCEF KELIBI,person,1,3,4,same_name_elsewhere,CO_ALPHA_FORD | CO_ALPHA_HYUNDAI_MOTOR | CO_ALPHA_INTERNATIONAL_TUNISIE
PERSON_KHAYAT_SONIA,SONIA KHAYAT,person,1,3,4,same_name_elsewhere,GOV_MINISTERE_SANTE | GOV_MINISTERE_SANTE_PUBLIQUE | ORG_DIPLOMES_SOUTH_MEDITERRANEAN_UNIVERSITY
PERSON_KHELIL_MOHAMED_ALI,MOHAMED ALI KHELIL,person,2,3,5,same_name_elsewhere,CO_TANKAGE_MEDITERRANEE_TANKMED | GOV_MINISTERE_L_ENERGIE_MINES_ENERGIES_RENOUVELABLES | GOV_MINISTERE_L_INDUSTRIE_PETITES_MOYENNES_ENTREPRISES
PERSON_KHLIFI_MOHAMED_FATEH,MOHAMED FATEH KHLIFI,person,1,3,4,same_name_elsewhere,GOV_MINISTERE_COMMERCE | GOV_MINISTERE_L_INTERIEUR | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_KILANI_ABDELAZIZ,ABDELAZIZ KILANI,person,1,3,4,same_name_elsewhere,GOV_MINISTERE_DOMAINES_L_ETAT_AFFAIRES_FONCIERES | GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE | GOV_MINISTERE_TRANSPORT
PERSON_KILANI_MOHAMED_WALID,MOHAMED WALID KILANI,person,2,3,5,same_name_elsewhere,CO_KDH_PARTNERS | CO_ROYAL_DRINKS | CO_SEM
PERSON_KILANI_NABIL,NABIL KILANI,person,2,3,5,declined_dyad;same_name_elsewhere,CO_NORTH_AFRICAN_PRODUCTS_PROMOTION_AGENCY | CO_PROMODAR | CO_TUNISIENNE_MAINTENANCE
PERSON_KLIBI_MOUNIR,MOUNIR KLIBI,person,1,3,4,same_name_elsewhere,CO_BANQUE_FRANCO_TUNISIENNE | CO_TUNISIE_LEASING | GOV_MINISTERE_L_INDUSTRIE
PERSON_KOOLI_SLAH,SLAH KOOLI,person,2,3,5,same_name_elsewhere,CO_CLINIQUE_JASMINS | CO_ENDA_INTER_ARABE | CO_MILL_HORIZON
PERSON_LABIDI_MOEZ,MOEZ LABIDI,person,2,3,5,same_name_elsewhere,CO_BANQUE_CENTRALE_TUNISIE | CO_REFLEXIONS | GOV_MINISTERE_L_INTERIEUR
PERSON_LAKHOUA_RIM,RIM LAKHOUA,person,2,3,5,same_name_elsewhere,CO_SICAV | CO_STEG_INTERNATIONAL_SERVICES | CO_STPI
