org_spell_id,holder_id,holder_label,target_id,target_label,relation,is_ownership,layer,onset,terminus,onset_lo,onset_hi,terminus_lo,terminus_hi,left_censored,right_censored,onset_rule,terminus_rule,onset_event_id,terminus_event_id,duration_days,evidence_n,evidence_tier,link_status,confidence,needs_review
OS_560ddca671a0a0b932081f,CO_PGI_HOLDING,PGI HOLDING,CO_HUILERIE_BEN_YEDDER,HUILERIE BEN-YEDDER,shares_ceded,1,ownership,,2007-09-21,,,2007-09-21,2007-09-21,False,False,,event:shares_ceded,,EV_35f19f3b07eedd25cc1a,,2,gazette_dated,resolved,0.917,False
OS_14d45e003bda46b95186f4,CO_TROIS,SOCIETE TROIS,CO_ELITEC_INTERNATIONAL,ELITEC INTERNATIONAL,auditor,0,corporate_other,,,1957-01-01,2007-10-03,,2026-12-31,True,True,left_censored:first_confirmation,,EV_e4a0421a1b797cb974dd,,,1,gazette_dated,resolved,0.885,False
OS_cb2bcffebfcef0d22d537e,CO_SORETRAS,SORETRAS,CO_REGIONALE_TRANSPORT_SFAX,SOCIETE REGIONALE DE TRANSPORT SFAX,auditor,0,corporate_other,,,1957-01-01,2007-09-17,,2026-12-31,True,True,left_censored:first_confirmation,,EV_d28f106c69aea32e72e3,,,3,gazette_dated,resolved,0.955,False
OS_c69623002bff847cbfdbde,CO_IS_TECHNOLOGIE,SOCIETE IS TECHNOLOGIE,CO_ACIER_TECHNOLOGIE,SOCIETE ACIER ET TECHNOLOGIE,shareholder_confirmed,1,ownership,,,1957-01-01,2007-09-30,,2026-12-31,True,True,left_censored:first_confirmation,,EV_a2a50a8d999fc1fe9225,,,1,gazette_dated,resolved,0.78,True
OS_b32a801893d0271d199d13,CO_TROIS,SOCIETE TROIS,CO_TOUR_IMMOBILIERE_TOURIM,TOUR IMMOBILIERE TOURIM,auditor,0,corporate_other,,,1957-01-01,2007-10-08,,2026-12-31,True,True,left_censored:first_confirmation,,EV_477c23215c1a664d63d4,,,1,gazette_dated,resolved,0.885,False
OS_d0908430b53cc5ada14863,CO_TROIS,SOCIETE TROIS,CO_EL_JENENE,EL JENENE,auditor,0,corporate_other,,,1957-01-01,2007-06-27,,2026-12-31,True,True,left_censored:first_confirmation,,EV_5ed52bd15749d83975d6,,,1,gazette_dated,resolved,0.885,False
OS_919db34e48be3eef4413f1,CO_INTERNATIONAL_SICAR,INTERNATIONAL SICAR,CO_LABIDI_VIANDE,LABIDI VIANDE,shares_ceded,1,ownership,,2007-06-28,,,2007-06-28,2007-06-28,False,False,,event:shares_ceded,,EV_e27021a08b4da337081a,,1,gazette_dated,resolved,0.882,False
OS_5f6a8e2f51775010ad21ed,CO_TROIS,SOCIETE TROIS,CO_COMPTOIR_COMMERCIAL_MEDITERRANEEN,COMPTOIR COMMERCIAL MEDITERRANEEN- CCM,auditor,0,corporate_other,,,1957-01-01,2007-07-17,,2026-12-31,True,True,left_censored:first_confirmation,,EV_a7bd3a2bc4d77d4d635b,,,1,gazette_dated,resolved,0.81,False
OS_b52f35b9183b5421f0068a,CO_TROIS,SOCIETE TROIS,CO_CARTHAGO,CARTHAGO SA,auditor,0,corporate_other,,,1957-01-01,2007-06-21,,2026-12-31,True,True,left_censored:first_confirmation,,EV_cb027f694be3e2d04c21,,,2,gazette_dated,resolved,0.92,False
OS_9cd7e1d4c744eff849199e,CO_TROIS,SOCIETE TROIS,CO_EL_MAZRAA,EL MAZRAA,auditor,0,corporate_other,,,1957-01-01,2007-08-20,,2026-12-31,True,True,left_censored:first_confirmation,,EV_9bdd54d2b3c6efa76cae,,,2,gazette_dated,resolved,0.92,False
OS_3b800307d8cd7c147ac071,CO_TRAVAUX_ELECTRIQUES,ENTREPRISE DE TRAVAUX ELECTRIQUES,CO_SORETE,SOCIETE SORETE,auditor,0,corporate_other,,,1957-01-01,2007-10-01,,2026-12-31,True,True,left_censored:first_confirmation,,EV_35ec4eab4bae6db0da5b,,,1,gazette_dated,resolved,0.885,False
OS_ab99f66dc409471f7ff79d,CO_CONFISERIE_TRIKI_MOULIN,CONFISERIE TRIKI LE MOULIN,CO_CHAHIA,SOCIETE CHAHIA,shares_acquired,1,ownership,2007-09-28,,2007-09-28,2007-09-28,,2026-12-31,False,True,event:shares_acquired,,EV_9486d723a5b3a3310ed8,,,4,gazette_dated,resolved,0.982,False
OS_d410ee3becb08ebad04a2d,CO_UNION_MEDITERRANEENNE_DINVESTISSEMENT,UNION MEDITERRANEENNE DINVESTISSEMENT,CO_CHAHIA,SOCIETE CHAHIA,shares_ceded,1,ownership,,2009-04-20,,,2009-04-20,2009-04-20,False,False,,event:shares_ceded,,EV_e16f06d50bd87e8a53d1,,2,gazette_dated,resolved,0.8753,False
OS_2ca763193f5192e194a3a7,CO_TROIS,SOCIETE TROIS,CO_PRODUITS_CONGELES_BASSIN_MEDITERRANEEN,PRODUITS CONGELES DU BASSIN MEDITERRANEEN PCBM,auditor,0,corporate_other,,,1957-01-01,2007-10-17,,2026-12-31,True,True,left_censored:first_confirmation,,EV_14839ff7918389736fb0,,,1,gazette_dated,resolved,0.8185,False
OS_564b8d87576fa2ff199cc1,CO_INDUSTRIELLE_DAPPAREILLAGE_MATERIELS_ELECTRIQUES_SIAME,SOCIETE INDUSTRIELLE DAPPAREILLAGE ET DE MATERIELS ELECTRIQUES SIAME,CO_INDUSTRIELLE_DAPPAREILLAGE_MATERIELS_ELECTRIQUES,SOCIETE INDUSTRIELLE DAPPAREILLAGE ET DE MATERIELS ELECTRIQUES,auditor,0,corporate_other,,,1957-01-01,2007-06-19,,2026-12-31,True,True,left_censored:first_confirmation,,EV_0d6b46ea60cd648b3c88,,,1,gazette_dated,resolved,0.8531,False
OS_10eed7e2f5beb4bd386a0d,CO_CONFISERIE_TRIKI_MOULIN,CONFISERIE TRIKI LE MOULIN,CO_NOUVELLE_SOTIM,NOUVELLE SOTIM,shares_acquired,1,ownership,2004-02-13,,2004-02-13,2004-02-13,,2026-12-31,False,True,event:shares_acquired,,EV_439964d0a2214fbbe8e3,,,4,gazette_dated,resolved,0.982,False
OS_199b9180107588bee2d4c2,CO_UNION_MEDITERRANEENNE_DINVESTISSEMENT,UNION MEDITERRANEENNE DINVESTISSEMENT,CO_NOUVELLE_SOTIM,NOUVELLE SOTIM,shares_ceded,1,ownership,,2009-03-28,,,2009-03-28,2009-03-28,False,False,,event:shares_ceded,,EV_9c599d6b93a2cee5e6a6,,5,gazette_dated,resolved,0.9195,False
OS_ca20e7f13681761bab6cac,CO_HOTELIERE_EL_KANTAOUI,SOCIETE HOTELIERE EL-KANTAOUI,CO_HOTELIERE_TOURISTIQUE_ISMAIL,SOCIETE HOTELIERE ET TOURISTIQUE ISMAIL,auditor,0,corporate_other,,,1957-01-01,2007-10-24,,2026-12-31,True,True,left_censored:first_confirmation,,EV_086e9b8e19601ee3b45d,,,2,gazette_dated,resolved,0.92,False
OS_36575a69f221031528d45a,CO_TROIS,SOCIETE TROIS,CO_YASMINE,SOCIETE YASMINE,auditor,0,corporate_other,,,1957-01-01,2007-09-06,,2026-12-31,True,True,left_censored:first_confirmation,,EV_20acdd3d41b8f7149758,,,2,gazette_dated,resolved,0.92,False
OS_301a218c7ecac8f2fabc59,CO_TROIS,SOCIETE TROIS,CO_GENERALE_MATERIAUX_CONSTRUCTION_SGMC,SOCIETE GENERALE MATERIAUX DE CONSTRUCTION SGMC,auditor,0,corporate_other,,,1957-01-01,2005-11-11,,2026-12-31,True,True,left_censored:first_confirmation,,EV_f79f82974d268add3920,,,2,gazette_dated,resolved,0.92,False
OS_efe88e0d8532f571815cc5,CO_TROIS,SOCIETE TROIS,CO_S_CARRIERE_SUD_SOCASUD,SOCIETE S CARRIERE DU SUD SOCASUD,auditor,0,corporate_other,,,1957-01-01,2007-09-01,,2026-12-31,True,True,left_censored:first_confirmation,,EV_c2efcf77445e86fadc4c,,,1,gazette_dated,resolved,0.885,False
OS_287b70c6e052dac5fb1f6c,CO_TROIS,SOCIETE TROIS,CO_MBM_INTERNATIONAL,MBM INTERNATIONAL,auditor,0,corporate_other,,,1957-01-01,2007-11-27,,2026-12-31,True,True,left_censored:first_confirmation,,EV_b97ff1a5545905c751a6,,,1,gazette_dated,resolved,0.7968,True
OS_6c3d9fd942e2d9d6b937fc,CO_ELF_CONSEIL,ELF CONSEIL,CO_DELTA,DELTA,auditor,0,corporate_other,,,1957-01-01,2007-06-30,,2026-12-31,True,True,left_censored:first_confirmation,,EV_f1908a458959f6826287,,,1,gazette_dated,resolved,0.885,False
OS_f482f5115812d8b1b7eb29,CO_TROIS,SOCIETE TROIS,CO_TUNISIA_FLEET_MANAGEMENT,TUNISIA FLEET MANAGEMENT,auditor,0,corporate_other,,,1957-01-01,2007-10-26,,2026-12-31,True,True,left_censored:first_confirmation,,EV_6d3a79bcc4f6e992dbc5,,,1,gazette_dated,resolved,0.885,False
OS_5d086b964663dea3ce749c,CO_SOPIC,SOPIC,CO_AGRICOLE_SABA,SOCIETE AGRICOLE SABA,shareholder_confirmed,1,ownership,,,1957-01-01,2007-11-12,,2026-12-31,True,True,left_censored:first_confirmation,,EV_e46b617dbfe0cd536fd5,,,1,gazette_dated,resolved,0.87,False
OS_014e63ffdd0795f61a427b,CO_NOUVELLE_FRANCO_TUNISIENNE_SNFT,SOCIETE NOUVELLE FRANCO TUNISIENNE SNFT,CO_CONFECTION,SA CONFECTION,shares_ceded,1,ownership,,2003-03-22,,,2003-03-22,2003-03-22,False,False,,event:shares_ceded,,EV_693422e59f02ff5a5c5d,,1,gazette_dated,resolved,0.882,False
OS_661ae56dc9f4d503dcac28,CO_TROIS,SOCIETE TROIS,CO_MEDIMMO,MEDIMMO,auditor,0,corporate_other,,,1957-01-01,2007-10-22,,2026-12-31,True,True,left_censored:first_confirmation,,EV_a15880038a4ed358fa29,,,2,gazette_dated,resolved,0.92,False
OS_7d49554e153cdb383c96fc,CO_TROIS,SOCIETE TROIS,CO_PROMOTION_INDUSTRIES_METALLIQUES_SPIM,SOCIETE DE PROMOTION DES INDUSTRIES METALLIQUES SPIM,auditor,0,corporate_other,,,1957-01-01,2007-06-29,,2026-12-31,True,True,left_censored:first_confirmation,,EV_30c5cb3209b98febb3fc,,,2,gazette_dated,resolved,0.8539,False
OS_21800da2597887484dd313,CO_TROIS,SOCIETE TROIS,CO_GENERALE_INDUSTRIES_PEINTURE_SOGIP,SOCIETE GENERALE DES INDUSTRIES DE PEINTURE SOGIP,auditor,0,corporate_other,,,1957-01-01,2007-06-29,,2026-12-31,True,True,left_censored:first_confirmation,,EV_986fbac75b128887cd85,,,2,gazette_dated,resolved,0.92,False
OS_22f7ad6dd7a72e3df92601,CO_PRODUITS_SIDERURGIQUES_PROSID,SOCIETE DES PRODUITS SIDERURGIQUES PROSID,CO_INTER_FER_FORGE,SOCIETE INTER FER FORGE,shares_acquired,1,ownership,2007-06-12,,2007-06-12,2007-06-12,,2026-12-31,False,True,event:shares_acquired,,EV_cb85c23f969eb860d0f6,,,1,gazette_dated,resolved,0.882,False
OS_7500a12d39e59765666860,CO_TROIS,SOCIETE TROIS,CO_CHAUSSETTES_KINDA,CHAUSSETTES KINDA,auditor,0,corporate_other,,,1957-01-01,2007-11-20,,2026-12-31,True,True,left_censored:first_confirmation,,EV_0df5aec77bdb5bc40d8b,,,1,gazette_dated,resolved,0.885,False
OS_111e0155d92856ca37d4c5,CO_KINGFLEX,KINGFLEX,CO_AGRICOLE_EL_BARAKA,SOCIETE AGRICOLE EL-BARAKA,shareholder_confirmed,1,ownership,,,1957-01-01,2007-11-08,,2026-12-31,True,True,left_censored:first_confirmation,,EV_4e11cd80ce6f0996dd7d,,,1,gazette_dated,resolved,0.7818,True
OS_2faff224ceab3a25663953,CO_GS_COMPANY_INTERNATIONAL,GS COMPANY INTERNATIONAL,CO_INTERNATIONAL_PROD_SIGN_COMPANY_TUNISIA,INTERNATIONAL PROD SIGN COMPANY TUNISIA,shareholder_confirmed,1,ownership,,,1957-01-01,2007-04-24,,2026-12-31,True,True,left_censored:first_confirmation,,EV_8e055658ced09efb35ee,,,1,gazette_dated,resolved,0.82,False
OS_7d90ee0ccd5b279b5eb2d0,CO_TROIS,SOCIETE TROIS,CO_STIB,STIB,auditor,0,corporate_other,,,1957-01-01,2007-11-22,,2026-12-31,True,True,left_censored:first_confirmation,,EV_8651746571682d7578b2,,,1,gazette_dated,resolved,0.885,False
OS_f50646ad5356fe8e4a7d3f,CO_LEILA,LEILA,CO_MODERNE_DELEVAGE_SME,SOCIETE MODERNE DELEVAGE SME,shareholder_confirmed,1,ownership,,,1957-01-01,2007-10-02,,2026-12-31,True,True,left_censored:first_confirmation,,EV_fa4f7d11ef941e9037bd,,,1,gazette_dated,resolved,0.8517,False
OS_d177ea65ce6b186e54e4ff,CO_M,SOCIETE M,CO_MANUFACTURE,MANUFACTURE,auditor,0,corporate_other,,,1957-01-01,2007-05-04,,2026-12-31,True,True,left_censored:first_confirmation,,EV_cc23b6c4542426511ec6,,,1,gazette_dated,resolved,0.885,False
OS_b1a29cb424f58ed6263d71,CO_SERA,SERA,CO_PATRIMOINE,LE PATRIMOINE,shareholder_confirmed,1,ownership,,,1957-01-01,2007-08-07,,2026-12-31,True,True,left_censored:first_confirmation,,EV_359c221863932b37eeb3,,,1,gazette_dated,resolved,0.87,False
OS_435dce6915c5bd5f23c8f1,CO_PROMOTION_INDUSTRIES_METALLIQUES_SPIM,SOCIETE DE PROMOTION DES INDUSTRIES METALLIQUES SPIM,CO_GENERALE_INDUSTRIES_PEINTURE_SOGIP,SOCIETE GENERALE DES INDUSTRIES DE PEINTURE SOGIP,shares_ceded,1,ownership,,2005-09-12,,,2005-09-12,2005-09-12,False,False,,event:shares_ceded,,EV_f497d348edefce572148,,3,gazette_dated,resolved,0.9311,False
OS_6388ce0c3bad55a8a729bf,CO_DINA,SOCIETE DINA,CO_ELEVAGE_PRODUCTION_AGRICOLE_SEPAG,SOCIETE ELEVAGE ET PRODUCTION AGRICOLE SEPAG,shareholder_confirmed,1,ownership,,,1957-01-01,2007-11-09,,2026-12-31,True,True,left_censored:first_confirmation,,EV_4fc893219022b868a9b3,,,1,gazette_dated,resolved,0.87,False
OS_9805bbcc0bc30d876331e7,CO_ATVYL_TRANSPORTS_FRANCE,ATVYL TRANSPORTS FRANCE,CO_ATVYL_TUNISIE,SOCIETE ATVYL TUNISIE,shares_ceded,1,ownership,,2007-08-20,,,2007-08-20,2007-08-20,False,False,,event:shares_ceded,,EV_0bb55002260dda310e5b,,1,gazette_dated,resolved,0.882,False
OS_524e24e8558d3eb204649c,CO_SICAR_STB,SICAR STB,CO_BISCUITERIE_CHAABANE,SOCIETE BISCUITERIE CHAABANE,shares_ceded,1,ownership,,2007-05-31,,,2007-05-31,2007-05-31,False,False,,event:shares_ceded,,EV_734b8a5589307e1fcd8b,,1,gazette_dated,resolved,0.882,False
OS_20396636584302696a4eb7,CO_KILANI,KILANI,CO_STRATEGIE_CONSEILS,STRATEGIE CONSEILS,shareholder_confirmed,1,ownership,,,1957-01-01,2007-11-30,,2026-12-31,True,True,left_censored:first_confirmation,,EV_6586f21d4f890d484485,,,1,gazette_dated,resolved,0.8283,False
OS_3aceb369dcd7a0d4c3faed,CO_SPDIT_SICAF,SPDIT SICAF,CO_UNIVERSAL_MEDIA_SEVEN,UNIVERSAL MEDIA SEVEN,shares_ceded,1,ownership,,2007-10-08,,,2007-10-08,2007-10-08,False,False,,event:shares_ceded,,EV_d1821da9fde217040f1b,,1,gazette_dated,resolved,0.882,False
OS_e17a805dac9d5be193478b,CO_TROIS,SOCIETE TROIS,CO_GENERAL_LEASING,GENERAL LEASING,auditor,0,corporate_other,,,1957-01-01,2006-11-27,,2026-12-31,True,True,left_censored:first_confirmation,,EV_7a72f3d1c9b2a957b9e6,,,1,gazette_dated,resolved,0.885,False
OS_83abe6e1b094475ca37b99,CO_SOCEC,SOCEC,CO_GENERALE_INDUSTRIELLE_ALIMENTAIRE_SLAMA,GENERALE INDUSTRIELLE ALIMENTAIRE SLAMA GIAS,auditor,0,corporate_other,,,1957-01-01,2007-12-17,,2026-12-31,True,True,left_censored:first_confirmation,,EV_574b6cedddd38110c894,,,1,gazette_dated,resolved,0.885,False
OS_61c1237a4e2e41e91615e8,CO_TROIS,SOCIETE TROIS,CO_DINDOUX,DINDOUX,auditor,0,corporate_other,,,1957-01-01,2007-12-22,,2026-12-31,True,True,left_censored:first_confirmation,,EV_dcd4a855c299000a60d4,,,1,gazette_dated,resolved,0.885,False
OS_46c28db505c9be9f070788,CO_REAL_ESTATE,SOCIETE REAL ESTATE,CO_TOURISME_CONGRES,SOCIETE DE TOURISME ET DE CONGRES,shares_ceded,1,ownership,,2008-01-12,,,2008-01-12,2008-01-12,False,False,,event:shares_ceded,,EV_252130b123384631ba50,,1,gazette_dated,resolved,0.882,False
OS_e812ed08ce1ec67ea65383,CO_TUNISO_ANDALOUSE_CIMENT_BLANC_SOTACIB,SOCIETE TUNISO ANDALOUSE DE CIMENT BLANC SOTACIB,CO_TUNISO_ANDALOUSE_CIMENT_BLANC,SOCIETE TUNISO ANDALOUSE DE CIMENT BLANC,shares_ceded,1,ownership,,2008-01-18,,,2008-01-18,2008-01-18,False,False,,event:shares_ceded,,EV_6b6b3801b3cf33fbdd3f,,1,gazette_dated,resolved,0.882,False
OS_1db2af1ef0bfaf111377e4,CO_UBCI_CAPITAL_DEVELOPPEMENT,UBCI CAPITAL DEVELOPPEMENT,CO_CHAHIA,SOCIETE CHAHIA,shares_ceded,1,ownership,,2009-04-20,,,2009-04-20,2009-04-20,False,False,,event:shares_ceded,,EV_6d6895d847b6e1cfbb2b,,2,gazette_dated,resolved,0.917,False
OS_e22222f3006676767aa10a,CO_TROIS,SOCIETE TROIS,CO_PROMOTION_IMMOBILIERE_TOURISTIQUE_TOP_MARHABA_SOPIT,SOCIETE DE PROMOTION IMMOBILIERE ET TOURISTIQUE TOP MARHABA SOPIT,auditor,0,corporate_other,,,1957-01-01,2007-12-27,,2026-12-31,True,True,left_censored:first_confirmation,,EV_f817b3a2ce51c7b95895,,,1,gazette_dated,resolved,0.885,False
OS_bc991bb9f4c441376dd97d,CO_TROIS,SOCIETE TROIS,CO_EAUX_MINERALES_BEJA_RAYAN,SOCIETE DES EAUX MINERALES BEJA RAYAN,auditor,0,corporate_other,,,1957-01-01,2007-11-01,,2026-12-31,True,True,left_censored:first_confirmation,,EV_2a4c2cc0c106042d022a,,,1,gazette_dated,resolved,0.885,False
OS_3c910c0d5269df83b5c524,CO_BB,BB,CO_ODYSSEE_HOTELS,ODYSSEE HOTELS,auditor,0,corporate_other,,,1957-01-01,2007-12-12,,2026-12-31,True,True,left_censored:first_confirmation,,EV_7d58520d6a8d993b9acf,,,1,gazette_dated,resolved,0.885,False
OS_f7febfcf3912c3376f8f7f,CO_CONSEIL,SOCIETE LE CONSEIL,CO_ELEMENTS,SOCIETE ELEMENTS +,auditor,0,corporate_other,,,1957-01-01,2007-07-07,,2026-12-31,True,True,left_censored:first_confirmation,,EV_51846a235203ff495911,,,1,gazette_dated,resolved,0.885,False
OS_659b566d1488ea7297711e,CO_TROIS,SOCIETE TROIS,CO_TAAMIR,SOCIETE TAAMIR,auditor,0,corporate_other,,,1957-01-01,2007-03-01,,2026-12-31,True,True,left_censored:first_confirmation,,EV_c928aefc5dbca2bff6ff,,,2,gazette_dated,resolved,0.92,False
OS_783cab98fb5226dfdf8fba,CO_GENERALE,SOCIETE GENERALE,CO_COMPAGNIE_GENERALE_BATIMENT,COMPAGNIE GENERALE DE BATIMENT,auditor,0,corporate_other,,,1957-01-01,2007-11-01,,2026-12-31,True,True,left_censored:first_confirmation,,EV_756316d59c69936930b4,,,1,gazette_dated,resolved,0.885,False
OS_c4f2a4a4faf057e462869a,CO_GENERALE_PLASTIFIANTS_SGP,SOCIETE GENERALE DES PLASTIFIANTS SGP,CO_SGP,SGP SARL,shareholder_confirmed,1,ownership,,,1957-01-01,2008-02-12,,2026-12-31,True,True,left_censored:first_confirmation,,EV_cf63df8d65257e306127,,,10,gazette_dated,resolved,0.97,False
OS_3fd529dc11a5e921b7e1b4,CO_TUNISIENNE_PRODUITS_ALUMINEUX_STPA,SOCIETE TUNISIENNE DES PRODUITS ALUMINEUX STPA,CO_STPA,STPA,shareholder_confirmed,1,ownership,,,1957-01-01,2008-02-12,,2026-12-31,True,True,left_censored:first_confirmation,,EV_5dbce137981c09833a57,,,3,gazette_dated,resolved,0.94,False
OS_fc0f7fcbcdacc0fc00eb21,CO_SOCEC,SOCEC,CO_MAILLE_CLUB_EXPORT,MAILLE CLUB EXPORT,auditor,0,corporate_other,,,1957-01-01,2007-06-22,,2026-12-31,True,True,left_censored:first_confirmation,,EV_2fce7d893896a383d51d,,,1,gazette_dated,resolved,0.885,False
OS_1b089eefb8cdcacedf4815,CO_SOCEC,SOCEC,CO_CLUB,SOCIETE LE CLUB,auditor,0,corporate_other,,,1957-01-01,2007-06-22,,2026-12-31,True,True,left_censored:first_confirmation,,EV_85834661f6ded91bf09e,,,1,gazette_dated,resolved,0.885,False
OS_61180c29f8f2559f163663,CO_ELF_CONSEIL,ELF CONSEIL,CO_TECHNOMARBRE,TECHNOMARBRE,auditor,0,corporate_other,,,1957-01-01,2007-04-10,,2026-12-31,True,True,left_censored:first_confirmation,,EV_6aba56fc6f2ba244d021,,,4,gazette_dated,resolved,0.985,False
OS_b46882e4dda90c8ab51e34,CO_TROIS,SOCIETE TROIS,CO_COMPTOIR_CONSTRUCTIONS_MODERNES,COMPTOIR DES CONSTRUCTIONS MODERNES,auditor,0,corporate_other,,,1957-01-01,2008-02-11,,2026-12-31,True,True,left_censored:first_confirmation,,EV_c9eb83292898c007d52a,,,2,gazette_dated,resolved,0.83,False
OS_1c76ccd3820600f18e8c14,CO_HORWATH_ACF,HORWATH ACF,CO_LIVRE,SOCIETE LE LIVRE,shareholder_confirmed,1,ownership,,,1957-01-01,2007-07-31,,2026-12-31,True,True,left_censored:first_confirmation,,EV_fd3eb6b7cd1212d4ab78,,,1,gazette_dated,resolved,0.87,False
OS_91ce42181f9e1db8f92d69,CO_UNION_EXPERTS_COMPTABLES,UNION DES EXPERTS COMPTABLES,CO_BUCHE_ECOLOGIQUE_SBE,SOCIETE LA BUCHE ECOLOGIQUE SBE,auditor,0,corporate_other,,,1957-01-01,2007-12-21,,2026-12-31,True,True,left_censored:first_confirmation,,EV_843bb852e8354fed5469,,,1,gazette_dated,resolved,0.8456,False
OS_6986b3f8396275927f7f81,CO_CONSEIL,SOCIETE LE CONSEIL,CO_AUTRONIC,AUTRONIC,auditor,0,corporate_other,,,1957-01-01,2007-04-16,,2026-12-31,True,True,left_censored:first_confirmation,,EV_f7624d8fef35ebbe0026,,,1,gazette_dated,resolved,0.885,False
OS_77289e2aedf4874ad8089b,CO_BB,BB,CO_HORCHANI_OLIVE_OIL,HORCHANI OLIVE OIL,auditor,0,corporate_other,,,1957-01-01,2007-12-25,,2026-12-31,True,True,left_censored:first_confirmation,,EV_00fb911c4c9de7e61ca7,,,1,gazette_dated,resolved,0.885,False
OS_ab2b67c85b7f06b474ed4c,CO_TROIS,SOCIETE TROIS,CO_SOFATEX,SOFATEX,shareholder_confirmed,1,ownership,,,1957-01-01,2007-10-19,,2026-12-31,True,True,left_censored:first_confirmation,,EV_33c0b82f7d8383da56ca,,,1,gazette_dated,resolved,0.87,False
OS_81fe9e1ac2063f1c7bdd1f,CO_TROIS,SOCIETE TROIS,CO_SOFATEX,SOFATEX,auditor,0,corporate_other,,,1957-01-01,2007-10-19,,2026-12-31,True,True,left_censored:first_confirmation,,EV_9bf9e53d5126db8ada11,,,1,gazette_dated,resolved,0.885,False
OS_3ac8e32b7725033c62bdd3,CO_CONSEIL,SOCIETE LE CONSEIL,CO_CONFECTION,SA CONFECTION,auditor,0,corporate_other,,,1957-01-01,2008-01-03,,2026-12-31,True,True,left_censored:first_confirmation,,EV_2f2cb390a8610bb3e37a,,,2,gazette_dated,resolved,0.92,False
OS_04f720caa168e1050b8559,CO_TROIS,SOCIETE TROIS,CO_SAAD,SAAD,auditor,0,corporate_other,,,1957-01-01,2008-01-17,,2026-12-31,True,True,left_censored:first_confirmation,,EV_2ea9a6b9939d3d6282a2,,,1,gazette_dated,resolved,0.885,False
OS_48ed0297af588597b621ec,CO_AMC_ERNST_YOUNG,AMC ERNST ET YOUNG,CO_HEWLETT_PACKARD_MAGHREB,HEWLETT PACKARD MAGHREB,shareholder_confirmed,1,ownership,,,1957-01-01,2008-01-29,,2026-12-31,True,True,left_censored:first_confirmation,,EV_d191fc346abb3d62d432,,,1,gazette_dated,resolved,0.87,False
OS_e100091232deadd60b2aba,CO_TROIS,SOCIETE TROIS,CO_HEWLETT_PACKARD_MAGHREB,HEWLETT PACKARD MAGHREB,auditor,0,corporate_other,,,1957-01-01,2008-01-29,,2026-12-31,True,True,left_censored:first_confirmation,,EV_5442cab7828d193d12f1,,,1,gazette_dated,resolved,0.885,False
OS_ae6a3769cc4a56b5b95423,CO_TROIS,SOCIETE TROIS,CO_OPTY_LAB,OPTY LAB,shareholder_confirmed,1,ownership,,,1957-01-01,2008-02-01,,2026-12-31,True,True,left_censored:first_confirmation,,EV_a603af3784027c46092e,,,1,gazette_dated,resolved,0.87,False
OS_5de00abab25945a0331dc7,CO_UNION_EXPERTS_COMPTABLES,UNION DES EXPERTS COMPTABLES,CO_DENIM_AUTHORITY,DENIM AUTHORITY,shareholder_confirmed,1,ownership,,,1957-01-01,2007-11-05,,2026-12-31,True,True,left_censored:first_confirmation,,EV_1252b9a6c962b13273c6,,,1,gazette_dated,resolved,0.87,False
OS_c53aa299433392776d542f,CO_EMCA_ETUDE_MANAGEMENT_CONSULTING_AUDIT,EMCA ETUDE MANAGEMENT CONSULTING AUDIT,CO_TUNISIE_GAZ_INDUSTRIES,TUNISIE GAZ INDUSTRIES TGI,auditor,0,corporate_other,,,1957-01-01,2007-06-18,,2026-12-31,True,True,left_censored:first_confirmation,,EV_4edb2095d34b3c205b83,,,1,gazette_dated,resolved,0.885,False
OS_2371079a3dd10b73c645f0,CO_AMC_ERNST_YOUNG,AMC ERNST ET YOUNG,CO_DELIVERY,SOCIETE DELIVERY,shareholder_confirmed,1,ownership,,,1957-01-01,2008-01-29,,2026-12-31,True,True,left_censored:first_confirmation,,EV_e9bdffbf9fdfccf082e0,,,1,gazette_dated,resolved,0.87,False
OS_b01eb5f02822cbdfa69e97,CO_TROIS,SOCIETE TROIS,CO_DELIVERY,SOCIETE DELIVERY,auditor,0,corporate_other,,,1957-01-01,2008-01-29,,2026-12-31,True,True,left_censored:first_confirmation,,EV_42d70e298efd7b645c68,,,1,gazette_dated,resolved,0.885,False
OS_39f7b42c81d4a7441b9d5d,CO_CIV_FRANCE,CIV FRANCE,CO_CIV_TUNISIE,CIV TUNISIE,shares_ceded,1,ownership,,2008-02-21,,,2008-02-21,2008-02-21,False,False,,event:shares_ceded,,EV_a9b7596e52f10e3499e3,,1,gazette_dated,resolved,0.882,False
OS_1cffbf12e033fffb6248b3,CO_CARRIERES_LESSOR,SOCIETE LES CARRIERES LESSOR,CO_CHAABANE_CIE,SOCIETE CHAABANE ET CIE,shares_acquired,1,ownership,2008-02-06,,2008-02-06,2008-02-06,,2026-12-31,False,True,event:shares_acquired,,EV_4892c1b49738e76aa3c0,,,1,gazette_dated,resolved,0.8094,False
OS_d64d0b3bbda960555a6d80,CO_MS_MED_INTERNATIONAL,SOCIETE MS MED INTERNATIONAL,CO_INTERNATIONALE_DISTRIBUTION,SOCIETE INTERNATIONALE DE DISTRIBUTION,shareholder_confirmed,1,ownership,,,1957-01-01,2008-02-08,,2026-12-31,True,True,left_censored:first_confirmation,,EV_a999a5614efe545d361c,,,1,gazette_dated,resolved,0.8092,False
