org_tie_obs_id,holder_id,holder_label,target_id,target_label,relation,is_ownership,obs_kind,obs_date,date_precision,holder_mention,target_mention,holder_match,target_match,score,link_status,evidence_quote,event_id,block_uid,issue_uid,folio_page,extract_confidence,holder_basis,target_basis,holder_seed_id,target_seed_id,queue_reason,failed_end,failed_mention,near_org_id,near_org_label,near_score,holder_entity_id,target_entity_id
OS_f746de330f8e8958da9926,,,CO_PAS_A_PAS,SOCIETE PAS A PAS,shareholder_confirmed,1,confirmation,2009-08-10,exact,ste de Capitaux propres,SOCIETE PAS A PAS,0.8,1.0,0.8,unresolved,associés au poste de Capitaux propres,EV_f86f4bab8ae9eda9cb27,annonces-legales/fr/2009/102:2009G04825SRUB2,annonces-legales/fr/2009/102,4840,0.8,unresolved,exact,,CO_PAS_A_PAS,one_end_resolved,holder,ste de Capitaux propres,CO_BNA_CAPITAUX,BNA CAPITAUX,0.8,ORGE_461e8e1c8f1185bfc78e,CO_PAS_A_PAS
OS_84e48e4eb206c0ec16aa9e,ORGE_64d4a5594ee367f505a6,la société pour une période de trois (03) années(2007-2008-2009),,,auditor,0,confirmation,2009-08-10,exact,la société pour une période de trois (03) années(2007-2008-2009),Société Tunisienne des Viandes S.T.V,1.0,0.6667,0.6667,unresolved,commissaire aux comptes de la société pour une période de trois (03) années(2007-2008-2009),EV_24e99a57fc5d212874b0,annonces-legales/fr/2009/103:2009R02806SANB2,annonces-legales/fr/2009/103,4861,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,Société Tunisienne des Viandes S.T.V,CO_LABIDI_VIANDES,SOCIETE LABIDI VIANDES,0.6667,ORGE_64d4a5594ee367f505a6,
OS_ca6d70f84b008759d7af5e,,,ORGE_62e387ea62b84f8de8e0,Société Tex Development SARL,shares_acquired,1,opening,2009-06-18,exact,la société Blue Investment Inc,Société Tex Development SARL,0.8333,0.8966,0.8333,unresolved,cédé une part sociale lui appartenant à la société Blue Investment Inc,EV_f0496994c3edc7eae7be,annonces-legales/fr/2009/103:2009G04816SRLB2,annonces-legales/fr/2009/103,4876,0.88,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société Blue Investment Inc,CO_SUD_SUD_INVESTMENT,SUD SUD INVESTMENT,0.8333,ORGE_845ed308ca501f1ceef7,ORGE_62e387ea62b84f8de8e0
OS_859fad3644334d8be6e219,,,ORGE_62e387ea62b84f8de8e0,Société Tex Development SARL,shares_ceded,1,closing,2009-06-18,exact,la société DRM Investment Inc et l'associé Wimby Inc,Société Tex Development SARL,0.8333,0.8966,0.8333,unresolved,la société DRM Investment Inc et l'associé Wimby Inc a cédé,EV_d9a3d6bd0e91003ad349,annonces-legales/fr/2009/103:2009G04816SRLB2,annonces-legales/fr/2009/103,4876,0.88,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société DRM Investment Inc et l'associé Wimby Inc,CO_SUD_SUD_INVESTMENT,SUD SUD INVESTMENT,0.8333,ORGE_a4c9b85b4db1c7d9d944,ORGE_62e387ea62b84f8de8e0
OS_90ee9ea9430cc8cf71607c,,,CO_TECHNICOM,TECHNICOM,shares_ceded,1,closing,2009-07-24,exact,la société SOGINFOR,TECHNICOM,0.0,1.0,0.0,unresolved,la société SOGINFOR a cédé,EV_230a87309688470cd782,annonces-legales/fr/2009/103:2009G04857SRLB2,annonces-legales/fr/2009/103,4878,0.88,unresolved,exact,,CO_TECHNICOM,one_end_resolved,holder,la société SOGINFOR,,,0.0,ORGE_cb350d78c5fa7ef5118e,CO_TECHNICOM
OS_af688fc7d7b07da1253cfa,CO_DEROUICHE_ZAKHAMA,SOCIETE DEROUICHE ZAKHAMA,,,shareholder_confirmed,1,confirmation,2009-07-04,exact,la société Dérouiche Zakhama ont décidé de mettre fin,Société en nom collectif,1.0,0.625,0.625,unresolved,associés de la société Dérouiche Zakhama ont décidé de mettre fin,EV_4a4a84707175d5313262,annonces-legales/fr/2009/103:2009T05104SODB2,annonces-legales/fr/2009/103,4885,0.8,discriminating_fuzzy,unresolved,CO_DEROUICHE_ZAKHAMA,,one_end_resolved,target,Société en nom collectif,ORG_COLLECTIF_CREATIF,COLLECTIF CREATIF,0.625,CO_DEROUICHE_ZAKHAMA,ORGE_689113838aced2f74a3a
OS_db6f23f2d608007fd30af6,,,ORGE_e7b52bc0d0d7fc44c5aa,Société PIVA - SOFTWARE,auditor,0,confirmation,2009-08-25,exact,la société et ce pour les exercices 2008-2009 et 2010,Société PIVA - SOFTWARE,0.4762,1.0,0.4762,unresolved,commissaire aux comptes de la société et ce pour les exercices 2008-2009 et 2010,EV_6c05cdc26d15a4ed2e23,annonces-legales/fr/2009/104:2009B00931SRLB2,annonces-legales/fr/2009/104,4937,0.9,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société et ce pour les exercices 2008-2009 et 2010,CO_CHIHEB_POUR_SERVICES_FUNERAIRES,CHIHEB POUR SERVICES FUNERAIRES,0.4762,ORGE_95c6ed05c9235cb08559,ORGE_e7b52bc0d0d7fc44c5aa
OS_daa65f36fec9e43e64a131,,,CO_UNIQUE,SOCIETE UNIQUE,shareholder_confirmed,1,confirmation,2009-08-11,exact,la société sahelienne de commerce suarl du 20/7/2009 enregistré à la recette de f,L'associé unique a décidé la dissolution et la liquidation anticipée de la société,0.5542,1.0,0.5542,unresolved,associé unique de la société sahelienne de commerce suarl du 20/7/2009 enregistré à la recette de f,EV_9887bd245f8326bcf246,annonces-legales/fr/2009/104:2009P00576SRUB2,annonces-legales/fr/2009/104,4942,0.8,unresolved,discriminating_fuzzy,,CO_UNIQUE,one_end_resolved,holder,la société sahelienne de commerce suarl du 20/7/2009 enregistré à la recette de f,CO_GENERALE_D_ENTREPRISE_COMMERCE_GEC,GENERALE D'ENTREPRISE ET DE COMMERCE GEC,0.5542,ORGE_b994528b109cb400f75c,CO_UNIQUE
OS_314d61adb0968b51f18698,ORGE_119764e6eb506212be98,la société le Hmmamet - Hôtel sont invités à assister à l'assemblée générale ordi,,,shareholder_confirmed,1,confirmation,2009-08-29,pub_only,la société le Hmmamet - Hôtel sont invités à assister à l'assemblée générale ordi,Société le Hammamet - hôtel - Société à responsabilité limitée,1.0,0.6667,0.6667,unresolved,associés de la société le Hmmamet - Hôtel sont invités à assister à l'assemblée générale ordi,EV_97a79b9dc0eca114a20f,annonces-legales/fr/2009/104:2009N00810SRLB3,annonces-legales/fr/2009/104,4956,0.8,generic_fuzzy,unresolved,,,one_end_resolved,target,Société le Hammamet - hôtel - Société à responsabilité limitée,CO_HOTEL_PLUS,HOTEL PLUS,0.6667,ORGE_119764e6eb506212be98,
OS_033785b03cb93e8e74a6fb,,,ORGE_6c8cd01274a9b9b6d2de,Société des Eaux de Tunisie,shareholder_confirmed,1,confirmation,2009-08-24,exact,la société pour la libération de deuxième quart du capital souscrit,Société des Eaux de Tunisie,0.7368,1.0,0.7368,unresolved,actionnaires de la société pour la libération de deuxième quart du capital souscrit,EV_3256be9b1b4dccfb9356,annonces-legales/fr/2009/105:2009G04944SANB2,annonces-legales/fr/2009/105,4967,0.8,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société pour la libération de deuxième quart du capital souscrit,CO_AMEN_CAPITAL,AMEN CAPITAL AC,0.7368,ORGE_a68aa559a4e08a821266,ORGE_6c8cd01274a9b9b6d2de
OS_03850bf80b251cba12295c,,,CO_COMPAGNIE_ARABE_PROMOTION_IMMOBILIERE,COMPAGNIE ARABE DE PROMOTION IMMOBILIERE CAPI,auditor,0,confirmation,2009-06-22,exact,la société ELF Conseils pour les exercices 2008,Compagnie Arabe de Promotion Immobilière CAPI,0.8421,1.0,0.8421,unresolved,commissaire aux comptes la société ELF Conseils pour les exercices 2008,EV_5f10d3cfd34f04f0ef5e,annonces-legales/fr/2009/105:2009T05176SRLB2,annonces-legales/fr/2009/105,4969,0.9,unresolved,exact,,CO_COMPAGNIE_ARABE_PROMOTION_IMMOBILIERE,one_end_resolved,holder,la société ELF Conseils pour les exercices 2008,CO_YM_CONSEILS,YM CONSEILS,0.8421,ORGE_105a1f289d203bfefb73,CO_COMPAGNIE_ARABE_PROMOTION_IMMOBILIERE
OS_ee8f6c576a44f0d60512dc,,,CO_MAISON_SENTEURS,MAISON DE SENTEURS,shareholder_confirmed,1,confirmation,2009-07-24,exact,la société a décidé d'augmenter le capital social de la société de 10,SOCIETE MAISON DE SENTEURS,0.7368,1.0,0.7368,unresolved,associé unique de la société a décidé d'augmenter le capital social de la société de 10,EV_229ed6e4ccf6e37ab3b7,annonces-legales/fr/2009/105:2009G04924SRUB2,annonces-legales/fr/2009/105,4974,0.8,unresolved,exact,,CO_MAISON_SENTEURS,one_end_resolved,holder,la société a décidé d'augmenter le capital social de la société de 10,CO_BMCE_CAPITAL,BMCE CAPITAL,0.7368,ORGE_8be3833a5987564a10bd,CO_MAISON_SENTEURS
OS_16acd31fc36322e3af8ff1,,,CO_BEL_AZUR_HOTEL,BEL AZUR HOTEL,shareholder_confirmed,1,confirmation,2008-08-20,exact,la société ont décidé d'augmenter le capital d'un montant de 1,Société Bel Azur Hôtel,0.7368,1.0,0.7368,unresolved,actionnaires de la société ont décidé d'augmenter le capital d'un montant de 1,EV_e7ede46da287c73beefd,annonces-legales/fr/2009/106:2009R02915SANB2,annonces-legales/fr/2009/106,5020,0.8,unresolved,exact,,CO_BEL_AZUR_HOTEL,one_end_resolved,holder,la société ont décidé d'augmenter le capital d'un montant de 1,CO_BMCE_CAPITAL,BMCE CAPITAL,0.7368,ORGE_141162d0c0b8de727a9e,CO_BEL_AZUR_HOTEL
OS_319875ccf36d540e6ba5f8,ORGE_caa60ebccff811b617f9,la Société pour Trois années 2009,,,auditor,0,confirmation,2009-07-30,exact,la Société pour Trois années 2009,Société TUNISIENNE D'EQUIPEMENT PETROLIERS,1.0,0.806,0.806,unresolved,Commissaire aux comptes de la Société pour Trois années 2009,EV_30b9b1fdc6a85f38db4a,annonces-legales/fr/2009/106:2009T05196SRLB2,annonces-legales/fr/2009/106,5023,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,Société TUNISIENNE D'EQUIPEMENT PETROLIERS,CO_TUNISIENNE_DEQUIPEMENT_PNEUMATIQUE,SOCIETE TUNISIENNE DEQUIPEMENT ET DE PNEUMATIQUE,0.806,ORGE_caa60ebccff811b617f9,ORGE_169571a7f3e40f2e2c40
OS_d099789c9c441eb03ffe0e,,,CO_CARRELAGES_PREFABRICATIONS_SUD,SOCIETE CARRELAGES ET PREFABRICATIONS DU SUD,shareholder_confirmed,1,confirmation,2008-06-20,exact,la Société les Carrelages et Préfabrications du Sud ont approuvé le renouvellemen,Société LES CARRELAGES & PREFABRICATIONS DU SUD (C.P.S),0.7755,0.8923,0.7755,unresolved,actionnaires de la Société les Carrelages et Préfabrications du Sud ont approuvé le renouvellemen,EV_3aa32dc3cc5b0b8e1b89,annonces-legales/fr/2009/107:2009R02925SANB2,annonces-legales/fr/2009/107,5074,0.8,unresolved,discriminating_fuzzy,,CO_CARRELAGES_PREFABRICATIONS_SUD,one_end_resolved,holder,la Société les Carrelages et Préfabrications du Sud ont approuvé le renouvellemen,CO_CARRELAGES_PREFABRICATIONS_SUD,SOCIETE CARRELAGES ET PREFABRICATIONS DU SUD,0.7755,ORGE_1c96dc2a392225ee3b60,CO_CARRELAGES_PREFABRICATIONS_SUD
OS_159c2f1cf9c1c13163e7bb,,,CO_CARRELAGES_PREFABRICATIONS_SUD,SOCIETE CARRELAGES ET PREFABRICATIONS DU SUD,auditor,0,confirmation,2008-06-20,exact,Société LES CARRELAGES &,Société LES CARRELAGES & PREFABRICATIONS DU SUD (C.P.S),0.75,0.8923,0.75,unresolved,commissaire aux comptes Société LES CARRELAGES &amp,EV_88ebfe45ae9a8ece9d8f,annonces-legales/fr/2009/107:2009R02925SANB2,annonces-legales/fr/2009/107,5074,0.9,unresolved,discriminating_fuzzy,,CO_CARRELAGES_PREFABRICATIONS_SUD,one_end_resolved,holder,Société LES CARRELAGES &,CO_CARRELAGES_NORD,LES CARRELAGES DU NORD,0.75,ORGE_007fde64346d924ea9c5,CO_CARRELAGES_PREFABRICATIONS_SUD
OS_8852989e7158771b39cb46,,,ORGE_866e1f6391d1d984185e,Société DIFFUSION INFORMATIQUE INTERNATIONAL D2I,auditor,0,confirmation,2009-06-01,exact,la société pour les exercices 2007-2008 et 2009,Société DIFFUSION INFORMATIQUE INTERNATIONAL D2I,0.4561,0.8889,0.4561,unresolved,commissaire aux comptes de la société pour les exercices 2007-2008 et 2009,EV_c1106b9416f88cb8c7a3,annonces-legales/fr/2009/107:2009T05168SRLB2,annonces-legales/fr/2009/107,5077,0.9,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société pour les exercices 2007-2008 et 2009,CO_NAMAA_POUR_COMMERCE_SERVICES,SOCIETE NAMAA POUR LE COMMERCE ET LE SERVICES,0.4561,ORGE_2264842b25025f430c2b,ORGE_866e1f6391d1d984185e
OS_9e1f2367ab8ea2a7b66bdc,,,CO_BEL_AZUR_HOTEL,BEL AZUR HOTEL,shareholder_confirmed,1,confirmation,2009-03-23,exact,la société ont décidé d'augmenter le capital d'un montant de 2,Société Bel Azur Hôtel,0.7368,1.0,0.7368,unresolved,actionnaires de la société ont décidé d'augmenter le capital d'un montant de 2,EV_ccec34c8044e17ba9509,annonces-legales/fr/2009/108:2009R02960SANB2,annonces-legales/fr/2009/108,5129,0.8,unresolved,exact,,CO_BEL_AZUR_HOTEL,one_end_resolved,holder,la société ont décidé d'augmenter le capital d'un montant de 2,CO_BMCE_CAPITAL,BMCE CAPITAL,0.7368,ORGE_88a5d0fbc1c4dda648ec,CO_BEL_AZUR_HOTEL
OS_ceaaef250ea0ee4cfc35ee,,,CO_FOIRE_INTERNATIONALE_SOUSSE,SOCIETE FOIRE INTERNATIONALE DE SOUSSE,shareholder_confirmed,1,confirmation,2009-09-03,exact,la société de la Foire Internationale de Sousse réunie Le,Société Foire Internationale de Sousse,0.8667,1.0,0.8667,unresolved,actionnaires de la société de la Foire Internationale de Sousse réunie Le,EV_7bcabb46e816248af740,annonces-legales/fr/2009/108:2009S01689SANB2,annonces-legales/fr/2009/108,5130,0.8,unresolved,exact,,CO_FOIRE_INTERNATIONALE_SOUSSE,one_end_resolved,holder,la société de la Foire Internationale de Sousse réunie Le,CO_FOIRE_INTERNATIONALE_SOUSSE,SOCIETE FOIRE INTERNATIONALE DE SOUSSE,0.8667,ORGE_e059f283a4266cbbabc6,CO_FOIRE_INTERNATIONALE_SOUSSE
OS_f7c8462ee284a2fe341760,ORGE_96e9988bed17168b85ff,la société pour les trois exercices à venir,,,auditor,0,confirmation,2009-06-30,exact,la société pour les trois exercices à venir,Medco SA Mediterranean Contractor» société anonyme,1.0,0.8657,0.8657,unresolved,commissaire aux comptes de la société pour les trois exercices à venir,EV_065debaa899f89569313,annonces-legales/fr/2009/109:2009G05120SANB1,annonces-legales/fr/2009/109,5154,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,Medco SA Mediterranean Contractor» société anonyme,CO_MEDITERRANEAN_CONTRACTOR_MEDCO,MEDITERRANEAN CONTRACTOR MEDCO,0.8657,ORGE_96e9988bed17168b85ff,ORGE_816e93972de03e36f45b
OS_217cf7e31339a3e78dbea6,,,CO_FOIRE_INTERNATIONALE_SOUSSE,SOCIETE FOIRE INTERNATIONALE DE SOUSSE,shareholder_confirmed,1,confirmation,2009-09-03,exact,la société Foire Internationale de Sousse à vendre 100 actions de sa participatio,Société Foire Internationale de Sousse,0.8511,1.0,0.8511,unresolved,actionnaire au capital de la société Foire Internationale de Sousse à vendre 100 actions de sa participatio,EV_aa9c47a5f590da862137,annonces-legales/fr/2009/109:2009S01690SANB2,annonces-legales/fr/2009/109,5169,0.8,unresolved,exact,,CO_FOIRE_INTERNATIONALE_SOUSSE,one_end_resolved,holder,la société Foire Internationale de Sousse à vendre 100 actions de sa participatio,CO_FOIRE_INTERNATIONALE_SOUSSE,SOCIETE FOIRE INTERNATIONALE DE SOUSSE,0.8511,ORGE_912fc7acfa36297a6a96,CO_FOIRE_INTERNATIONALE_SOUSSE
OS_52843426fb61e8b88e5210,ORGE_113b764cd3918d45d94f,la société International Fashion Industry ont décidé de nommer Monsieur Mahmoud Z,,,shareholder_confirmed,1,confirmation,2009-06-29,exact,la société International Fashion Industry ont décidé de nommer Monsieur Mahmoud Z,International Fashion Industry,0.9,0.8667,0.8667,unresolved,associés de la société International Fashion Industry ont décidé de nommer Monsieur Mahmoud Z,EV_6ecaee8c7c531dd47436,annonces-legales/fr/2009/109:2009G05086SRLB2,annonces-legales/fr/2009/109,5175,0.8,generic_fuzzy,unresolved,,,one_end_resolved,target,International Fashion Industry,CO_CFK_INTERNATIONAL,CFK INTERNATIONAL,0.8667,ORGE_113b764cd3918d45d94f,
OS_1a478327b1c5f5600a2b0e,ORGE_36ff7e1648b8eb8e7315,la société pour une période de trois (3) ans (2009-2010-2011),,,auditor,0,confirmation,2009-09-08,exact,la société pour une période de trois (3) ans (2009-2010-2011),Tunicotex Group,1.0,0.8148,0.8148,unresolved,commissaire aux comptes de la société pour une période de trois (3) ans (2009-2010-2011),EV_6e1b81089f2d6f36bdb0,annonces-legales/fr/2009/109:2009G05104SRLB2,annonces-legales/fr/2009/109,5176,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,Tunicotex Group,CO_UNITED_GROUP,UNITED GROUP,0.8148,ORGE_36ff7e1648b8eb8e7315,
OS_b8171063518099b0b3e527,,,CO_EMBALLAGES_SUD_SES,SOCIETE DES EMBALLAGES DU SUD SES,auditor,0,confirmation,2009-05-29,exact,la société cabinet Affes &,SOCIETE DES EMBALLAGES DE SUD SES,0.7368,1.0,0.7368,unresolved,Commissaires Aux Comptes de la société cabinet Affes &amp,EV_84fe94cc3756d36904a9,annonces-legales/fr/2009/110:2009T05462SANB2,annonces-legales/fr/2009/110,5215,0.9,unresolved,exact,,CO_EMBALLAGES_SUD_SES,one_end_resolved,holder,la société cabinet Affes &,CO_CABINET_YADH_ELLOUMI_ASSOCIES,CABINET YADH ELLOUMI ET ASSOCIES,0.7368,ORGE_f55bd69dbf657fa21d51,CO_EMBALLAGES_SUD_SES
OS_c1646c025e1896804873ba,,,GOV_FAKHFAKH_GOVERNMENT,FAKHFAKH GOVERNMENT,auditor,0,confirmation,2008-01-26,exact,Etablissements Fakhfakh pour les exercices 2007 - 2008 - 2009,Société Etablissements FAKHFAKH,0.5926,1.0,0.5926,unresolved,commissaire aux comptes des Etablissements Fakhfakh pour les exercices 2007 - 2008 - 2009,EV_719199271bfd62bc0911,annonces-legales/fr/2009/110:2009R03009SANB2,annonces-legales/fr/2009/110,5216,0.9,unresolved,discriminating_fuzzy,,GOV_FAKHFAKH_GOVERNMENT,one_end_resolved,holder,Etablissements Fakhfakh pour les exercices 2007 - 2008 - 2009,GOV_FAKHFAKH_GOVERNMENT,FAKHFAKH GOVERNMENT,0.5926,ORGE_31a378ea89a278b1344e,GOV_FAKHFAKH_GOVERNMENT
OS_cb786c5f83d71148903d6c,,,ORGE_e29ea484d58a0cf05ff9,Université des Arts et du Design U.A.D» S.A,shareholder_confirmed,1,confirmation,2009-06-23,exact,la société D,Université des Arts et du Design U.A.D» S.A,0.0,1.0,0.0,unresolved,actionnaires de la société D,EV_8098290a7ac5a84d77c5,annonces-legales/fr/2009/110:2009G05146SANB2,annonces-legales/fr/2009/110,5217,0.8,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société D,,,0.0,ORGE_f6a64acbd52b62e0b590,ORGE_e29ea484d58a0cf05ff9
OS_08b12c6c9ab593a8dca020,,,ORGE_ef613b0a692163534b62,Société de Promotion Immobilière Ennour,shareholder_confirmed,1,confirmation,2009-03-23,exact,la société de Promotion Immobilière Ennour en date du 23 mars 2009,Société de Promotion Immobilière Ennour,0.8571,0.88,0.8571,unresolved,associés de la société de Promotion Immobilière Ennour en date du 23 mars 2009,EV_2de32196b72c63fa372b,annonces-legales/fr/2009/110:2009T05442SRLB2,annonces-legales/fr/2009/110,5221,0.8,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société de Promotion Immobilière Ennour en date du 23 mars 2009,CO_AB_PROMOTION,AB PROMOTION,0.8571,ORGE_08d15f722247b7cccf22,ORGE_ef613b0a692163534b62
OS_635af7aedcf5635c64a096,,,CO_TRAVAUX_FINITION_ETF,ENTREPRISE TRAVAUX ET FINITION ETF,shareholder_confirmed,1,confirmation,2009-04-22,exact,la société T,STE TOUS TRAVAUX DE FINITION (T.T.F),0.0,0.8889,0.0,unresolved,associés de la société T,EV_76bff711e9f073ba9cf3,annonces-legales/fr/2009/110:2009T05452SRLB2,annonces-legales/fr/2009/110,5222,0.8,unresolved,discriminating_fuzzy,,CO_TRAVAUX_FINITION_ETF,one_end_resolved,holder,la société T,,,0.0,ORGE_de5defd9194e7e4ac981,CO_TRAVAUX_FINITION_ETF
OS_388924d5ad2b1da7e7641c,,,CO_WELCOME,WELCOME,auditor,0,confirmation,2009-08-31,exact,la société pour les exercices 2008,Société HAMMAMET WELCOME S.A.R.L,0.5405,1.0,0.5405,unresolved,commissaire aux comptes de la société pour les exercices 2008,EV_87fe42e01a6a9cc8e1bf,annonces-legales/fr/2009/110:2009N00865SRLB2,annonces-legales/fr/2009/110,5228,0.9,unresolved,discriminating_fuzzy,,CO_WELCOME,one_end_resolved,holder,la société pour les exercices 2008,CO_AZIZ_POUR_COMMERCE,SOCIETE AZIZ POUR LE COMMERCE,0.5405,ORGE_81b9deee9e80eae45e69,CO_WELCOME
OS_bbc491f79546e1882fa27c,,,CO_POLE_COMPETITIVITE_SOUSSE_SPCS,SOCIETE DU POLE DE COMPETITIVITE DE SOUSSE SPCS,shareholder_confirmed,1,confirmation,2009-09-08,exact,la société ont décidé de modifier la dénomination sociale en Arabe de la société,Société du Pôle de Compétitivité de Sousse,0.561,0.8889,0.561,unresolved,actionnaires de la société ont décidé de modifier la dénomination sociale en Arabe de la société,EV_cac310064800def0275f,annonces-legales/fr/2009/111:2009G05184SANB2,annonces-legales/fr/2009/111,5256,0.8,unresolved,discriminating_fuzzy,,CO_POLE_COMPETITIVITE_SOUSSE_SPCS,one_end_resolved,holder,la société ont décidé de modifier la dénomination sociale en Arabe de la société,GOV_CAISSE_NATIONALE_SECURITE_SOCIALE,CAISSE NATIONALE DE SECURITE SOCIALE CNSS,0.561,ORGE_6f7a67fe21206f5ee18a,CO_POLE_COMPETITIVITE_SOUSSE_SPCS
OS_d15f1d2913013cc164d921,ORGE_4b30609e5c1e3b471fc8,la société Environnemental Power Concepts International EPC INT décident,,,shareholder_confirmed,1,confirmation,2009-04-01,exact,la société Environnemental Power Concepts International EPC INT décident,SOCIETE EPC-Int. (SARL),0.9048,0.0,0.0,unresolved,associés de la société Environnemental Power Concepts International EPC INT décident,EV_442e1ac2853b456e0d81,annonces-legales/fr/2009/111:2009R03012SRLB2,annonces-legales/fr/2009/111,5260,0.8,generic_fuzzy,unresolved,,,one_end_resolved,target,SOCIETE EPC-Int. (SARL),,,0.0,ORGE_4b30609e5c1e3b471fc8,
OS_47917c431fb9b59ddd3c37,,,ORGE_f2ae3a500097ef040f9d,Société Delta Corporation,shareholder_confirmed,1,confirmation,2009-08-15,exact,la société et la nomination de Mr Amami Slah en qualité de liquidateur,Société Delta Corporation,0.5333,1.0,0.5333,unresolved,associés la dissolution anticipée de la société et la nomination de Mr Amami Slah en qualité de liquidateur,EV_f99cf92b162e659ddd9d,annonces-legales/fr/2009/111:2009G05205SRLB2,annonces-legales/fr/2009/111,5262,0.8,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société et la nomination de Mr Amami Slah en qualité de liquidateur,CO_SLAH_VOYAGE,SLAH VOYAGE,0.5333,ORGE_e54fde63a6bddb7fc9a1,ORGE_f2ae3a500097ef040f9d
OS_1b9142e9296f1be485b3d5,ORGE_dd502674d17e45c20e00,la société pour une durée de trois exercices,,,auditor,0,confirmation,2009-03-10,exact,la société pour une durée de trois exercices,DOMOTECH,1.0,0.0,0.0,unresolved,Commissaire aux Comptes de la société pour une durée de trois exercices,EV_74446cdc955e65b56895,annonces-legales/fr/2009/112:2009G05256SANB2,annonces-legales/fr/2009/112,5302,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,DOMOTECH,,,0.0,ORGE_dd502674d17e45c20e00,ORGE_e4f0fb588159f6e5c563
OS_2b27f63687b7dd3a14b529,,,ORGE_e9d59875b7ae9487a34c,Société Global Training Network en liquidation,shareholder_confirmed,1,confirmation,2009-07-10,exact,la société ont décidé,Société Global Training Network en liquidation,0.0,0.8889,0.0,unresolved,associés de la société ont décidé,EV_e0ee4c9a2f820a6522ed,annonces-legales/fr/2009/112:2009T05529SRLB2,annonces-legales/fr/2009/112,5306,0.8,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société ont décidé,,,0.0,ORGE_155bc917767f48e0394b,ORGE_e9d59875b7ae9487a34c
OS_c1dc5040bc617aea55eb0d,,,CO_BIENS_DEQUIPEMENTS_HOTELIERS_MENAGERS_INDUSTRIELS_BEH,"LES BIENS DEQUIPEMENTS HOTELIERS, MENAGERS ET INDUSTRIELS BEH",auditor,0,confirmation,2009-01-28,exact,la société pour une durée de 3 exercices à partir de l'exercice 2008,Société les biens d'équipements hôteliers ménagers et industriels SARL,0.5275,0.9515,0.5275,unresolved,commissaire aux comptes de la société pour une durée de 3 exercices à partir de l'exercice 2008,EV_94375dc6f8280d57cc06,annonces-legales/fr/2009/112:2009R03042SRLB2,annonces-legales/fr/2009/112,5307,0.9,unresolved,discriminating_fuzzy,,CO_BIENS_DEQUIPEMENTS_HOTELIERS_MENAGERS_INDUSTRIELS_BEH,one_end_resolved,holder,la société pour une durée de 3 exercices à partir de l'exercice 2008,ORG_AGENCE_NATIONALE_POUR_MAITRISE_L_ENERGIE,AGENCE NATIONALE POUR LA MAITRISE DE L’ENERGIE,0.5275,ORGE_9f679612c95c7373e80f,CO_BIENS_DEQUIPEMENTS_HOTELIERS_MENAGERS_INDUSTRIELS_BEH
OS_efd7d29c20a0abd315b42c,ORGE_a50dfd2a64ae8bd30c35,la société sont invités à assister à cette assemblée générale ordinaire,,,auditor,0,confirmation,2009-09-17,pub_only,la société sont invités à assister à cette assemblée générale ordinaire,Société Starwash,1.0,0.0,0.0,unresolved,commissaire aux comptes et le comptable de la société sont invités à assister à cette assemblée générale ordinaire,EV_4ae50eea7558a39bb7d0,annonces-legales/fr/2009/112:2009T05507SRLB3,annonces-legales/fr/2009/112,5331,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,Société Starwash,,,0.0,ORGE_a50dfd2a64ae8bd30c35,ORGE_21fa707f06d5ea6ddd88
OS_4fe3f2c60a0d1c6f365176,,,CO_INDUSTRIELLE_CYCLES_MATERIELS_ROULANTS_POUR_HANDICAPES_HOPIT,SOCIETE INDUSTRIELLE DE CYCLES ET MATERIELS ROULANTS POUR HANDICAPES ET HOPITAUX AIMA,auditor,0,confirmation,2008-06-25,exact,la société pour les exercices 2008,Société Industrielle de Cycles et Matériel Roulant pour Handicapes et Hôpitaux,0.5405,0.9375,0.5405,unresolved,commissaire aux comptes de la société pour les exercices 2008,EV_bf81411699888a51bb53,annonces-legales/fr/2009/113:2009G05268SRLB2,annonces-legales/fr/2009/113,5373,0.9,unresolved,discriminating_fuzzy,,CO_INDUSTRIELLE_CYCLES_MATERIELS_ROULANTS_POUR_HANDICAPES_HOPIT,one_end_resolved,holder,la société pour les exercices 2008,CO_AZIZ_POUR_COMMERCE,SOCIETE AZIZ POUR LE COMMERCE,0.5405,ORGE_81b9deee9e80eae45e69,CO_INDUSTRIELLE_CYCLES_MATERIELS_ROULANTS_POUR_HANDICAPES_HOPIT
