family_a,family_b,period,marriages,marriages_cumulative,first_period
Kacem,Soula,1950,1,1,1950
Kacem,Touzani,1950,1,1,1950
Kaddour,Yahia,1950,1,1,1950
Kahia,Smida,1950,1,1,1950
Kamel,Khouini,1950,1,1,1950
Kamoun,Khrouf,1950,1,1,1950
Kamoun,Kriaa,1950,1,1,1950
Kamoun,Mziou,1950,1,2,1925
Karoui,Mekki,1950,1,1,1950
Karoui,Mosrian,1950,1,1,1950
Karoui,Smaoui,1950,1,1,1950
Karoui,Srarfi,1950,1,1,1950
Karoui,Zafzouf,1950,1,1,1950
Kassar,Kedidi,1950,1,1,1950
Kassar,Shabou,1950,1,1,1950
Kassar,Slamia,1950,1,1,1950
Kassous,Mghirbi,1950,1,1,1950
Kastalli,Mahjoub,1950,1,1,1950
Katlane,Mamlouk,1950,1,1,1950
Kebakbi,Turkia,1950,1,1,1950
Kechaou,Kolsi,1950,1,1,1950
Kechrid,Kolsi,1950,1,1,1950
Kefi,Yahia,1950,1,1,1950
Kerkech,Medimagh,1950,1,1,1950
Ketari,Sassi,1950,1,1,1950
Khaled,Turki,1950,1,1,1950
Khalfet,Majoul,1950,1,1,1950
Khalfet,Yedder,1950,1,2,1925
Khattech,Klibi,1950,1,1,1950
Khattech,Moatemri,1950,1,1,1950
Khattech,Naili,1950,1,1,1950
Khattech,Ouenzerfi,1950,1,1,1950
Khattech,Ouertatani,1950,1,1,1950
Khedhiri,Zaghouani,1950,1,1,1950
Khedhri,Ouanes,1950,1,1,1950
Khefacha,Sedrine,1950,1,1,1950
Khelifa,Kilani,1950,1,1,1950
Khelifa,Mhedhbi,1950,1,1,1950
Khelil,Mrad,1950,1,2,1900
Khelil,Ouanes,1950,1,1,1950
Khemira,Ouanes,1950,1,1,1950
Khemiri,Triki,1950,1,1,1950
Khenissi,Sedrine,1950,1,1,1950
Khil,Romdhane,1950,1,1,1950
Khlass,Larbi,1950,1,1,1950
Khomsi,Tnani,1950,1,1,1950
Khouini,Kilani,1950,1,1,1950
Khouini,Malléjac,1950,1,1,1950
Khouini,Salem,1950,1,1,1950
Khouja,Sandli,1950,1,1,1950
Khouja,Sfaxi,1950,1,1,1950
Kilani,Ouanes,1950,1,1,1950
Kilani,Siala,1950,1,1,1950
Klibi,Laghmani,1950,1,1,1950
Klibi,Romdhane,1950,1,1,1950
Klibi,Tkhayat,1950,1,1,1950
Kmiha,Mechim,1950,1,1,1950
Kotrane,Zribi,1950,1,1,1950
Kourda,Saïed,1950,1,1,1950
Kourda,Srarfi,1950,1,1,1950
Krarti,Tnani,1950,1,1,1950
Kriaa,Mdhafer,1950,1,1,1950
Kridan,Tnani,1950,1,1,1950
Ktari,Slamia,1950,1,1,1950
Labbane,Nelson,1950,1,1,1950
Labidi,Talbi,1950,1,1,1950
Lachiheb,Riahi,1950,1,1,1950
Ladjimi,Malouche,1950,1,1,1950
Ladjimi,Zarrouk,1950,1,1,1950
Laghouil,Romdhane,1950,1,1,1950
Lahbib,Trabelsi,1950,1,1,1950
Lahouag,Yahmed,1950,1,1,1950
Lakhoua,Mouchet,1950,1,1,1950
Lakhoua,Nessir,1950,1,1,1950
Lakhoua,Snoussi,1950,1,1,1950
Lamine,Murzi,1950,1,1,1950
Lamine,Othmani,1950,1,1,1950
Lamine,Sabbagh,1950,1,1,1950
Lamine,Trad,1950,1,2,1900
Lamine,Yahia,1950,1,1,1950
Lamouchi,Larbi,1950,1,1,1950
Langar,Mrad,1950,1,2,1925
Larbi,Shili,1950,1,1,1950
Larguèche,Mamlouk,1950,1,1,1950
Laribi,Slama,1950,1,1,1950
Lasram,Louzir,1950,1,1,1950
Lasram,Miled,1950,1,1,1950
Lasram,Naouar,1950,1,1,1950
Lasram,Zezia,1950,1,1,1950
Leblond,Mrad,1950,1,1,1950
Lefi,Saada,1950,1,1,1950
Lejeune,Sedrine,1950,1,1,1950
Lengliz,Rejab,1950,1,1,1950
Letaïef,Nabli,1950,1,1,1950
Letaïef,Youssef,1950,1,1,1950
Likens,Zarrouk,1950,1,1,1950
Lioui,Rabbeh,1950,1,1,1950
Logani,Sidoumou,1950,1,1,1950
Logani,Thameur,1950,1,1,1950
Maamouri,Mrabet,1950,1,1,1950
Maaoui,Tnani,1950,1,1,1950
Mahdi,Sanchou,1950,1,1,1950
Mahjoub,Snoussi,1950,1,1,1950
Mahjoub,Trabelsi,1950,1,1,1950
Mahjoub,Vernet,1950,1,1,1950
Majouli,Troudi,1950,1,1,1950
Makhlouf,Miled,1950,1,4,1875
Makhlouf,Mrad,1950,2,5,1900
Makhlouf,Slimen,1950,1,2,1900
Makni,Mrad,1950,1,1,1950
Mannai,Tahri,1950,1,1,1950
Mansour,Meherzi,1950,1,1,1950
Mansouri,Messaoud,1950,1,1,1950
Materi,Toumi,1950,1,2,1925
Mbarek,Sebaï,1950,1,1,1950
Meddeb,Thabet,1950,1,1,1950
Meherzi,Souissi,1950,1,1,1950
Meherzi,Temimi,1950,1,1,1950
Meherzi,Trabelsi,1950,1,1,1950
Meherzi,Turki,1950,1,1,1950
Meherzi,Zbouna,1950,1,1,1950
Meliani,Slimane,1950,1,1,1950
Memmi,Mrad,1950,1,1,1950
Mezghani,Mziou,1950,1,1,1950
Mghirbi,Zaiane,1950,1,1,1950
Mheni,Razgallah,1950,1,1,1950
Miled,Saada,1950,2,2,1950
Mokaddem,Sedrine,1950,1,1,1950
Mokdad,Neffati,1950,1,1,1950
Mouaffak,Torjemane,1950,1,2,1875
Mouléh,Mrad,1950,1,1,1950
Mounadi,Riahi,1950,1,1,1950
Mourali,Zarrouk,1950,1,1,1950
Moussa,Ouanes,1950,1,1,1950
Mrad,Naanaa,1950,1,1,1950
Mrad,Rachid,1950,1,1,1950
Mrad,Sarsar,1950,2,2,1950
Mrad,Siragusa,1950,1,1,1950
Mrad,Zakraoui,1950,1,1,1950
Mrad,Zarrad,1950,1,1,1950
Mrad,Zouari,1950,1,1,1950
Mustapha,Zouhir,1950,1,1,1950
Mâatouk,Nebi,1950,1,1,1950
Mâatouk,Slamia,1950,1,1,1950
Naas,Robbana,1950,1,2,1925
Nacef,Trabelsi,1950,1,1,1950
Naffati,Turkia,1950,1,1,1950
Nahali,Troudi,1950,1,1,1950
Naji,Smadhi,1950,1,1,1950
Nefzi,Zouari,1950,1,1,1950
Nouri,Zid,1950,1,1,1950
Omrane,Triki,1950,1,1,1950
Ouni,Talbi,1950,1,1,1950
Rahal,Slimane,1950,1,1,1950
Razgallah,Turkia,1950,1,1,1950
Rejab,Samoud,1950,1,1,1950
Rejab,Tnani,1950,1,1,1950
Salem,Temimi,1950,1,1,1950
Salem,Youssef,1950,1,1,1950
Samandi,Zbouna,1950,1,1,1950
Sayadi,Slamia,1950,1,1,1950
Sedrine,Youssef,1950,1,1,1950
Slamia,Zouiten,1950,1,2,1900
Smida,Turki,1950,1,1,1950
Tnani,Toumi,1950,1,1,1950
Trabelsi,Zakiz,1950,1,1,1950
Tritar,Zid,1950,1,1,1950
Troudi,Yahia,1950,1,1,1950
Abarkan,Hochlef,1975,1,1,1975
Abbassi,Ouahchi,1975,1,1,1975
Abdallah,Bessaidi,1975,1,1,1975
Abdallah,Chérif,1975,1,1,1975
Abdallah,Ennigrou,1975,1,1,1975
Abdallah,Fahoum,1975,1,1,1975
Abdallah,Garland,1975,1,1,1975
Abdallah,Hlel,1975,1,1,1975
Abdallah,Mokdad,1975,1,1,1975
Abdelhedi,Glenza,1975,1,1,1975
Abdeljaoued,Fehri,1975,1,2,1900
Abdeljaoued,Krichen,1975,1,1,1975
Abdeljaoued,Lakhoua,1975,1,1,1975
Abdelkafi,Cheikh,1975,1,1,1975
Abdelkafi,Zghal,1975,1,1,1975
Abdelli,Essebsi,1975,1,1,1975
Abdelmoula,Bouraoui,1975,1,1,1975
Abdelmoumen,Oueslati,1975,1,1,1975
Abdelmoumen,Oukhay,1975,1,1,1975
Abdulhay,Mechri,1975,1,1,1975
Abed,Assia,1975,1,1,1975
Abed,Chahmi,1975,1,1,1975
Abed,Hadid,1975,1,1,1975
Abed,Kechiche,1975,1,1,1975
Abla,Asli,1975,1,1,1975
Accacha,Bouchoucha,1975,1,1,1975
Ach,Khedim,1975,1,1,1975
Ach,Othman,1975,1,1,1975
Achour,Belkhiria,1975,1,1,1975
Achour,Yedder,1975,1,1,1975
Addad,Gastli,1975,1,1,1975
Affes,Chahed,1975,1,1,1975
Aguerbi,Anane,1975,1,1,1975
Aguir,Troudi,1975,1,1,1975
Ahmed,Haddad,1975,1,1,1975
Ahres,Elloumi,1975,1,1,1975
Aissaoui,Ennigrou,1975,2,2,1975
Aissi,Ali,1975,1,1,1975
Akrout,Bahi,1975,1,1,1975
Akrout,Mzali,1975,1,1,1975
Akrout,Rakam,1975,1,1,1975
Ali,Chedli,1975,1,1,1975
Ali,Hamzi,1975,1,1,1975
Ali,Jaziri,1975,1,1,1975
Ali,Jelili,1975,1,1,1975
Ali,Ourimi,1975,1,1,1975
Allani,Amor,1975,1,1,1975
Allouache,Stambouli,1975,1,1,1975
Almi,Cherif,1975,1,1,1975
Amal,Labidi,1975,1,1,1975
Amara,Lahdhiri,1975,1,1,1975
Amara,Majdoub,1975,2,2,1975
Ammar,Debbiche,1975,1,1,1975
Ammar,Kallala,1975,1,1,1975
Ammar,Mahjoub,1975,1,1,1975
Ammar,Rejiba,1975,1,1,1975
Ammar,Yedder,1975,2,2,1975
Amor,Malek,1975,1,1,1975
Amor,Zaouak,1975,1,1,1975
Amri,Mâatouk,1975,1,1,1975
Anane,Ayari,1975,1,1,1975
Annabi,Belhadj,1975,1,1,1975
Annabi,Bey,1975,1,1,1975
Annabi,Gammar,1975,1,1,1975
Annabi,Kaddour,1975,1,1,1975
Annabi,Mouaffak,1975,1,1,1975
Annabi,Sahli,1975,1,1,1975
Aoued,Hamila,1975,1,1,1975
Aoun,Kammoun,1975,1,1,1975
Aoun,Mouaffak,1975,1,1,1975
Arfa,M'timet,1975,1,1,1975
Arfaoui,Daghfous,1975,1,1,1975
Argui,Hamza,1975,1,1,1975
Askar,Garnaoui,1975,1,1,1975
Asli,Bouassida,1975,1,1,1975
Asli,Boudabbous,1975,1,1,1975
Asli,Tekaya,1975,1,1,1975
Ateb,Jouini,1975,1,1,1975
Attia,Mahjoub,1975,1,1,1975
Ayachi,Jaafoura,1975,1,1,1975
Ayadi,Mrad,1975,1,1,1975
Ayed,Bousnina,1975,1,1,1975
Ayed,Cherif,1975,1,1,1975
Azaiez,Chennoufi,1975,1,1,1975
Azizi,Temimi,1975,1,1,1975
Azzabi,Tobji,1975,1,1,1975
Aïssa,Bahi,1975,1,1,1975
Aïssa,Yedder,1975,1,1,1975
Baaziz,Bouraoui,1975,1,1,1975
Baccouche,Cherif,1975,1,2,1925
Badr,Sbaouelgi,1975,1,1,1975
Bahri,Harran,1975,1,1,1975
Bahri,Ketata,1975,1,1,1975
Bahri,Koubaa,1975,1,1,1975
Bahri,Troudi,1975,1,1,1975
Bakini,Lahmer,1975,1,1,1975
Baklouti,Fazaa,1975,1,1,1975
Baklouti,Hafsia,1975,1,1,1975
Balaâ,Slimane,1975,1,1,1975
Baoueb,Riahi,1975,1,1,1975
Baraket,Mouaffak,1975,1,3,1925
Baraket,Torjemane,1975,1,1,1975
Basly,Hantous,1975,1,1,1975
Bata,Bouhafa,1975,1,1,1975
Belhadj,Mustapha,1975,1,1,1975
Belhadj,Zarrouk,1975,1,1,1975
Belhassine,Gharbi,1975,1,1,1975
Belhouane,Triki,1975,1,1,1975
Belhoul,Kobrosli,1975,1,1,1975
Belkahia,Gafsi,1975,1,1,1975
Belkhiria,Maalel,1975,1,1,1975
Belkhodja,Fazaa,1975,1,1,1975
Belkhodja,Morjane,1975,1,1,1975
Bellakhdher,Chahmi,1975,1,1,1975
Bellalouna,Mlayah,1975,1,1,1975
Bennani,Bouzouita,1975,1,1,1975
Bennani,Khelifa,1975,1,1,1975
Bennani,Majoul,1975,1,1,1975
Bennour,Sarsar,1975,1,1,1975
Benzarti,Zouiten,1975,1,1,1975
Berguiga,Slama,1975,1,1,1975
Besbes,Slamia,1975,1,1,1975
Bessaidi,Mouaffak,1975,1,1,1975
Bessghaier,Razgallah,1975,1,1,1975
Bessrour,Doghri,1975,1,1,1975
Bey,Cherif,1975,1,5,1900
Bey,Ghorbel,1975,1,1,1975
Bey,Ghoul,1975,1,1,1975
Bey,Hamrouni,1975,1,1,1975
Bey,Kamoun,1975,1,1,1975
Bey,Mrad,1975,1,1,1975
Bey,Torgemane,1975,1,1,1975
Bey,Younes,1975,1,1,1975
Bouaissi,Tabka,1975,2,2,1975
Bouaoija,Lajnef,1975,1,1,1975
Boubaker,Ghafferi,1975,1,1,1975
Boubaker,Mahmoud,1975,1,1,1975
Boubaker,Saloua,1975,1,1,1975
Boubaker,Sidoumou,1975,1,1,1975
Boubaker,Troudi,1975,1,1,1975
Bouden,Lasram,1975,1,1,1975
Boufeden,Glenza,1975,1,1,1975
Boughzou,Mghirbi,1975,1,1,1975
Bouhadida,Khaddar,1975,1,1,1975
Bouhaha,Dziri,1975,1,1,1975
Bouhaouala,Daghfous,1975,1,1,1975
Bouhejba,Guezmir,1975,1,1,1975
Bouhlel,Mlayah,1975,1,1,1975
Boujbel,Mahjoub,1975,1,1,1975
Boukardougha,Jebali,1975,1,1,1975
Boukardougha,Zouaoui,1975,1,1,1975
Boukef,Khil,1975,1,1,1975
Boukhris,Naji,1975,1,1,1975
Boumaiza,Cherif,1975,1,1,1975
Bouquilon,Maaoui,1975,1,1,1975
Bouraoui,Ghachem,1975,1,1,1975
Bouraoui,Ghaleb,1975,1,1,1975
Bouraoui,Mufti,1975,1,1,1975
Bouslama,Lamine,1975,1,1,1975
Bousnina,Makni,1975,1,1,1975
Boussaidi,Lamia,1975,1,1,1975
Bousselmi,Sanhaji,1975,1,1,1975
Bouthour,Jed,1975,1,1,1975
Boutiba,Mrad,1975,1,1,1975
Boutiba,Sahli,1975,1,1,1975
Bouzguenda,Hamila,1975,1,1,1975
Bouziri,Stambouli,1975,1,1,1975
Bouzrara,Mechri,1975,1,1,1975
Brahem,Hachicha,1975,1,1,1975
Brahem,Lachhab,1975,1,1,1975
Brahem,Minaoui,1975,1,1,1975
Brini,Jelili,1975,1,1,1975
Chaabane,Kassar,1975,1,1,1975
Chaabane,Maamouri,1975,1,1,1975
Chaalala,Youssef,1975,1,1,1975
Chabchoub,Letaïef,1975,1,1,1975
Chahed,Mahjoub,1975,1,1,1975
Chahed,Ouanes,1975,1,1,1975
Chahed,Rezgui,1975,1,1,1975
Chahmi,Drissi,1975,1,1,1975
Chahtour,Kammoun,1975,1,1,1975
Challouf,Cherif,1975,1,1,1975
Chamari,Lakhoua,1975,1,1,1975
Chamari,Sanaa,1975,1,1,1975
Charni,Trabelsi,1975,1,1,1975
Chatti,Hamila,1975,1,1,1975
Chatti,Hedhli,1975,1,1,1975
Chedli,Yedder,1975,1,1,1975
Cheikh,Kamel,1975,1,1,1975
Cheikhrouhou,Saiji,1975,1,1,1975
Chekir,Fendri,1975,1,1,1975
Cherif,Ettabaa,1975,1,1,1975
Cherif,Hamida,1975,1,1,1975
Cherif,Moalla,1975,1,1,1975
Cherif,Nejah,1975,1,1,1975
Cherif,Ouertani,1975,1,1,1975
Cherif,Rihane,1975,1,1,1975
Ching,Youssef,1975,1,1,1975
Coupet,Mabrouk,1975,1,1,1975
Daghfous,Jeribi,1975,1,1,1975
Daoudi,Troudi,1975,1,1,1975
Darghouth,Lasram,1975,1,1,1975
Darghouth,Tekaya,1975,1,1,1975
Daw,Mziou,1975,1,1,1975
Debbiche,Youssef,1975,1,1,1975
Dellagi,Medimagh,1975,1,1,1975
Derouiche,Mokaddem,1975,1,1,1975
Derouiche,Zaied,1975,1,1,1975
Dhambri,Ezzeddine,1975,1,1,1975
Dhrif,Kahia,1975,1,1,1975
Djait,Gharbi,1975,1,1,1975
Djellouli,Soltane,1975,1,1,1975
Doghri,Lakhoua,1975,1,1,1975
Doghri,Mami,1975,1,1,1975
Doghri,Soltane,1975,1,1,1975
Doghri,Zouari,1975,1,1,1975
Dziri,Kacem,1975,1,1,1975
Dziri,Sedrine,1975,1,1,1975
Ellili,Tej,1975,1,1,1975
Elloumi,Marzouk,1975,1,1,1975
Elloumi,Soltani,1975,1,1,1975
Elloumi,Zitouna,1975,1,1,1975
Ellouze,Slimane,1975,1,1,1975
Ely,Mahjoub,1975,1,1,1975
Emazabel,Marouki,1975,1,1,1975
Ennaifer,Haddouk,1975,1,1,1975
Ennaifer,Kazoula,1975,1,1,1975
Essafi,Mahjoub,1975,1,1,1975
Essaïes,Naceur,1975,1,1,1975
Essebsi,Farhat,1975,1,1,1975
Essebsi,Jemaa,1975,1,1,1975
Essebsi,Kamoun,1975,1,1,1975
Essid,Hemriti,1975,1,1,1975
Essid,Mahjoub,1975,1,1,1975
Essoussi,Meddeb,1975,1,1,1975
Euch,Lasram,1975,1,1,1975
Euchi,Yamak,1975,1,1,1975
Ezzeddine,Khaddar,1975,1,1,1975
Ezzeddine,Slimane,1975,1,1,1975
Ezzeddine,Zitouna,1975,1,1,1975
Fadhel,Jebali,1975,1,1,1975
Fadhel,Naceur,1975,1,1,1975
Fahoum,Mahmoud,1975,1,1,1975
Fakhfakh,Turkia,1975,1,1,1975
Farah,Jaziri,1975,1,1,1975
Farah,Zitouna,1975,1,1,1975
Farhat,Mehio,1975,1,1,1975
Ferchichi,Lejri,1975,1,1,1975
Ferchichi,Maghrebi,1975,1,1,1975
Fersi,Gharbi,1975,1,1,1975
Fouad,Zaher,1975,1,1,1975
Frad,Kamel,1975,1,1,1975
Friaa,Hammami,1975,1,1,1975
Frih,Gannouni,1975,1,1,1975
Frikha,Kassar,1975,1,1,1975
Gaamour,Khemiri,1975,1,1,1975
Gabroun,Hayder,1975,1,1,1975
Gannouni,Kahla,1975,1,1,1975
Gannouni,Tarifa,1975,1,1,1975
Garaali,Khaddar,1975,1,1,1975
Garnaoui,Jelloun,1975,1,1,1975
Garnaoui,Meddeb,1975,1,1,1975
Ghandri,Mahjoub,1975,1,1,1975
Gharbi,Karafi,1975,1,1,1975
Ghariani,Safra,1975,1,1,1975
Ghariani,Trigui,1975,1,1,1975
Ghariani,Yedder,1975,1,1,1975
Ghoul,Triki,1975,1,1,1975
Ghoul,Turki,1975,1,1,1975
Giorgiana,Jed,1975,1,1,1975
Glenza,Maaroufi,1975,1,1,1975
Gouider,Khaddar,1975,1,1,1975
Grasso,Zitouna,1975,1,1,1975
Guiga,Mabrouk,1975,1,1,1975
Guinet,Mouaffak,1975,1,1,1975
Habibi,Khemiri,1975,1,1,1975
Hachicha,Yedder,1975,1,1,1975
Hadid,Hamadi,1975,1,1,1975
Hadid,Ksontini,1975,1,1,1975
Hadid,Mergheni,1975,1,1,1975
Hajjami,Mouaffak,1975,1,1,1975
Hajji,Trabelsi,1975,1,1,1975
Hamba,Slimani,1975,1,1,1975
Hamba,Soula,1975,1,1,1975
Hammami,Sarsar,1975,1,1,1975
Hannachi,Saad,1975,1,1,1975
Haoues,Romdhane,1975,1,1,1975
Harzallah,Louati,1975,1,1,1975
Hayder,Sfar,1975,1,1,1975
Hayder,Zargouni,1975,1,1,1975
Hemriti,Khazzar,1975,1,1,1975
Hentati,Khelil,1975,1,1,1975
Hentati,Sfar,1975,1,1,1975
Hervé,Louzir,1975,1,1,1975
Hicheri,Khatteche,1975,1,1,1975
Hicheri,Osman,1975,1,2,1900
Jaafoura,Osman,1975,1,1,1975
Jaafoura,Sbaouelgi,1975,1,1,1975
Jalloun,Mlayah,1975,1,1,1975
Jebali,Kamel,1975,1,1,1975
Jebri,Kamel,1975,1,1,1975
Jed,Sebaï,1975,1,1,1975
Jed,Zlitni,1975,1,1,1975
Jedidi,Turkia,1975,1,1,1975
Jelassi,Stambouli,1975,1,1,1975
Jemaa,Khouini,1975,1,1,1975
Jemail,Saiji,1975,1,1,1975
Jemiaa,Mahjoub,1975,1,1,1975
Jemiaa,Yedder,1975,1,1,1975
Jouini,Riahi,1975,1,1,1975
Kacem,Saidi,1975,1,1,1975
Kamel,Slimene,1975,1,1,1975
Kamel,Touil,1975,1,1,1975
Kammoun,Zaïed,1975,1,1,1975
Karrech,Tahenti,1975,1,1,1975
Kassar,Slama,1975,1,1,1975
Kastalli,Slama,1975,1,1,1975
Kchouk,Mamlouk,1975,1,1,1975
Kchouk,Saafi,1975,1,1,1975
Kchouk,Zaibi,1975,1,1,1975
Kedadouche,M'timet,1975,1,1,1975
Khaddar,Messaoud,1975,1,1,1975
Khaddar,Rachdi,1975,1,1,1975
Khaled,Khalifa,1975,1,1,1975
Khayem,Marouki,1975,1,1,1975
Khouaja,Youssef,1975,1,1,1975
Khrouf,Razgallah,1975,1,1,1975
Kobrosli,Salah,1975,1,1,1975
Kobrosli,Zaïri,1975,1,1,1975
Kort,Mghirbi,1975,1,1,1975
Koutar,Razgallah,1975,1,1,1975
Krimi,Marouki,1975,1,1,1975
Labidi,Verena,1975,1,1,1975
Lakhal,Stambouli,1975,1,1,1975
Laouirine,Yedder,1975,1,1,1975
Lasram,Mansour,1975,1,1,1975
Lasram,Sellami,1975,1,1,1975
Lengliz,Temimi,1975,1,1,1975
Louati,Razgallah,1975,1,1,1975
Louzir,Yamak,1975,1,1,1975
Maamouri,Mrabet,1975,1,2,1950
Maaoui,Zid,1975,1,1,1975
Mahjoub,Saada,1975,1,1,1975
Mahjoub,Tebourbi,1975,1,1,1975
Mahjoub,Trabelsi,1975,1,2,1950
Mahjoub,Zarrouk,1975,1,1,1975
Majdoub,Mghirbi,1975,1,1,1975
Majoul,Tanfous,1975,1,1,1975
Makhlouf,Youssef,1975,1,1,1975
Medassi,Stambouli,1975,1,1,1975
Meddeb,Mokaddem,1975,1,1,1975
Mehdoui,Nacef,1975,1,1,1975
Mestiri,Osman,1975,1,1,1975
Mezgheni,Mghirbi,1975,1,1,1975
Mghaieth,Yedder,1975,1,1,1975
Mohamed,Sbaouelgi,1975,1,1,1975
Mokdad,Mâamouri,1975,1,1,1975
Mokdad,Zmitri,1975,1,1,1975
Mouaffak,Sidommou,1975,1,1,1975
Moujbani,Osman,1975,1,1,1975
Mourali,Tounsi,1975,1,1,1975
Mrabet,Negra,1975,1,1,1975
Mufti,Nejma,1975,1,1,1975
Mziou,Salem,1975,1,1,1975
Mzoughi,Sadfi,1975,1,1,1975
Méliani,Ouertatani,1975,1,1,1975
Méliani,Romdhane,1975,1,1,1975
Nefzi,Razgallah,1975,1,1,1975
Neïli,Stambouli,1975,1,1,1975
Rahal,Sidoumou,1975,1,1,1975
Redjeb,Riahi,1975,1,1,1975
Romdhane,Temimi,1975,1,1,1975
Sahli,Trabelsi,1975,1,1,1975
Sahnoun,Troudi,1975,1,1,1975
Saiji,Tnani,1975,1,1,1975
Samandi,Yahia,1975,1,1,1975
Sanhaji,Turkia,1975,1,1,1975
Sarsar,Souissi,1975,1,1,1975
Talhaoui,Zarrouk,1975,1,1,1975
Tanfous,Zarrouk,1975,1,1,1975
Temimi,Trabelsi,1975,1,1,1975
Temimi,Yakhou,1975,1,1,1975
Thraya,Zmerli,1975,1,1,1975
Trabelsi,Troudi,1975,1,1,1975
Tritar,d'Anna,1975,1,1,1975
Troudi,Zerig,1975,1,1,1975
Yedder,Zarrouk,1975,1,1,1975
Abdeljaoued,Malek,2000,1,1,2000
Abdeljaoued,Msaed,2000,1,1,2000
Abdeljaoued,Sakli,2000,1,1,2000
Amara,Yedder,2000,1,1,2000
Baccar,Moussa,2000,1,1,2000
Baffoun,Youssef,2000,1,1,2000
Bahri,Essoussi,2000,1,1,2000
Bahri,Fekih,2000,1,1,2000
Bahri,Hamdia,2000,1,1,2000
Bahri,Jabberi,2000,1,1,2000
Belhadj,Maaoui,2000,1,1,2000
Bessaies,Kchouk,2000,1,1,2000
Bouraoui,Chaabouni,2000,1,1,2000
Bouraoui,Methemem,2000,1,1,2000
Bouraoui,Said,2000,1,1,2000
Bouzayen,Ghachem,2000,1,1,2000
Chaaba,Hamdia,2000,1,1,2000
Chebil,Mouaffak,2000,2,2,2000
Cherif,Darghouth,2000,1,2,1925
Darghouth,Seklani,2000,1,1,2000
Drissi,Maaoui,2000,1,1,2000
Fehri,Ghrairi,2000,1,1,2000
Fehri,Lanouar,2000,1,1,2000
Fekih,Hamdia,2000,1,1,2000
Ghachem,Seklani,2000,1,1,2000
Ghachem,Zaanouni,2000,1,1,2000
Hajjami,Torjemane,2000,1,1,2000
Harzallah,Moussa,2000,1,1,2000
Kamoun,Kechrid,2000,1,1,2000
Kchouk,Miled,2000,1,1,2000
Kechrid,Zenaidi,2000,1,1,2000
M'Rad,Miled,2000,1,1,2000
Marchaoui,Moussa,2000,1,1,2000
Mellouli,Moussa,2000,1,1,2000
Miled,Zakour,2000,1,1,2000
Moussa,Sakli,2000,1,1,2000
Moussa,Skhiri,2000,1,1,2000
Moussa,Slamia,2000,1,1,2000
Mzali,Slama,2000,1,1,2000
Aissa,Mrabet,2025,1,1,2025
Ali,Maamouri,2025,1,2,1850
Chaabane,Ghachem,2025,1,1,2025
Chaabane,Hammi,2025,1,1,2025
Chaabane,Kateb,2025,1,1,2025
Chaabane,Maherzi,2025,1,1,2025
Chaabane,Mrabet,2025,1,1,2025
Manai,Mrabet,2025,1,1,2025
Meddeb,Mrabet,2025,1,1,2025
Mrabet,Saidi,2025,1,1,2025
