issue_uid,collection,language,year,issue,md_url,pdf_url,viewer_url,pdf_size_bytes,http_status,content_type,bytes,sha256,etag_md5,etag_matches_body,n_pages,arabic_char_frac,script_lang,status,local_path,fetched_at,attempts,error
journal-officiel/fr/1971/024,journal-officiel,fr,1971,024,https://ocr.jort.tn/journal-officiel/fr/1971/024.md,https://lake.jort.tn/journal-officiel/fr/1971/024.pdf,https://jort.tn/view/journal-officiel/fr/1971/024,5305275,200,text/markdown; charset=utf-8,254253,28fa53d4bcb72bcf8b8c142600e44775f21c67976f8fca83199aa23d714f8b20,"W/""608a5454c168207381538ee5cd6a01ac",False,52,0.0,fr,ok,data/raw/journal-officiel/fr/1971/024.md,2026-09-12T13:40:24+00:00,1,
journal-officiel/fr/1971/025,journal-officiel,fr,1971,025,https://ocr.jort.tn/journal-officiel/fr/1971/025.md,https://lake.jort.tn/journal-officiel/fr/1971/025.pdf,https://jort.tn/view/journal-officiel/fr/1971/025,3692832,200,text/markdown; charset=utf-8,178814,867b53ff74daacb81ab6a49ef6e4b8d3f36fea509c42fec383a15c4eddbfd6d6,"W/""3f1492508a1615b9abfa359adc89e5c2",False,36,0.0,fr,ok,data/raw/journal-officiel/fr/1971/025.md,2026-09-12T13:40:24+00:00,1,
journal-officiel/fr/1971/026,journal-officiel,fr,1971,026,https://ocr.jort.tn/journal-officiel/fr/1971/026.md,https://lake.jort.tn/journal-officiel/fr/1971/026.pdf,https://jort.tn/view/journal-officiel/fr/1971/026,3424170,200,text/markdown; charset=utf-8,172992,d905a205ccdbf8c64671884b70dbf661758ccafc8986281eb63dc69bc3e3a1e3,"W/""7c82cd900ee301b901859881308cb451",False,32,0.0001,fr,ok,data/raw/journal-officiel/fr/1971/026.md,2026-09-12T13:40:24+00:00,1,
journal-officiel/fr/1971/027,journal-officiel,fr,1971,027,https://ocr.jort.tn/journal-officiel/fr/1971/027.md,https://lake.jort.tn/journal-officiel/fr/1971/027.pdf,https://jort.tn/view/journal-officiel/fr/1971/027,6049845,200,text/markdown; charset=utf-8,271296,142c34d4eb957aafdb26a1400bb3191fc74c4ff8fc8a3cb3fa40064cf369ed34,"W/""6ba1e2536e331c77c4a2ca2b4ea41308",False,52,0.0,fr,ok,data/raw/journal-officiel/fr/1971/027.md,2026-09-12T13:40:24+00:00,1,
journal-officiel/fr/1971/028,journal-officiel,fr,1971,028,https://ocr.jort.tn/journal-officiel/fr/1971/028.md,https://lake.jort.tn/journal-officiel/fr/1971/028.pdf,https://jort.tn/view/journal-officiel/fr/1971/028,3175949,200,text/markdown; charset=utf-8,140058,285b049e5f0051fb32d188e6834bf3aff1f17a11bf47f386a170b99b4dd8b911,"W/""f16b8832f1f3d12ec65044d0d962bb6e",False,28,0.0,fr,ok,data/raw/journal-officiel/fr/1971/028.md,2026-09-12T13:40:24+00:00,1,
journal-officiel/fr/1971/029,journal-officiel,fr,1971,029,https://ocr.jort.tn/journal-officiel/fr/1971/029.md,https://lake.jort.tn/journal-officiel/fr/1971/029.pdf,https://jort.tn/view/journal-officiel/fr/1971/029,7262804,200,text/markdown; charset=utf-8,306052,b58387aeca1548d3ddbb6aa889872ea46612919986ae152e50f1adccd675f477,"W/""c22e774c6a2746d043664d376feb3af5",False,60,0.0,fr,ok,data/raw/journal-officiel/fr/1971/029.md,2026-09-12T13:40:24+00:00,1,
journal-officiel/fr/1971/030,journal-officiel,fr,1971,030,https://ocr.jort.tn/journal-officiel/fr/1971/030.md,https://lake.jort.tn/journal-officiel/fr/1971/030.pdf,https://jort.tn/view/journal-officiel/fr/1971/030,3755006,200,text/markdown; charset=utf-8,163228,d806ced7b7e0119555954667e9b380010f22d3013e4b96e163432c7de515db72,"W/""1bb9d17feaec776dc992bea17ca554b4",False,32,0.0,fr,ok,data/raw/journal-officiel/fr/1971/030.md,2026-09-12T13:40:24+00:00,1,
journal-officiel/fr/1971/031,journal-officiel,fr,1971,031,https://ocr.jort.tn/journal-officiel/fr/1971/031.md,https://lake.jort.tn/journal-officiel/fr/1971/031.pdf,https://jort.tn/view/journal-officiel/fr/1971/031,5352480,200,text/markdown; charset=utf-8,212636,77e7d850be4f31f12c4f7fe4a0aa4b228f8ff3363b6498af37c2205df5fc630c,"W/""3ebbada7877e813138cc76a5c64a35bb",False,48,0.0001,fr,ok,data/raw/journal-officiel/fr/1971/031.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/032,journal-officiel,fr,1971,032,https://ocr.jort.tn/journal-officiel/fr/1971/032.md,https://lake.jort.tn/journal-officiel/fr/1971/032.pdf,https://jort.tn/view/journal-officiel/fr/1971/032,5284975,200,text/markdown; charset=utf-8,209608,6d663d69f2d3ed70a7016bb31c270a4e005ef56a2f5df1966c3fcde7439253a5,"W/""e42482bb3585ea2398d9a24b1428f41d",False,40,0.0001,fr,ok,data/raw/journal-officiel/fr/1971/032.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/033,journal-officiel,fr,1971,033,https://ocr.jort.tn/journal-officiel/fr/1971/033.md,https://lake.jort.tn/journal-officiel/fr/1971/033.pdf,https://jort.tn/view/journal-officiel/fr/1971/033,1671934,200,text/markdown; charset=utf-8,65730,5cbb191b8a524ac0b7ef68f747e27c41b92e17bf7e0d8d3b5d5cd5961672163f,"W/""06803677f1deda20748e6c319be1073e",False,16,0.0,fr,ok,data/raw/journal-officiel/fr/1971/033.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/034,journal-officiel,fr,1971,034,https://ocr.jort.tn/journal-officiel/fr/1971/034.md,https://lake.jort.tn/journal-officiel/fr/1971/034.pdf,https://jort.tn/view/journal-officiel/fr/1971/034,3741224,200,text/markdown; charset=utf-8,158230,8948b36d87fe03f36468563d9736d2565cfbff3f60b6bcc3aa5f4cf7430d587f,"W/""83293cc189aa7ad119c025121288e4e9",False,32,0.0001,fr,ok,data/raw/journal-officiel/fr/1971/034.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/035,journal-officiel,fr,1971,035,https://ocr.jort.tn/journal-officiel/fr/1971/035.md,https://lake.jort.tn/journal-officiel/fr/1971/035.pdf,https://jort.tn/view/journal-officiel/fr/1971/035,4962244,200,text/markdown; charset=utf-8,208160,4c7067e50b6c0c5e805a11cb413e39755bdbab4f775f1093b1aeed66b430fbe6,"W/""fbccabe7ffd81a1e491e0255ba956682",False,40,0.0001,fr,ok,data/raw/journal-officiel/fr/1971/035.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/036,journal-officiel,fr,1971,036,https://ocr.jort.tn/journal-officiel/fr/1971/036.md,https://lake.jort.tn/journal-officiel/fr/1971/036.pdf,https://jort.tn/view/journal-officiel/fr/1971/036,5059305,200,text/markdown; charset=utf-8,207064,c96586dd617824159d189e3a32465be80b0f24812be5a560e1e0c5b9b5cfb999,"W/""1110901b4c17635f68da5546d666b603",False,40,0.0001,fr,ok,data/raw/journal-officiel/fr/1971/036.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/037,journal-officiel,fr,1971,037,https://ocr.jort.tn/journal-officiel/fr/1971/037.md,https://lake.jort.tn/journal-officiel/fr/1971/037.pdf,https://jort.tn/view/journal-officiel/fr/1971/037,2858285,200,text/markdown; charset=utf-8,122465,1476f570bd262da04abb41d45fdb740d65faad3cea6ac7cfd8289936bdfbdaf9,"W/""c163fe9d18abad71b64cc59fb4ce8176",False,24,0.0,fr,ok,data/raw/journal-officiel/fr/1971/037.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/038,journal-officiel,fr,1971,038,https://ocr.jort.tn/journal-officiel/fr/1971/038.md,https://lake.jort.tn/journal-officiel/fr/1971/038.pdf,https://jort.tn/view/journal-officiel/fr/1971/038,906697,200,text/markdown; charset=utf-8,36668,6960ea26480b41f933011bc4e5aab50393fe8f0a7031f4faca10a893e00d3326,"W/""cb7cd27ec8d89c98e2dbde3b5f4511b4",False,8,0.0,fr,ok,data/raw/journal-officiel/fr/1971/038.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/039,journal-officiel,fr,1971,039,https://ocr.jort.tn/journal-officiel/fr/1971/039.md,https://lake.jort.tn/journal-officiel/fr/1971/039.pdf,https://jort.tn/view/journal-officiel/fr/1971/039,5766355,200,text/markdown; charset=utf-8,238525,b477ac054981796901e450bbf2a8c73669d16e03aa40bc01d0c6fb396bb00437,"W/""257b1a51dcfb7126a51a97debc46ea0b",False,44,0.0001,fr,ok,data/raw/journal-officiel/fr/1971/039.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/040,journal-officiel,fr,1971,040,https://ocr.jort.tn/journal-officiel/fr/1971/040.md,https://lake.jort.tn/journal-officiel/fr/1971/040.pdf,https://jort.tn/view/journal-officiel/fr/1971/040,4220628,200,text/markdown; charset=utf-8,179428,d49d3e4c49eac89059f84ae8250b9bee0ec9c98ca38e706cfbb827ac33b209f1,"W/""8e2bbc9f40bdb14ade2a742b8f51633c",False,32,0.0001,fr,ok,data/raw/journal-officiel/fr/1971/040.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/041,journal-officiel,fr,1971,041,https://ocr.jort.tn/journal-officiel/fr/1971/041.md,https://lake.jort.tn/journal-officiel/fr/1971/041.pdf,https://jort.tn/view/journal-officiel/fr/1971/041,3255393,200,text/markdown; charset=utf-8,139679,30a0782ab933ba9a938dd8cad2b66c66a29af485d318e8fd62c406f553a17d79,"W/""fe6a81ae475e811a1445423b382b07f5",False,28,0.0001,fr,ok,data/raw/journal-officiel/fr/1971/041.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/042,journal-officiel,fr,1971,042,https://ocr.jort.tn/journal-officiel/fr/1971/042.md,https://lake.jort.tn/journal-officiel/fr/1971/042.pdf,https://jort.tn/view/journal-officiel/fr/1971/042,798223,200,text/markdown; charset=utf-8,28982,4f6f9f2b5bc905000a25a665c264c3d5cddfc42f64f3353cd5b40a058e905305,"W/""f31ac21d3b229285e1c4f04d1a4a9355",False,8,0.0007,fr,ok,data/raw/journal-officiel/fr/1971/042.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/043,journal-officiel,fr,1971,043,https://ocr.jort.tn/journal-officiel/fr/1971/043.md,https://lake.jort.tn/journal-officiel/fr/1971/043.pdf,https://jort.tn/view/journal-officiel/fr/1971/043,4309343,200,text/markdown; charset=utf-8,170058,ec6394f8a5bb47f325968180d85804c04f3ab78d552ccc05a37bf5bdc50b0935,"W/""45513f7413d89382df1867dd29f38cdd",False,44,0.0,fr,ok,data/raw/journal-officiel/fr/1971/043.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/044,journal-officiel,fr,1971,044,https://ocr.jort.tn/journal-officiel/fr/1971/044.md,https://lake.jort.tn/journal-officiel/fr/1971/044.pdf,https://jort.tn/view/journal-officiel/fr/1971/044,5051034,200,text/markdown; charset=utf-8,210264,6d19688c34718cd654e71e79dbd5e7cb8e2ecd7034c56a64c4cf25d4d1b56ba5,"W/""f55f6564ceb4a5af6811534f76a2b582",False,44,0.0,fr,ok,data/raw/journal-officiel/fr/1971/044.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/045,journal-officiel,fr,1971,045,https://ocr.jort.tn/journal-officiel/fr/1971/045.md,https://lake.jort.tn/journal-officiel/fr/1971/045.pdf,https://jort.tn/view/journal-officiel/fr/1971/045,2438626,200,text/markdown; charset=utf-8,97686,2f48025328c281714319afe03454797b470543c3f0e947d10207704afa07a616,"W/""87fcff16ee8e8fbfbe53039fe7345182",False,20,0.0002,fr,ok,data/raw/journal-officiel/fr/1971/045.md,2026-09-12T13:40:25+00:00,1,
journal-officiel/fr/1971/046,journal-officiel,fr,1971,046,https://ocr.jort.tn/journal-officiel/fr/1971/046.md,https://lake.jort.tn/journal-officiel/fr/1971/046.pdf,https://jort.tn/view/journal-officiel/fr/1971/046,1987763,200,text/markdown; charset=utf-8,93046,ea701c09ca20bf324c79bcd101cde6b612f5146e8dc2993e82a55bdf6009890f,"W/""150f8e17d9109a727f5f1845286151bc",False,20,0.0,fr,ok,data/raw/journal-officiel/fr/1971/046.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/047,journal-officiel,fr,1971,047,https://ocr.jort.tn/journal-officiel/fr/1971/047.md,https://lake.jort.tn/journal-officiel/fr/1971/047.pdf,https://jort.tn/view/journal-officiel/fr/1971/047,1370316,200,text/markdown; charset=utf-8,55714,fb104bf1d85b112cee2ea9a426b7350ec27341fc50761e5d895c19c0257a6e53,"W/""4819749c63e6778919d020ab8b60d6c3",False,16,0.0,fr,ok,data/raw/journal-officiel/fr/1971/047.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/048,journal-officiel,fr,1971,048,https://ocr.jort.tn/journal-officiel/fr/1971/048.md,https://lake.jort.tn/journal-officiel/fr/1971/048.pdf,https://jort.tn/view/journal-officiel/fr/1971/048,3485092,200,text/markdown; charset=utf-8,145601,ffea7f638befa67af1e470db53c56ec1f23bf32fd470879b9aa57adc61a824d5,"W/""7c662fefd449a262e9ef2fd56502438f",False,28,0.0,fr,ok,data/raw/journal-officiel/fr/1971/048.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/049,journal-officiel,fr,1971,049,https://ocr.jort.tn/journal-officiel/fr/1971/049.md,https://lake.jort.tn/journal-officiel/fr/1971/049.pdf,https://jort.tn/view/journal-officiel/fr/1971/049,4895708,200,text/markdown; charset=utf-8,201060,3a12ebc9db57ed94cbc0992deff5c8fc96dbbb3d8d9d7cd76404ba57e7928c00,"W/""f1189bed76f8a81ce3378aa4b10415ac",False,40,0.0,fr,ok,data/raw/journal-officiel/fr/1971/049.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/050,journal-officiel,fr,1971,050,https://ocr.jort.tn/journal-officiel/fr/1971/050.md,https://lake.jort.tn/journal-officiel/fr/1971/050.pdf,https://jort.tn/view/journal-officiel/fr/1971/050,2451851,200,text/markdown; charset=utf-8,102914,1210d433c24dccb4097fe0e683e8b2b5b2c191509531acfd5cbcec8f98a8d394,"W/""087bc77525b2132a61be53e60c10f809",False,20,0.0,fr,ok,data/raw/journal-officiel/fr/1971/050.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/051,journal-officiel,fr,1971,051,https://ocr.jort.tn/journal-officiel/fr/1971/051.md,https://lake.jort.tn/journal-officiel/fr/1971/051.pdf,https://jort.tn/view/journal-officiel/fr/1971/051,1707543,200,text/markdown; charset=utf-8,76888,a5170ac36af49712761235b25c2578fb5a0882c44c2f055d45429e0c79e069c6,"W/""1103b0c41497456256273f4ff720c5b6",False,16,0.0,fr,ok,data/raw/journal-officiel/fr/1971/051.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/052,journal-officiel,fr,1971,052,https://ocr.jort.tn/journal-officiel/fr/1971/052.md,https://lake.jort.tn/journal-officiel/fr/1971/052.pdf,https://jort.tn/view/journal-officiel/fr/1971/052,5271819,200,text/markdown; charset=utf-8,264817,9eb5afa8e0c05b964c22e169f4b0a2ea3d97e3ed3291d88cc024bb2b92825715,"W/""29fe52039b159f3dc93a8db39b0fc404",False,56,0.0,fr,ok,data/raw/journal-officiel/fr/1971/052.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/053,journal-officiel,fr,1971,053,https://ocr.jort.tn/journal-officiel/fr/1971/053.md,https://lake.jort.tn/journal-officiel/fr/1971/053.pdf,https://jort.tn/view/journal-officiel/fr/1971/053,4078988,200,text/markdown; charset=utf-8,176808,138c22c695ad1b6fb4310e09d3fc1f456134254aaf896afc7c43a6e77a65edee,"W/""38412c676f2fd55d0b89190f46de8a07",False,32,0.0,fr,ok,data/raw/journal-officiel/fr/1971/053.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/054,journal-officiel,fr,1971,054,https://ocr.jort.tn/journal-officiel/fr/1971/054.md,https://lake.jort.tn/journal-officiel/fr/1971/054.pdf,https://jort.tn/view/journal-officiel/fr/1971/054,5111704,200,text/markdown; charset=utf-8,247215,094ce2e67a681358433698f46ca792592f63b522fee755e6b087c40ae5b7a0b4,"W/""b54c9565670a719b740e8368372bbb3c",False,48,0.0,fr,ok,data/raw/journal-officiel/fr/1971/054.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/055,journal-officiel,fr,1971,055,https://ocr.jort.tn/journal-officiel/fr/1971/055.md,https://lake.jort.tn/journal-officiel/fr/1971/055.pdf,https://jort.tn/view/journal-officiel/fr/1971/055,1763002,200,text/markdown; charset=utf-8,76370,e0393ed19095c925c43f943102dd2fec9ba5b73333c768e40a21e933d674d79c,"W/""414743a85baee75610f217795755fa50",False,20,0.0,fr,ok,data/raw/journal-officiel/fr/1971/055.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/056,journal-officiel,fr,1971,056,https://ocr.jort.tn/journal-officiel/fr/1971/056.md,https://lake.jort.tn/journal-officiel/fr/1971/056.pdf,https://jort.tn/view/journal-officiel/fr/1971/056,2654707,200,text/markdown; charset=utf-8,126453,ee76830c6adb50e8c55d070873ee8806989124ab8b9528aa773bf2165dd33b53,"W/""73d4f081daadbaab9bb4c24a4b08fa42",False,24,0.0,fr,ok,data/raw/journal-officiel/fr/1971/056.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1971/057,journal-officiel,fr,1971,057,https://ocr.jort.tn/journal-officiel/fr/1971/057.md,https://lake.jort.tn/journal-officiel/fr/1971/057.pdf,https://jort.tn/view/journal-officiel/fr/1971/057,6206726,200,text/markdown; charset=utf-8,265047,c020e7349d79e19ee51e0ea6e22817e709a6d0597d001284abb54e62539d3eb9,"W/""f134777ff458cf6d442d9fedd21b83c5",False,60,0.0,fr,ok,data/raw/journal-officiel/fr/1971/057.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1972/001,journal-officiel,fr,1972,001,https://ocr.jort.tn/journal-officiel/fr/1972/001.md,https://lake.jort.tn/journal-officiel/fr/1972/001.pdf,https://jort.tn/view/journal-officiel/fr/1972/001,3023233,200,text/markdown; charset=utf-8,125652,95ce32bec279c248adb49f30c95c927c7e363007770f28eb5312a552deab1491,"W/""cd815c06c9530e44b1a35ef5eeb80cb6",False,28,0.0,fr,ok,data/raw/journal-officiel/fr/1972/001.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1972/002,journal-officiel,fr,1972,002,https://ocr.jort.tn/journal-officiel/fr/1972/002.md,https://lake.jort.tn/journal-officiel/fr/1972/002.pdf,https://jort.tn/view/journal-officiel/fr/1972/002,2025142,200,text/markdown; charset=utf-8,84673,940cfe788ecec2a987f170259370a6eb25988407e36b2b7313471e5e236a599c,"W/""20dda1481475eff95e701b83c41e435e",False,16,0.0002,fr,ok,data/raw/journal-officiel/fr/1972/002.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1972/003,journal-officiel,fr,1972,003,https://ocr.jort.tn/journal-officiel/fr/1972/003.md,https://lake.jort.tn/journal-officiel/fr/1972/003.pdf,https://jort.tn/view/journal-officiel/fr/1972/003,3707683,200,text/markdown; charset=utf-8,153136,f1ca3b418bc1e51091b983e372f65c1a75f5b8b37075b8732817a736ef321613,"W/""cc7639703098dab04fb84c83108be2ce",False,28,0.0001,fr,ok,data/raw/journal-officiel/fr/1972/003.md,2026-09-12T13:40:26+00:00,1,
journal-officiel/fr/1972/004,journal-officiel,fr,1972,004,https://ocr.jort.tn/journal-officiel/fr/1972/004.md,https://lake.jort.tn/journal-officiel/fr/1972/004.pdf,https://jort.tn/view/journal-officiel/fr/1972/004,4431842,200,text/markdown; charset=utf-8,189048,b38a4a401d787ccf1ddecc90f723ae17be82c21cb64c2bb2447cd4fa9dd1d6b0,"W/""4638098a0ed0a03526b48fd28f8961ab",False,36,0.0001,fr,ok,data/raw/journal-officiel/fr/1972/004.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/005,journal-officiel,fr,1972,005,https://ocr.jort.tn/journal-officiel/fr/1972/005.md,https://lake.jort.tn/journal-officiel/fr/1972/005.pdf,https://jort.tn/view/journal-officiel/fr/1972/005,4342368,200,text/markdown; charset=utf-8,183530,ebf7eac1491fc361864e6c50f016ac81cc451b323b01bd57fb00354768be07e9,"W/""cabb276af6570730a1833f02ff8330f5",False,32,0.0001,fr,ok,data/raw/journal-officiel/fr/1972/005.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/006,journal-officiel,fr,1972,006,https://ocr.jort.tn/journal-officiel/fr/1972/006.md,https://lake.jort.tn/journal-officiel/fr/1972/006.pdf,https://jort.tn/view/journal-officiel/fr/1972/006,5584033,200,text/markdown; charset=utf-8,243196,1026793cd466e4cc5d320ccb1d2bd143e131e6b500d9fa239c385b028cc2d0a8,"W/""7e00730ccd1c057c810503e1b1109b0a",False,48,0.0048,fr,ok,data/raw/journal-officiel/fr/1972/006.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/007,journal-officiel,fr,1972,007,https://ocr.jort.tn/journal-officiel/fr/1972/007.md,https://lake.jort.tn/journal-officiel/fr/1972/007.pdf,https://jort.tn/view/journal-officiel/fr/1972/007,4476594,200,text/markdown; charset=utf-8,181835,cf39cccba8b4d8e0c473ce67b8be2c649876b84dc2db31d3eedc5dd88fb2e33b,"W/""006c717e4eabab1db5550452aa064027",False,36,0.0,fr,ok,data/raw/journal-officiel/fr/1972/007.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/008,journal-officiel,fr,1972,008,https://ocr.jort.tn/journal-officiel/fr/1972/008.md,https://lake.jort.tn/journal-officiel/fr/1972/008.pdf,https://jort.tn/view/journal-officiel/fr/1972/008,4153082,200,text/markdown; charset=utf-8,166949,8b679e49c872a0ee7321353351ba2a08ad48d7ece42a8de80dc629ab4e45b434,"W/""870fc31700de79705c6aa50174dbda2f",False,32,0.0,fr,ok,data/raw/journal-officiel/fr/1972/008.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/009,journal-officiel,fr,1972,009,https://ocr.jort.tn/journal-officiel/fr/1972/009.md,https://lake.jort.tn/journal-officiel/fr/1972/009.pdf,https://jort.tn/view/journal-officiel/fr/1972/009,4089253,200,text/markdown; charset=utf-8,174119,5c7386ef3922767910dadbb2b0fc661bcebc9d16e9c23c28b2d46e5dc0fa8d22,"W/""0c233437ae2b9b36e98d0d5a3f83d34e",False,36,0.0,fr,ok,data/raw/journal-officiel/fr/1972/009.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/010,journal-officiel,fr,1972,010,https://ocr.jort.tn/journal-officiel/fr/1972/010.md,https://lake.jort.tn/journal-officiel/fr/1972/010.pdf,https://jort.tn/view/journal-officiel/fr/1972/010,2286650,200,text/markdown; charset=utf-8,98255,2a7a715bdffb5fc1b87fdf090f034928611f717611cc5e551558c50d999867bf,"W/""61c9e6956c031409ffc93587136c5348",False,20,0.0,fr,ok,data/raw/journal-officiel/fr/1972/010.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/011,journal-officiel,fr,1972,011,https://ocr.jort.tn/journal-officiel/fr/1972/011.md,https://lake.jort.tn/journal-officiel/fr/1972/011.pdf,https://jort.tn/view/journal-officiel/fr/1972/011,3674049,200,text/markdown; charset=utf-8,158746,90b119f49f68f1a327af5f3e5ee6a4c4f51a72bb4537830da61058ae4437a9fc,"W/""e4876d42abfd0dde88770720a3772942",False,32,0.0,fr,ok,data/raw/journal-officiel/fr/1972/011.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/012,journal-officiel,fr,1972,012,https://ocr.jort.tn/journal-officiel/fr/1972/012.md,https://lake.jort.tn/journal-officiel/fr/1972/012.pdf,https://jort.tn/view/journal-officiel/fr/1972/012,2917079,200,text/markdown; charset=utf-8,125301,84e065c772170255ce4af0cc487b08f0c427232776df9f71ddf06704547b1368,"W/""f463789b381861e23f6e78ba4d4d1398",False,28,0.0,fr,ok,data/raw/journal-officiel/fr/1972/012.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/013,journal-officiel,fr,1972,013,https://ocr.jort.tn/journal-officiel/fr/1972/013.md,https://lake.jort.tn/journal-officiel/fr/1972/013.pdf,https://jort.tn/view/journal-officiel/fr/1972/013,4333287,200,text/markdown; charset=utf-8,187365,930b9b27736d0986fe874245f2a08cb449dd42750ed76c4f38e8384adc898123,"W/""7fbd6487fd704e43ebb9895448bc914a",False,36,0.0,fr,ok,data/raw/journal-officiel/fr/1972/013.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/014,journal-officiel,fr,1972,014,https://ocr.jort.tn/journal-officiel/fr/1972/014.md,https://lake.jort.tn/journal-officiel/fr/1972/014.pdf,https://jort.tn/view/journal-officiel/fr/1972/014,5768701,200,text/markdown; charset=utf-8,227522,33268854836d84969e49e018216dd768cc3b5cde6f338417b12dc2d4022606ff,"W/""d4d4d51a9f8548edc59d7f9550e7ae73",False,44,0.0001,fr,ok,data/raw/journal-officiel/fr/1972/014.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/015,journal-officiel,fr,1972,015,https://ocr.jort.tn/journal-officiel/fr/1972/015.md,https://lake.jort.tn/journal-officiel/fr/1972/015.pdf,https://jort.tn/view/journal-officiel/fr/1972/015,5525010,200,text/markdown; charset=utf-8,235445,bb8a7d1dc48f7a6bd413026e1488c4f07d70773624ece94337aa9c1bdfa6e3d4,"W/""cad4eccccca46fe6b5282b41b39d395e",False,44,0.0001,fr,ok,data/raw/journal-officiel/fr/1972/015.md,2026-09-12T13:40:28+00:00,1,
journal-officiel/fr/1972/016,journal-officiel,fr,1972,016,https://ocr.jort.tn/journal-officiel/fr/1972/016.md,https://lake.jort.tn/journal-officiel/fr/1972/016.pdf,https://jort.tn/view/journal-officiel/fr/1972/016,4374313,200,text/markdown; charset=utf-8,188576,989ffa9465dcf44fc586ae2b03fee97ff1ee36b0781e242733c246485f3af406,"W/""41baa6ab262095ff5ce130d89a244762",False,36,0.0001,fr,ok,data/raw/journal-officiel/fr/1972/016.md,2026-09-12T13:40:27+00:00,1,
journal-officiel/fr/1972/017,journal-officiel,fr,1972,017,https://ocr.jort.tn/journal-officiel/fr/1972/017.md,https://lake.jort.tn/journal-officiel/fr/1972/017.pdf,https://jort.tn/view/journal-officiel/fr/1972/017,5706762,200,text/markdown; charset=utf-8,239582,b27431700134fd06737886b6d32014376a93aa0088ddd4ac83fe328d724a0510,"W/""e918b9c3e3a0ff631f639714c160f56f",False,44,0.0001,fr,ok,data/raw/journal-officiel/fr/1972/017.md,2026-09-12T13:40:28+00:00,1,
journal-officiel/fr/1972/018,journal-officiel,fr,1972,018,https://ocr.jort.tn/journal-officiel/fr/1972/018.md,https://lake.jort.tn/journal-officiel/fr/1972/018.pdf,https://jort.tn/view/journal-officiel/fr/1972/018,4684914,200,text/markdown; charset=utf-8,200719,57a73546e4062cbb89c5d46755fdac021cad072faa6ca3f8d1db48edb7dbae77,"W/""c69d7b9525665fe0523ccefa1e243d84",False,40,0.0,fr,ok,data/raw/journal-officiel/fr/1972/018.md,2026-09-12T13:40:28+00:00,1,
journal-officiel/fr/1972/019,journal-officiel,fr,1972,019,https://ocr.jort.tn/journal-officiel/fr/1972/019.md,https://lake.jort.tn/journal-officiel/fr/1972/019.pdf,https://jort.tn/view/journal-officiel/fr/1972/019,7386657,200,text/markdown; charset=utf-8,306259,d828a6b3ba6b6ba6516a25f166ad2b0a9b943dfc82a8f07aeb91b12fcae80e29,"W/""c38a10cf87831e6ac2e264dde1ccdaa4",False,56,0.0001,fr,ok,data/raw/journal-officiel/fr/1972/019.md,2026-09-12T13:40:28+00:00,1,
