issue_uid,collection,language,year,issue,md_url,pdf_url,viewer_url,pdf_size_bytes,http_status,content_type,bytes,sha256,etag_md5,etag_matches_body,n_pages,arabic_char_frac,script_lang,status,local_path,fetched_at,attempts,error
annonces-legales/fr/2004/011,annonces-legales,fr,2004,011,https://ocr.jort.tn/annonces-legales/fr/2004/011.md,https://lake.jort.tn/annonces-legales/fr/2004/011.pdf,https://jort.tn/view/annonces-legales/fr/2004/011,199200,200,text/markdown; charset=utf-8,77772,7090ec666ed27ca057661b5433b17dfc59582c902d2940a39159f0c3684fc114,"W/""93abb25357693794425d9bcc6f6c2234",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/011.md,2026-09-12T13:34:32+00:00,1,
annonces-legales/fr/2004/012,annonces-legales,fr,2004,012,https://ocr.jort.tn/annonces-legales/fr/2004/012.md,https://lake.jort.tn/annonces-legales/fr/2004/012.pdf,https://jort.tn/view/annonces-legales/fr/2004/012,478760,200,text/markdown; charset=utf-8,118214,ff651a785fe1774eb8c4c4ecd0ea17fbe48b5bb6751218a06e9c8a8bec5e5670,"W/""36fa46638e0d0635ca98e3bc92b970fe",False,27,0.0,fr,ok,data/raw/annonces-legales/fr/2004/012.md,2026-09-12T13:34:32+00:00,1,
annonces-legales/fr/2004/013,annonces-legales,fr,2004,013,https://ocr.jort.tn/annonces-legales/fr/2004/013.md,https://lake.jort.tn/annonces-legales/fr/2004/013.pdf,https://jort.tn/view/annonces-legales/fr/2004/013,188502,200,text/markdown; charset=utf-8,66718,93b0a22f91ba1e92dfaa932bfe4cc3afc0edc1a965c655ed13751d871fb793d4,"W/""365478ec3370f7dc89f724ca47a150ef",False,14,0.0,fr,ok,data/raw/annonces-legales/fr/2004/013.md,2026-09-12T13:34:32+00:00,1,
annonces-legales/fr/2004/014,annonces-legales,fr,2004,014,https://ocr.jort.tn/annonces-legales/fr/2004/014.md,https://lake.jort.tn/annonces-legales/fr/2004/014.pdf,https://jort.tn/view/annonces-legales/fr/2004/014,183256,200,text/markdown; charset=utf-8,62832,116c4ef41896a0f6b692ce545aa9730e91d116a57d6bde640a0e98386964065b,"W/""3ae27b7420b33adb159faa6a2fec05a9",False,14,0.0,fr,ok,data/raw/annonces-legales/fr/2004/014.md,2026-09-12T13:34:32+00:00,1,
annonces-legales/fr/2004/015,annonces-legales,fr,2004,015,https://ocr.jort.tn/annonces-legales/fr/2004/015.md,https://lake.jort.tn/annonces-legales/fr/2004/015.pdf,https://jort.tn/view/annonces-legales/fr/2004/015,190754,200,text/markdown; charset=utf-8,68399,ceb5606e531ad4edd201db3ece3a5abc800de5ad595f7e43015dee4c690615df,"W/""0a67515ddd529c8939faebbe8b7977a0",False,15,0.0,fr,ok,data/raw/annonces-legales/fr/2004/015.md,2026-09-12T13:34:32+00:00,1,
annonces-legales/fr/2004/016,annonces-legales,fr,2004,016,https://ocr.jort.tn/annonces-legales/fr/2004/016.md,https://lake.jort.tn/annonces-legales/fr/2004/016.pdf,https://jort.tn/view/annonces-legales/fr/2004/016,204157,200,text/markdown; charset=utf-8,78665,2220938bcda3f713cb7432f836d44de5405f2777f12147b86f362ef8e5c5f2de,"W/""65d1e0844d060f676106420330896b98",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/016.md,2026-09-12T13:34:32+00:00,1,
annonces-legales/fr/2004/017,annonces-legales,fr,2004,017,https://ocr.jort.tn/annonces-legales/fr/2004/017.md,https://lake.jort.tn/annonces-legales/fr/2004/017.pdf,https://jort.tn/view/annonces-legales/fr/2004/017,286226,200,text/markdown; charset=utf-8,141435,f58226557f9b9e3c7335a66bc5fe71afb3abfe242f398231b91f528bd02bbace,"W/""b3d16e004c32e6c0c805a764f1229731",False,28,0.0,fr,ok,data/raw/annonces-legales/fr/2004/017.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/018,annonces-legales,fr,2004,018,https://ocr.jort.tn/annonces-legales/fr/2004/018.md,https://lake.jort.tn/annonces-legales/fr/2004/018.pdf,https://jort.tn/view/annonces-legales/fr/2004/018,184029,200,text/markdown; charset=utf-8,65808,76bf3442c43697f72a53e5fbd1319ff2c750caece04eda0a0d26e2f806ac5722,"W/""cd88a3db5bc3479fa886d628667c1ed0",False,14,0.0,fr,ok,data/raw/annonces-legales/fr/2004/018.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/019,annonces-legales,fr,2004,019,https://ocr.jort.tn/annonces-legales/fr/2004/019.md,https://lake.jort.tn/annonces-legales/fr/2004/019.pdf,https://jort.tn/view/annonces-legales/fr/2004/019,202220,200,text/markdown; charset=utf-8,79521,834cc95ff74a9dc9eb687ef409e18a3c8eab0d0dfb28950afbc015ff7095ada1,"W/""248f8def9decdf255c2b1f13f4419e06",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/019.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/020,annonces-legales,fr,2004,020,https://ocr.jort.tn/annonces-legales/fr/2004/020.md,https://lake.jort.tn/annonces-legales/fr/2004/020.pdf,https://jort.tn/view/annonces-legales/fr/2004/020,180738,200,text/markdown; charset=utf-8,63874,e92ddcb703055a8d56fc5bdb5ba228993d49b84a14387b9bf4e4087fbb51f19c,"W/""69ccfd43ffd36c5052bd28d49b845165",False,14,0.0,fr,ok,data/raw/annonces-legales/fr/2004/020.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/021,annonces-legales,fr,2004,021,https://ocr.jort.tn/annonces-legales/fr/2004/021.md,https://lake.jort.tn/annonces-legales/fr/2004/021.pdf,https://jort.tn/view/annonces-legales/fr/2004/021,206546,200,text/markdown; charset=utf-8,78877,a2d62fe0a0cf6bbb915a23a5c8313bc461ec48f0cd385e03a6559021784a5a29,"W/""036d3bb7e53c7fccb8d70f91c2237880",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/021.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/022,annonces-legales,fr,2004,022,https://ocr.jort.tn/annonces-legales/fr/2004/022.md,https://lake.jort.tn/annonces-legales/fr/2004/022.pdf,https://jort.tn/view/annonces-legales/fr/2004/022,208228,200,text/markdown; charset=utf-8,74369,74143e5e3405617b38791686c6e401d95d9a4c79ee63bf289fc239acdf1c6a7f,"W/""20d3729b161309a1356239dd6b2e68a9",False,15,0.0026,fr,ok,data/raw/annonces-legales/fr/2004/022.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/023,annonces-legales,fr,2004,023,https://ocr.jort.tn/annonces-legales/fr/2004/023.md,https://lake.jort.tn/annonces-legales/fr/2004/023.pdf,https://jort.tn/view/annonces-legales/fr/2004/023,217392,200,text/markdown; charset=utf-8,87005,0f76192355c85462ee3753661a11a4f15fad34c30eaf4aa010dc9892cf4f54ff,"W/""f1c645390ce0ed2a22b020aa85e012bf",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/023.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/024,annonces-legales,fr,2004,024,https://ocr.jort.tn/annonces-legales/fr/2004/024.md,https://lake.jort.tn/annonces-legales/fr/2004/024.pdf,https://jort.tn/view/annonces-legales/fr/2004/024,304646,200,text/markdown; charset=utf-8,140664,e7039f9057a17b70713a7312492f9069be37014777c47049cb80d473ec12e511,"W/""14e2344f2e7b7cdc7e1ef9f3f807c5cf",False,30,0.0,fr,ok,data/raw/annonces-legales/fr/2004/024.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/025,annonces-legales,fr,2004,025,https://ocr.jort.tn/annonces-legales/fr/2004/025.md,https://lake.jort.tn/annonces-legales/fr/2004/025.pdf,https://jort.tn/view/annonces-legales/fr/2004/025,1764001,200,text/markdown; charset=utf-8,33502,94708205fe0e356da6deb65a8eb67d2058ed703c11fea7ecab049e028d59d52d,"W/""c1a40e8be4af9c5cfd3440e6adc1cb1d",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/025.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/026,annonces-legales,fr,2004,026,https://ocr.jort.tn/annonces-legales/fr/2004/026.md,https://lake.jort.tn/annonces-legales/fr/2004/026.pdf,https://jort.tn/view/annonces-legales/fr/2004/026,207527,200,text/markdown; charset=utf-8,79972,ae6745c9fee6719973e296ecf6f2f2f8a6b88e9f24153e72320c141501d404a1,"W/""5961baa8ac086245d6f69e45391a2bcb",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/026.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/027,annonces-legales,fr,2004,027,https://ocr.jort.tn/annonces-legales/fr/2004/027.md,https://lake.jort.tn/annonces-legales/fr/2004/027.pdf,https://jort.tn/view/annonces-legales/fr/2004/027,183614,200,text/markdown; charset=utf-8,65981,7bb34698e00cf1ded9358af17e5d9d94fbbb1c068be2f2e41acca8d7b2978985,"W/""48151032b9ea83f457377e7a0d75fd28",False,14,0.0,fr,ok,data/raw/annonces-legales/fr/2004/027.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/028,annonces-legales,fr,2004,028,https://ocr.jort.tn/annonces-legales/fr/2004/028.md,https://lake.jort.tn/annonces-legales/fr/2004/028.pdf,https://jort.tn/view/annonces-legales/fr/2004/028,525972,200,text/markdown; charset=utf-8,117879,fc2e7060f1ee310fe5c90ff7cadcd001c8d09a11fb7132a95610dc2d38a1bf01,"W/""f2f01bcff2f2599cc53186c0bf4e64e3",False,31,0.0,fr,ok,data/raw/annonces-legales/fr/2004/028.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/029,annonces-legales,fr,2004,029,https://ocr.jort.tn/annonces-legales/fr/2004/029.md,https://lake.jort.tn/annonces-legales/fr/2004/029.pdf,https://jort.tn/view/annonces-legales/fr/2004/029,727183,200,text/markdown; charset=utf-8,125637,cfa20192fc46239b84f7f6c370fbd588fb2e8fd9cc34c1705259a0b1144df9ae,"W/""3601306bbf468caef128d5be5d9cb8c1",False,32,0.0,fr,ok,data/raw/annonces-legales/fr/2004/029.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/030,annonces-legales,fr,2004,030,https://ocr.jort.tn/annonces-legales/fr/2004/030.md,https://lake.jort.tn/annonces-legales/fr/2004/030.pdf,https://jort.tn/view/annonces-legales/fr/2004/030,199829,200,text/markdown; charset=utf-8,75015,60f76e66c16b1b0603b690cd62cd5291bc5599ef499bf6cca967afa882608275,"W/""d1c9718e1f22cdb5a38cca9324172a4e",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/030.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/031,annonces-legales,fr,2004,031,https://ocr.jort.tn/annonces-legales/fr/2004/031.md,https://lake.jort.tn/annonces-legales/fr/2004/031.pdf,https://jort.tn/view/annonces-legales/fr/2004/031,289405,200,text/markdown; charset=utf-8,143870,b40c3e0c4859008035956585ac9e20f86e42de7078f554ef81652f95ba80358e,"W/""c17620828e219f2e3650165066622095",False,29,0.0,fr,ok,data/raw/annonces-legales/fr/2004/031.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/032,annonces-legales,fr,2004,032,https://ocr.jort.tn/annonces-legales/fr/2004/032.md,https://lake.jort.tn/annonces-legales/fr/2004/032.pdf,https://jort.tn/view/annonces-legales/fr/2004/032,207377,200,text/markdown; charset=utf-8,81942,37b560b0241b39f21cf2620dbe8e0a3f0a6e251fff1effc827aa2a6cd14cfbc4,"W/""5fedaa4f56e0c944af938ae313b55266",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/032.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/033,annonces-legales,fr,2004,033,https://ocr.jort.tn/annonces-legales/fr/2004/033.md,https://lake.jort.tn/annonces-legales/fr/2004/033.pdf,https://jort.tn/view/annonces-legales/fr/2004/033,188761,200,text/markdown; charset=utf-8,72488,4a0e57fc13d5e8befbeeef4a774fcbf816ce53b88cd33efc45a88bbef1c6e1ed,"W/""e864017de402df66d2de5fffbdf20d4c",False,15,0.0,fr,ok,data/raw/annonces-legales/fr/2004/033.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/034,annonces-legales,fr,2004,034,https://ocr.jort.tn/annonces-legales/fr/2004/034.md,https://lake.jort.tn/annonces-legales/fr/2004/034.pdf,https://jort.tn/view/annonces-legales/fr/2004/034,2024649,200,text/markdown; charset=utf-8,112061,0add5009305e77239cbcfd18a4d32edb4604d72a91d5e054be6c877b88da7e3d,"W/""a45b26df66dc3304b2d62e8f9a08823e",False,29,0.0,fr,ok,data/raw/annonces-legales/fr/2004/034.md,2026-09-12T13:34:33+00:00,1,
annonces-legales/fr/2004/035,annonces-legales,fr,2004,035,https://ocr.jort.tn/annonces-legales/fr/2004/035.md,https://lake.jort.tn/annonces-legales/fr/2004/035.pdf,https://jort.tn/view/annonces-legales/fr/2004/035,211653,200,text/markdown; charset=utf-8,85589,fa9da3357cdb7d0e20513220ef44c3ec8d5fac4ed279c34cebe3f2f394dbfd10,"W/""0e6bd3b68759f9af0b1e510523499fb8",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/035.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/036,annonces-legales,fr,2004,036,https://ocr.jort.tn/annonces-legales/fr/2004/036.md,https://lake.jort.tn/annonces-legales/fr/2004/036.pdf,https://jort.tn/view/annonces-legales/fr/2004/036,623577,200,text/markdown; charset=utf-8,141117,c82aa336d469ea30f32fcc2a8f3dba3626fdeefadb42cebaf76b4886230c43ee,"W/""d33686cad413886fe594c2856f4ea3af",False,29,0.0,fr,ok,data/raw/annonces-legales/fr/2004/036.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/037,annonces-legales,fr,2004,037,https://ocr.jort.tn/annonces-legales/fr/2004/037.md,https://lake.jort.tn/annonces-legales/fr/2004/037.pdf,https://jort.tn/view/annonces-legales/fr/2004/037,769029,200,text/markdown; charset=utf-8,120728,daad44cadf012d171a8f7494198cc0e455084edc237d90ca48d2dcd8e0f98013,"W/""8d29d786746d799d967c273acdabd555",False,31,0.0,fr,ok,data/raw/annonces-legales/fr/2004/037.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/038,annonces-legales,fr,2004,038,https://ocr.jort.tn/annonces-legales/fr/2004/038.md,https://lake.jort.tn/annonces-legales/fr/2004/038.pdf,https://jort.tn/view/annonces-legales/fr/2004/038,207218,200,text/markdown; charset=utf-8,78749,96c636b94c2265997b495cf9e478586186a7bf98a0f4a001511392309825dfbf,"W/""810adc59138bcc60d433b1829b29f678",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/038.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/039,annonces-legales,fr,2004,039,https://ocr.jort.tn/annonces-legales/fr/2004/039.md,https://lake.jort.tn/annonces-legales/fr/2004/039.pdf,https://jort.tn/view/annonces-legales/fr/2004/039,198176,200,text/markdown; charset=utf-8,81133,8d71df3ea98e684fbc966ff647da8a7a6bdcbdbeeef012c4a3edd30e8ecb4dee,"W/""560573cc6fa21ed9d0e7528f2028f83c",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/039.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/040,annonces-legales,fr,2004,040,https://ocr.jort.tn/annonces-legales/fr/2004/040.md,https://lake.jort.tn/annonces-legales/fr/2004/040.pdf,https://jort.tn/view/annonces-legales/fr/2004/040,204237,200,text/markdown; charset=utf-8,85960,f288f957cc5a0f2b4bc939b90831b386d2d6749aeb21050e8a927284d7edd208,"W/""3f41c8cac16ca5037ab70c4eca16f2f2",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/040.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/041,annonces-legales,fr,2004,041,https://ocr.jort.tn/annonces-legales/fr/2004/041.md,https://lake.jort.tn/annonces-legales/fr/2004/041.pdf,https://jort.tn/view/annonces-legales/fr/2004/041,313485,200,text/markdown; charset=utf-8,153105,2c87873ddbaefed2e881dd9797479ff2484343873d0cf5419cc52db151657b5b,"W/""68e742d3718685a30a2d534bf11557ff",False,31,0.0003,fr,ok,data/raw/annonces-legales/fr/2004/041.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/042,annonces-legales,fr,2004,042,https://ocr.jort.tn/annonces-legales/fr/2004/042.md,https://lake.jort.tn/annonces-legales/fr/2004/042.pdf,https://jort.tn/view/annonces-legales/fr/2004/042,207705,200,text/markdown; charset=utf-8,81740,05d14bbdf3b553167a8c425c806cb34f05c3b8864efa0d32f6e4b78e5e299f82,"W/""8752e6bfecf7106ca8c80f813e6e3531",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/042.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/043,annonces-legales,fr,2004,043,https://ocr.jort.tn/annonces-legales/fr/2004/043.md,https://lake.jort.tn/annonces-legales/fr/2004/043.pdf,https://jort.tn/view/annonces-legales/fr/2004/043,194246,200,text/markdown; charset=utf-8,74107,418d5e7a1ee29d6d62a6a98bef932e08a554f06e2c8e84af7ec3bb7e5af4528e,"W/""5fae195b9e9fe55633a2a28df057f7b9",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/043.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/044,annonces-legales,fr,2004,044,https://ocr.jort.tn/annonces-legales/fr/2004/044.md,https://lake.jort.tn/annonces-legales/fr/2004/044.pdf,https://jort.tn/view/annonces-legales/fr/2004/044,195032,200,text/markdown; charset=utf-8,75907,5dead8d548453039f9c984da29d1d6c8ff2a5f96d2ce68d0b9199cf5af6e178d,"W/""628d42a8483f999912ff1559a78008f8",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/044.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/045,annonces-legales,fr,2004,045,https://ocr.jort.tn/annonces-legales/fr/2004/045.md,https://lake.jort.tn/annonces-legales/fr/2004/045.pdf,https://jort.tn/view/annonces-legales/fr/2004/045,2071304,200,text/markdown; charset=utf-8,55787,f9cc10db368b11764e0165c36c2133d1e7e0f352919e392a633afa05d66d30a4,"W/""c0963f33556c48786f1ce4eae389c228",False,32,0.0,fr,ok,data/raw/annonces-legales/fr/2004/045.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/046,annonces-legales,fr,2004,046,https://ocr.jort.tn/annonces-legales/fr/2004/046.md,https://lake.jort.tn/annonces-legales/fr/2004/046.pdf,https://jort.tn/view/annonces-legales/fr/2004/046,209516,200,text/markdown; charset=utf-8,81517,9f08c3865639dce941c2905d9a6fe00737b3ef7d4055f94f7329a7617cb6b46f,"W/""3934c7226a76a36f8dd7b0f151b6197f",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/046.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/047,annonces-legales,fr,2004,047,https://ocr.jort.tn/annonces-legales/fr/2004/047.md,https://lake.jort.tn/annonces-legales/fr/2004/047.pdf,https://jort.tn/view/annonces-legales/fr/2004/047,207949,200,text/markdown; charset=utf-8,80430,04d96ada206b898998c597189409a77f52f37fb4ce192cbda8313f632c11c1a3,"W/""0dc82d5b7ea3f8f03495b29254d32430",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/047.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/048,annonces-legales,fr,2004,048,https://ocr.jort.tn/annonces-legales/fr/2004/048.md,https://lake.jort.tn/annonces-legales/fr/2004/048.pdf,https://jort.tn/view/annonces-legales/fr/2004/048,319580,200,text/markdown; charset=utf-8,165116,8f68b9272a66e1e18826e8cf347188827f32be0f18c73ed6bfda65b5838dc3cb,"W/""6a434e747925e300bd76db4f773f52db",False,32,0.0,fr,ok,data/raw/annonces-legales/fr/2004/048.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/049,annonces-legales,fr,2004,049,https://ocr.jort.tn/annonces-legales/fr/2004/049.md,https://lake.jort.tn/annonces-legales/fr/2004/049.pdf,https://jort.tn/view/annonces-legales/fr/2004/049,367062,200,text/markdown; charset=utf-8,65872,2228b3efef1b6b38376de563d9eadf7834642108c513af585c8f11a5476525bf,"W/""f246f3658b6053698c7492cfe305e5d2",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/049.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/050,annonces-legales,fr,2004,050,https://ocr.jort.tn/annonces-legales/fr/2004/050.md,https://lake.jort.tn/annonces-legales/fr/2004/050.pdf,https://jort.tn/view/annonces-legales/fr/2004/050,188438,200,text/markdown; charset=utf-8,70878,faa14057b514325768aa6c03d20cd23d8c2b9e6fa26f2b0c22a888fc8851d5c4,"W/""4694bb5f96602ac4124c0928278e7fc5",False,15,0.0,fr,ok,data/raw/annonces-legales/fr/2004/050.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/051,annonces-legales,fr,2004,051,https://ocr.jort.tn/annonces-legales/fr/2004/051.md,https://lake.jort.tn/annonces-legales/fr/2004/051.pdf,https://jort.tn/view/annonces-legales/fr/2004/051,198338,200,text/markdown; charset=utf-8,78242,ea6e61afce754d4e128736614d0405932826065de660d518beaa46ea25ad74aa,"W/""d37c8b9a92f448a52a4161a9cf517fc3",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/051.md,2026-09-12T13:34:34+00:00,1,
annonces-legales/fr/2004/052,annonces-legales,fr,2004,052,https://ocr.jort.tn/annonces-legales/fr/2004/052.md,https://lake.jort.tn/annonces-legales/fr/2004/052.pdf,https://jort.tn/view/annonces-legales/fr/2004/052,199721,200,text/markdown; charset=utf-8,74500,fb9e4d72f53f4403a997a6bef5d4ba8caa667fbe459284fccc8bd68660eb3426,"W/""967e9b03d58e60fe592d335898cdf90f",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2004/052.md,2026-09-12T13:34:35+00:00,1,
