rank,node_id,label,draw_class,betweenness,x,y
21,CO_ENGINEERING_PROCUREMENT_PROJECT_MANAGEMENT,ENGINEERING PROCUREMENT ET PROJECT MANAGEMENT,private,175392.0,0.7526,-0.3886
22,PERSON_MHIRI_SAMI,SAMI MHIRI,person,173724.8,0.7918,-0.4260
23,PERSON_KAROUI_MOHAMED,MOHAMED KAROUI,person,171974.7,-0.3047,0.2865
24,ORGE_c5405d760ca07d9f8fc5,MINISTERE DU DEVELOPPEMENT ECONOMIQUE,state,170868.1,-0.0263,0.1514
25,PERSON_BAHRI_MOHAMED,MOHAMED BAHRI,person,169958.4,-0.0098,0.2160
26,PERSON_MONTACER_BECHIR,BECHIR MONTACER,person,167044.5,0.1135,0.1078
27,PERSON_BOURAOUI_MOHAMED,MOHAMED BOURAOUI,person,162798.1,-0.3457,0.0358
28,ORGE_13d479402329385a5642,"ASSOCIATIONS, PARTIS, SYNDICATS ET SYNDICS",private,154392.6,-0.4461,0.0226
29,PERSON_DRIS_MHAMED,MHAMMED DRISS,person,153253.1,-0.4473,0.2425
30,PERSON_SELAMI_MONCEF,MONCEF SELLAMI,person,148865.0,-0.0436,0.2776
31,ORGE_28432c9f4ab2ff261994,Société Pâtisserie El Arem,private,142100.0,-0.3739,0.3612
32,PERSON_AREM_MONCEF,MONCEF AREM,person,139820.0,-0.4397,0.4323
33,ORGE_0ea8178ae633974dd328,MINISTERE DES TRANSPORTS ET DES COMMUNICATIONS,state,133464.8,-0.1068,0.2030
34,PERSON_AREM_JAMEL,JAMEL AREM,person,123846.1,-0.5255,0.5244
35,CO_AVICOLE_SAHEL,SOCIETE AVICOLE DU SAHEL SAS,private,122900.0,-0.5327,0.2706
36,PERSON_DERBEL_FAYCEL,FAYCEL DERBEL,person,121928.6,-0.0657,-0.3077
37,ORGE_e05f586ff81171257379,"MINISTERE DES AFFAIRES SOCIALES, DE LA SOLIDARITE ET DES TUNISIENS A L'ETRANGER",state,121710.5,-0.2368,0.1731
38,PERSON_DRIS_MOHAMED_TAIEB,MOHAMED TAIEB DRISS,person,120851.0,-0.6132,0.2968
39,ORGE_16aa77ac13778754cd0a,MINISTERE DE L'EDUCATION NATIONALE,state,115596.6,-0.1474,0.0328
40,PERSON_HAMAMI_MOHAMED,MOHAMED HAMMAMI,person,114865.3,0.0521,0.0444
41,PERSON_HAMZA_MOHAMED,MOHAMED HAMZA,person,111720.8,-0.0730,0.0651
42,PERSON_FOURATI_MOHAMED,MOHAMED FOURATI,person,108635.4,0.2373,0.1099
43,PERSON_BENMOHAMED_MOHAMED,MOHAMED BEN-MOHAMED,person,103133.0,0.0868,0.1489
44,PERSON_CHAFAR_MONCEF,MONCEF CHAFFAR,person,102733.3,0.0602,0.0850
45,PERSON_CHARFI_MOHAMED,MOHAMED CHARFI,person,101923.4,-0.0266,0.1096
46,CO_PROMOTION_IMMOBILIERE,SOCIETE DE PROMOTION IMMOBILIERE,private,99495.5,0.1116,0.0015
47,PERSON_AMAR_MOHAMED,MOHAMED AMMAR,person,99445.7,-0.0007,0.3508
48,CO_INSTITUT_TUNIS_DAUPHINE,INSTITUT TUNIS DAUPHINE,private,98562.6,0.1797,0.0571
49,PERSON_FERCHIOU_RIDHA,RIDHA FERCHIOU,person,98519.2,0.0813,0.0510
50,PERSON_MILED_KARIM,KARIM MILED,person,98514.7,0.1029,-0.0312
51,CO_TUNISIE_CABLES,TUNISIE CABLES,private,97643.1,-0.0649,0.3280
52,PERSON_AMAR_KARIM,KARIM AMMAR,person,96521.5,0.4610,0.2897
53,CO_IMMOBILIERE_CONCORDE,LA SOCIETE IMMOBILIERE CONCORDE,private,96383.0,-0.6812,0.3159
54,ORGE_7252f67f3ec7e4cc9d6f,MINISTERE DES COMMUNICATIONS,state,96222.2,-0.0919,0.1730
55,ORGE_41b9e5652721b21143f0,MINISTERE DE LA JEUNESSE ET DES SPORTS,state,92489.9,-0.0577,0.2521
56,PERSON_TRIKI_MOHAMED,MOHAMED TRIKI,person,90841.4,-0.2927,-0.1347
57,PERSON_AYARI_MOHAMED,MOHAMED AYARI,person,88290.1,-0.0782,0.1103
58,PERSON_HACHICHA_MOHSEN,MOHSEN HACHICHA,person,87320.0,-0.0627,-0.0217
59,PERSON_KADOUR_KHALED,KHALED KADDOUR,person,86622.0,-0.3139,-0.0051
60,PERSON_ZOUARI_HAFEDH,HAFEDH ZOUARI,person,84372.0,-0.7438,0.3349
61,CO_FLY_INTERNATIONAL_AIRWAYS,FLY INTERNATIONAL AIRWAYS,private,83901.3,0.1694,-0.0729
62,PERSON_MABROUK_MOHAMED_MARWEN,MOHAMED MARWEN MABROUK,person,82687.6,0.2333,-0.1065
63,ORGE_b22d1c2cace35b73661b,MINISTERE DU COMMERCE ET DE L'ARTISANAT,state,81566.7,0.1067,0.1438
64,PERSON_HAMAMI_MOUNIRA,MOUNIRA HAMMAMI,person,80740.4,-0.1419,-0.2171
65,PERSON_LOUKIL_WALID,WALID LOUKIL,person,80473.2,-0.1410,-0.3641
66,PERSON_ABID_HABIB,HABIB ABID,person,79343.4,0.0753,0.1456
67,CO_ITALO_TUNISIENNE_DEXPLOITATION_PETROLIERE_SITEP,SOCIETE ITALO TUNISIENNE DEXPLOITATION PETROLIERE SITEP,private,79232.0,-0.3777,-0.0364
68,PERSON_GHARBI_MOHAMED,MOHAMED GHARBI,person,78193.8,-0.2147,-0.0578
69,PERSON_BOURICHA_ABDELHAMID,ABDELHAMID BOURICHA,person,78033.9,0.2593,0.4141
70,PERSON_TRIKI_MAHMOUD,MAHMOUD TRIKI,person,77104.1,-0.4346,-0.0650
71,ORGE_6e6f828a6a4b6974b3ed,TRANSFORMATION DE SARL EN STE ANONYME,private,76805.4,0.3050,0.1050
72,CO_EL_MAZRAA,EL MAZRAA,private,76787.0,0.5338,0.3228
73,PERSON_BOUGUERA_SLAHEDINE,SLAHEDDINE BOUGUERRA,person,76256.1,0.1218,-0.0083
74,CO_COMPAGNIE_DEVELOPPEMENTS_AGRICOLES_REUNIS_CODAR,COMPAGNIE DE DEVELOPPEMENTS AGRICOLES REUNIS CODAR,private,76151.7,-0.1435,-0.2933
75,PERSON_AYACHI_MOHAMED,MOHAMED AYACHI,person,75389.9,0.0845,0.1537
76,PERSON_HAMAMI_HABIB,HABIB HAMMAMI,person,74565.0,0.7238,-0.3258
77,CO_INTERBANCAIRE_TELECOMPENSATION,SOCIETE INTERBANCAIRE DE TELECOMPENSATION,private,74359.3,0.2009,-0.0366
78,PERSON_SASI_NAOUFEL,NAOUFEL SASSI,person,74340.0,0.6007,0.3541
79,ORGE_db4bfd7781a56d5a75b0,MINISTERE DE L'EDUCATION ET DE LA FORMATION,state,72233.0,-0.0256,0.1397
80,PERSON_BAYAHI_TAHER,TAHER BAYAHI,person,72194.1,0.1454,0.0428
81,CO_ESSANAOUBAR,ESSANAOUBAR,private,71891.0,0.6631,0.3833
82,PERSON_HAMAMI_AHMED,AHMED HAMMAMI,person,69518.0,0.7211,0.4106
83,ORGE_2134a7a2a0e08c574ccb,SOCIETE TUNISIENNE DE SUPERMARCHES LE PASSAGE,private,68226.3,0.1908,0.3671
84,PERSON_ZAHAF_SLAHEDINE,SLAHEDDINE ZAHAF,person,67247.0,-0.0740,0.3870
85,PERSON_SLAMA_RIDHA,RIDHA SLAMA,person,66544.5,0.0387,-0.6500
86,PERSON_HAMROUNI_ABDELKADER,ABDELKADER HAMROUNI,person,65658.9,0.3653,0.0999
87,CO_HANNIBAL_LEASE,HANNIBAL LEASE,private,65488.6,0.4177,0.0951
88,CO_ALDIANA_DJERBA,ALDIANA DJERBA,private,65084.0,-0.4826,0.4822
89,CO_AL_ALDIANA_JERBA,AL ALDIANA JERBA,private,65084.0,-0.4863,0.4788
90,PERSON_ABDELJAOUED_MOHAMED,MOHAMED ABDELJAOUED,person,64532.0,-0.1984,-0.0344
91,ORGE_f785f4cc6ca940545909,SOCIETE DANIMATION ET DE RESTAURATION,private,63721.4,0.2931,-0.1326
92,ORGE_0f15d0108885fa60ea1b,SELECT FR UITS S,private,63244.8,-0.0524,-0.2339
93,ORGE_f1c81fa7e23d46518e78,MINISTERE DE L'EQUIPEMET ET DE L'HABITAT,state,62141.0,-0.2646,-0.0756
94,PERSON_SAHRAOUI_MOHAMED,MOHAMED SAHRAOUI,person,59715.9,0.1358,0.3413
95,CO_ZOUARI_CIE,ETABLISSEMENTS ZOUARI ET CIE,private,59639.0,-0.8013,0.3524
96,CO_ROYAL_TRADING,ROYAL TRADING,private,59616.0,0.7750,0.4360
97,ORGE_3326efb37ce66bc91945,MINISTERE DE LA JUSTICE ET DES DROITS DE L'HOMME,state,59597.3,-0.0689,-0.0601
98,PERSON_HACHICHA_MOHAMED,MOHAMED HACHICHA,person,59163.2,-0.0756,0.2823
99,CO_INTER_EQUIPEMENT,SOCIETE INTER EQUIPEMENT,private,59028.6,-0.1640,-0.4243
100,ORGE_4b5d7e04ada4b18e6cf0,"MINISTERE DE LA JEUNESSE, DE L'ENFANCE ET DES SPORTS",state,59024.1,-0.0748,0.0253
101,ORGE_88f0e6a8da50388af79e,S,private,58822.1,0.1227,0.3898
102,PERSON_SELAMI_MOHAMED,MOHAMED SELLAMI,person,58561.5,0.0584,0.1699
103,PERSON_HADAD_MOHAMED,MOHAMED HADDAD,person,58259.0,-0.1197,0.1546
104,CO_SLAMA_HUILES,SLAMA HUILES,private,57399.1,0.0239,-0.6079
105,PERSON_ELOUMI_FAOUZI,FAOUZI ELLOUMI,person,57253.0,-0.5218,0.0163
106,PERSON_BENAYED_MOHAMED_HEDI,MOHAMED HEDI BEN-AYED,person,57249.0,0.8245,0.4595
107,PERSON_LOUKIL_MOHAMED,MOHAMED LOUKIL,person,56761.9,-0.1838,-0.4777
108,PERSON_MABROUK_BAHRI,BAHRI MABROUK,person,56211.1,-0.1089,0.1249
109,PERSON_SOUKI_SALAH,SALAH SOUKI,person,54713.0,-0.8536,0.3683
110,PERSON_MABROUK_ABDELAZIZ,ABDELAZIZ MABROUK,person,54705.6,-0.1496,0.0672
111,CO_WELCOME,WELCOME,private,52247.0,-0.5703,0.5748
112,PERSON_TRIKI_ALI_BENSALEM,ALI BEN-SALEM TRIKI,person,52227.0,-0.3252,-0.1132
113,ORGE_d64e48cbc251ceff8387,"MINISTERE DE LA JEUNESSE, DES SPORTS ET DE L'EDUCATION PHYSIQUE",state,51845.5,-0.0576,0.0769
114,ORGE_c81a7829974334741d69,MINISTERE DE LA FORMATION PROFESSIONNELLE ET DE L'EMPLOI,state,51502.9,-0.2562,-0.1083
115,PERSON_GRIRA_RIDHA,RIDHA GRIRA,person,51123.4,-0.0767,0.0999
116,CO_DINVESTISSEMENTS_HOTELIERS_EL_MOURADI,SOCIETE DINVESTISSEMENTS HOTELIERS EL-MOURADI,private,50515.3,0.8283,-0.4593
117,CO_SANIMED,SANIMED,private,49851.0,0.7776,-0.3459
118,CO_COMPAGNIE_INTERNATIONALE_LEASING,COMPAGNIE INTERNATIONALE DE LEASING,private,49811.0,-0.9004,0.3826
119,ORGE_30cf139bff7ca0f8c57e,INTERNATIONAL LIRE ENPOERING ACADEMY FOR TRAINING AND CONSULTING,private,49796.0,-0.3788,-0.1482
120,PERSON_YOUSEF_MOHAMED_ALI,MOHAMED ALI YOUSSEF,person,49575.0,-0.0292,0.0731
121,CO_ALMES,ALMES,private,49340.0,0.4021,0.2580
122,CO_TUNISIE_DEVELOPPEMENT_SICAR,TUNISIE DEVELOPPEMENT SICAR,private,49340.0,0.4000,0.2622
123,PERSON_MAAOUI_MONCEF,MONCEF MAAOUI,person,48524.1,-0.2896,0.2040
124,PERSON_MABROUK_ISMAIL,ISMAIL MABROUK,person,48012.2,0.3333,-0.1752
125,PERSON_MALKI_JAMIL,JAMIL MALKI,person,47291.0,-0.4971,0.0084
126,PERSON_MANSOUR_ANISA,ANISSA MANSOUR,person,47291.0,0.3436,0.2088
127,PERSON_AREM_LAMIA_MHIRI,LAMIA MHIRI AREM,person,47291.0,-0.6128,0.6193
128,CO_TUNISIE_VALEURS,TUNISIE VALEURS,private,46823.0,-0.3309,0.2294
129,CO_BANQUE_TUNISIE,BANQUE DE TUNISIE BT,private,46590.5,0.3618,-0.1245
130,PERSON_MASMOUDI_MOHAMED,MOHAMED MASMOUDI,person,46283.3,0.0834,0.3998
131,PERSON_MABROUK_MOHAMED_ALI,MOHAMED ALI MABROUK,person,45887.9,0.3157,-0.0981
132,PERSON_ZANZOURI_ABDELHAMID,ABDELHAMID ZANZOURI,person,45687.6,0.0453,0.1448
133,PERSON_DRIRA_MOHAMED,MOHAMED DRIRA,person,45597.3,-0.0878,0.2420
134,PERSON_ESID_TAOUFIK,TAOUFIK ESSID,person,45234.3,-0.0516,-0.0087
135,PERSON_ZGHIDI_ADNENE,ADNENE ZGHIDI,person,44962.0,0.8403,-0.4826
136,PERSON_DEBAYA_ALI,ALI DEBAYA,person,44865.0,0.0783,0.1033
137,CO_SETCAR,SETCAR,private,44837.0,-0.5388,-0.0053
138,CO_ESSEYAHA,ESSEYAHA,private,44823.1,-0.6516,0.6595
139,CO_TUNISIAN_HIGH_BUSINESS_SCHOOL_UNIVERSITE_PRIVEE_THBS_UP,SOCIETE TUNISIAN HIGH BUSINESS SCHOOL UNIVERSITE PRIVEE THBS UP,private,44820.0,0.4100,0.2187
140,PERSON_BESBES_HICHEM,HICHEM BESBES,person,44545.9,0.2344,0.0053
141,PERSON_SLAMA_ABDELHAMID,ABDELHAMID SLAMA,person,43993.3,-0.1272,0.0547
142,PERSON_CHERIF_MOHAMED,MOHAMED CHERIF,person,43817.7,0.0039,0.1358
143,PERSON_ATIA_AHMED,AHMED ATTIA,person,42413.0,0.4692,0.2289
144,CO_TRABELSI,SOCIETE ENTREPRISE TRABELSI,private,42404.0,0.0570,-0.0214
145,PERSON_HAMAMI_MOURAD,MOURAD HAMMAMI,person,42363.0,-0.4246,-0.1792
146,CO_GALVANISATION_TRANSFORMATION_METAUX_SGTM,SOCIETE DE GALVANISATION ET DE TRANSFORMATION DES METAUX SGTM,private,42347.0,0.8694,0.4808
147,PERSON_LASOUED_MOHAMED_HEDI,MOHAMED HEDI LASSOUED,person,42207.8,0.1454,0.1117
148,PERSON_SLAMA_ALI,ALI SLAMA,person,42114.7,0.0139,-0.6179
149,PERSON_BENAYED_ABDESALEM,ABDESSALEM BEN-AYED,person,41205.5,0.6864,-0.3156
150,PERSON_ESAFI_MOHAMED_NEJIB,MOHAMED NEJIB ESSAFI,person,41041.7,-0.1035,0.2131
151,CO_SLAMA_SICAF,SLAMA SICAF,private,40331.5,0.0300,-0.6052
152,PERSON_ABAS_FERID,FERID ABBAS,person,39949.8,-0.5687,-0.0165
153,PERSON_BOUAZIZ_HABIB,HABIB BOUAZIZ,person,39887.0,-0.9413,0.3952
154,PERSON_BENAYED_YOUSEF,YOUSSEF BEN-AYED,person,39872.0,0.9103,0.5003
155,ORGE_ed5be34ad266e63868df,Société VERNISO,private,39872.0,-0.2009,-0.5236
156,PERSON_GHARIANI_MOHAMED,MOHAMED GHARIANI,person,39722.9,-0.1884,0.1139
157,PERSON_ABDALAH_ALIA,ALIA ABDALLAH,person,39687.7,0.3941,-0.1335
158,PERSON_CHAHLOUL_KHADIJA,KHADIJA CHAHLOUL,person,39382.3,0.0619,0.1386
159,CO_MAGHREB_INVEST_SICAF,MAGHREB INVEST SICAF,private,39140.7,0.3686,-0.2117
160,CO_MEUNIERE_TUNISIENNE,MEUNIERE TUNISIENNE,private,38743.6,-0.0515,-0.0738
161,PERSON_BOURICHA_SONIA,SONIA BOURICHA,person,37475.5,0.3010,0.4784
162,PERSON_RIAHI_MOHAMED,MOHAMED RIAHI,person,37473.0,-0.2151,-0.5611
163,ORGE_0c9fa060026db03c5cff,société,private,37444.0,-0.4618,-0.2049
164,CO_MALEK_DEVELOPPEMENT_AGRICOLE,SOCIETE MALEK DE DEVELOPPEMENT AGRICOLE,private,37395.0,0.9468,0.5180
165,CO_AMARA_MARKETING_COMPAGNY,SOCIETE AMARA MARKETING COMPAGNY,private,37211.5,0.0406,0.3847
166,PERSON_SOUISI_MOHAMED,MOHAMED SOUISSI,person,36062.9,-0.2196,0.1543
167,CO_TUNISIA_POWER_COMPANY,TUNISIA POWER COMPANY,private,35861.6,0.2800,-0.0463
168,PERSON_CHAABANE_MOHAMED,MOHAMED CHAABANE,person,34996.0,0.1555,0.1561
169,PERSON_HAMROUNI_MUSTAPHA,MUSTAPHA HAMROUNI,person,34994.2,-0.0208,0.1831
170,PERSON_SAIDANE_MOHAMED,MOHAMED SAIDANE,person,34979.0,0.9776,0.5329
171,CO_BON_PRIX,BON PRIX,private,34965.0,0.1246,0.0895
172,CO_NOUVELLE_BRASSERIE,SOCIETE NOUVELLE DE BRASSERIE,private,34946.5,-0.9752,0.4056
173,PERSON_BAYAHI_YAHIA,YAHIA BAYAHI,person,34719.6,0.1377,-0.0199
174,CO_AURES,AURES,private,33793.7,-0.1023,-0.3477
175,CO_MAGASIN_GENERAL,MAGASIN GENERAL,private,33501.7,0.1034,0.0402
176,ORG_ASSOCIATION_TUNISIENNE_POUR_SAUVEGARDE_MUSEES_SITES_ARCHEOLO,ASSOCIATION TUNISIENNE POUR LA SAUVEGARDE DES MUSEES ET DES SITES ARCHEOLOGIQUES,private,33231.0,0.0467,-0.6944
177,ORGE_2b55c2bf7ffdc8c5b3bf,MINISTERE DU PLAN ET DU DEVELOPPEMENT REGIONAL,state,32551.5,0.0236,0.1990
178,PERSON_DHEMAIED_FAOUZI,FAOUZI DHEMAIED,person,32491.0,0.1626,0.0947
179,PERSON_MZABI_MZOUGHI,MZOUGHI MZABI,person,32483.0,0.3978,-0.2413
180,CO_TELNET_INCORPORATED_INC,TELNET INCORPORATED INC,private,32444.0,-0.0816,0.4347
181,PERSON_KACEM_MOHAMED_AZIZ_BENALI,MOHAMED AZIZ BENALI KACEM,person,32380.4,-0.1996,0.1745
182,PERSON_BOUZGUENDA_AHMED,AHMED BOUZGUENDA,person,31626.6,0.1528,-0.0382
183,ORGE_ba2ad95605f2c64b5580,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION,state,30896.5,-0.1496,0.1764
184,ORGE_7a831535fa258e046cbc,MINISTERE DE LA DEFENSE NATIONALE,state,30309.9,-0.1822,0.0167
185,PERSON_AYADI_KAMEL,KAMEL AYADI,person,30121.9,-0.1071,0.1618
186,PERSON_TRABELSI_NABIL,NABIL TRABELSI,person,30012.0,0.0705,-0.0521
187,PERSON_ABDENADHER_LOTFI,LOTFI ABDENNADHER,person,29953.5,0.8233,-0.3627
188,PERSON_MEDEB_MOHAMED_ALI,MOHAMED ALI MEDDEB,person,29325.5,-0.1257,0.0429
189,PERSON_CHABCHOUB_MOHAMED,MOHAMED CHABCHOUB,person,28286.7,-0.6740,0.6883
190,PERSON_CHARFI_AHMED,AHMED CHARFI,person,28196.8,0.0036,0.1886
191,ORGE_659cfdbe1ccf1497e0bc,INFORMATION ET TELECOM TECHNOLOGY DISTRIBUTION,private,28068.3,0.0029,-0.6027
192,PERSON_BACAR_TAOUFIK,TAOUFIK BACCAR,person,27621.0,-0.0046,0.2242
193,ORGE_905159bab97f300e500a,MINISTERE DE L'ENVIRONNEMENT ET DE L'AMENAGEMENT DU TERRITOIRE,state,27515.0,-0.1840,0.0569
194,ORGE_f3740337be6cf5f7d864,CONSEILS DE PRUD'HOMMES,state,27467.0,0.0051,0.4170
195,PERSON_KAROUI_HAMED,HAMED KAROUI,person,27430.0,-0.3233,0.1816
196,ORGE_c74bdcae5ad7822177f1,ASSEMBLEE NATIONALE,state,27325.5,0.0086,0.2738
197,CO_TOURISTIQUE_TOUR_KHALEF,SOCIETE TOURISTIQUE TOUR KHALEF,private,27136.3,-0.3893,0.2130
198,PERSON_GHARBI_MONCEF,MONCEF GHARBI,person,26818.5,-0.0749,0.0885
199,PERSON_SMAOUI_MOHAMED,MOHAMED SMAOUI,person,26443.0,-0.0010,0.1232
200,PERSON_JAOUADI_MOHAMED,MOHAMED JAOUADI,person,25550.0,-0.0771,0.1356
201,PERSON_BOUSNINA_KACEM,KACEM BOUSNINA,person,25483.0,-0.1642,0.0495
202,PERSON_LOUKIL_BASEM,BASSEM LOUKIL,person,25263.7,-0.1066,-0.3742
203,CO_CIVILE_IMMOBILIERE_KARIM,SOCIETE CIVILE IMMOBILIERE KARIM,private,25039.7,0.0972,-0.0472
204,PERSON_ENEIFER_MOHAMED,MOHAMED ENNEIFER,person,25029.7,-0.0846,0.0283
205,PERSON_JERBI_KHALED,KHALED JERBI,person,25025.0,-0.4882,-0.2236
206,CO_HEXABYTE,HEXABYTE,private,25021.0,0.4977,0.2342
207,PERSON_BENSEDRINE_MOHAMED,MOHAMED BEN-SEDRINE,person,25004.0,0.0099,0.4738
208,PERSON_MOHSNI_ABDESALEM,ABDESSALEM MOHSNI,person,25004.0,-0.1235,0.1680
209,PERSON_ZAROUK_SLIM,SLIM ZARROUK,person,24999.7,-0.1625,0.0790
210,CO_MED_OIL_COMPANY,MED OIL COMPANY SA,private,24980.0,0.3754,0.2362
211,ORGE_c73b4095da491e01cb70,Election du Président Directeur Général et nomination du directeur général Adjoint,private,24910.0,-0.5667,0.0138
212,PERSON_BELHADJ_MOHAMED_TAIEB,MOHAMED TAIEB BELHADJ,person,24569.5,-0.1160,0.1108
213,PERSON_HAMAMI_ABDERAZEK,ABDERRAZEK HAMMAMI,person,24231.2,-0.1423,0.0479
214,PERSON_ZAROUK_MOHAMED,MOHAMED ZARROUK,person,24176.2,-0.1901,0.1971
215,PERSON_JEBALI_MOHAMED,MOHAMED JEBALI,person,23938.0,0.0037,0.1116
216,ORGE_a0601ac74e48fc628102,conformément aux dispositions statutaires et la réglementatio,private,23904.5,-0.4657,-0.0800
217,PERSON_BENSALEM_HATEM,HATEM BEN-SALEM,person,23626.6,-0.0873,-0.0354
218,PERSON_TOUNSI_MOHAMED,MOHAMED TOUNSI,person,23118.7,-0.1167,0.0209
219,PERSON_BOUDEN_MOHAMED,MOHAMED BOUDEN,person,23032.3,-0.1533,0.0209
220,PERSON_AOUINI_MOHAMED,MOHAMED AOUINI,person,22961.8,0.0703,0.1334
221,PERSON_MHIRI_NEJI,NEJI MHIRI,person,22743.1,0.8528,-0.4678
222,PERSON_TURKI_MOHAMED,MOHAMED TURKI,person,22527.0,-0.0889,0.1387
223,ORGE_ad626795cd374088e74a,INTERNATIONAL SICAR,private,22523.0,0.0149,-0.6485
224,PERSON_FRIKHA_MOHAMED,MOHAMED FRIKHA,person,22521.0,-0.0871,0.4686
225,PERSON_GUERMAZI_TIJANI,TIJANI GUERMAZI,person,22520.0,-0.0452,-0.1092
226,PERSON_ELOUMI_HICHEM,HICHEM ELLOUMI,person,22513.5,-0.6017,0.0094
227,CO_TUNISIENNE_DOUTILLAGE_SOTO,SOCIETE TUNISIENNE DOUTILLAGE SOTO,private,22512.5,0.0890,0.2102
228,PERSON_BENAYED_NOUREDINE,NOUREDDINE BEN-AYED,person,22512.0,0.1830,0.2042
229,PERSON_BENAYED_TAOUFIK,TAOUFIK BEN-AYED,person,22505.5,0.4055,0.2419
230,PERSON_AZABI_ALI,ALI AZZABI,person,22491.0,0.0664,0.1616
231,PERSON_ABID_AHMED,AHMED ABID,person,22343.9,-0.0675,0.2046
232,PERSON_HAMDI_MOHAMED,MOHAMED HAMDI,person,22139.8,0.0235,0.2166
233,PERSON_OUESLATI_MOHAMED,MOHAMED OUESLATI,person,21332.7,0.0064,0.1423
234,ORGE_4567b7ef3861b8250bd2,MINISTERE DES AFFAIRES CULTURELLES,state,21330.3,-0.2188,0.2005
235,PERSON_DJILANI_HEDI,HEDI DJILANI,person,21260.0,0.4490,0.0976
236,CO_LINK,LINK,private,20837.6,-0.6951,0.7049
237,CO_HOTELIERE_TOURISTIQUE_HOTEL_IBN_KHALDOUN,SOCIETE HOTELIERE ET TOURISTIQUE HOTEL IBN KHALDOUN,private,20803.7,0.2911,0.4560
238,PERSON_KACEM_MOHAMED,MOHAMED KACEM,person,20740.8,-0.0582,0.2902
239,PERSON_LAHOUEL_RIDHA,RIDHA LAHOUEL,person,20454.8,0.0718,0.1275
240,PERSON_BENAYED_MOHAMED,MOHAMED BEN-AYED,person,20322.7,-0.2422,0.2072
241,PERSON_BENALI_MOHAMED,MOHAMED BEN-ALI,person,20169.4,0.1719,0.1902
242,PERSON_SASI_JAMEL,JAMEL SASSI,person,20028.0,0.1386,0.1534
243,PERSON_ELOUMI_MOHAMED,MOHAMED ELLOUMI,person,20028.0,-0.0927,0.2078
244,PERSON_TOUMI_MOHAMED,MOHAMED TOUMI,person,20027.0,-0.1214,0.2374
245,PERSON_ZOUARI_MAHER,MAHER ZOUARI,person,20022.0,0.1570,0.0799
246,CO_PROFIL_METAL_DESNOYERS,PROFIL METAL DESNOYERS,private,20018.0,-0.6482,0.3133
247,ORGE_1c7bb07b4b64dad99503,Société Corderie Franco-Tunisienne SARL,private,20000.0,0.1032,0.1951
248,CO_SAVINORD,SAVINORD,private,19745.1,-0.3153,-0.1705
249,PERSON_TOUITI_RIDHA,RIDHA TOUITI,person,19586.1,-0.0079,0.1030
