rank,node_id,label,draw_class,betweenness,x,y
33,CO_79LA_AGRICOLE_ERRAOUDHA,79LA SOCIETE AGRICOLE ERRAOUDHA,private,0.0,-0.1388,0.8167
34,CO_A4CONTENT,A4CONTENT,private,0.0,0.2640,0.3957
35,CO_AA_INDUSTRIES,AA INDUSTRIES,private,85278.9,0.3731,0.5807
36,CO_ABACUS,ABACUS,private,16059.7,0.3260,0.8407
37,CO_ABASTADO_KARMA_ADVISORY,ABASTADO ET KARMA ADVISORY,private,0.0,-0.8503,-0.4261
38,CO_ABATTOIRE_UNIQUE_A_SFAX,ABATTOIRE UNIQUE A SFAX,private,0.0,-0.1500,-0.7587
39,CO_ABATTOIR_AVICOLE_ESSOUASSI,SOCIETE ABATTOIR AVICOLE ESSOUASSI,private,69813.0,0.2832,-0.3679
40,CO_ABATTOIR_AVICOLE_JEBENIANA_BNINA_SAAJE_BNINA,SOCIETE ABATTOIR AVICOLE JEBENIANA BNINA SAAJE BNINA,private,0.0,0.3385,-0.1991
41,CO_ABATTOIR_CHARCUTERIE_CENTRE,SOCIETE ABATTOIR ET CHARCUTERIE DU CENTRE,private,0.0,0.1549,-0.4188
42,CO_ABBES_MENUISERIE_DALUMINIUM,ABBES DE MENUISERIE DALUMINIUM,private,69812.0,-0.5381,0.4714
43,CO_ABC,ABC,private,340439.7,0.2182,0.3028
44,CO_ABC_GROS,ABC GROS,private,0.0,0.3148,-0.1609
45,CO_ABC_TUNISIE,ABC TUNISIE,private,8908.1,-0.0809,0.4003
46,CO_ABC_WEBMAKETING,ABC WEBMAKETING,private,0.0,0.2633,0.3966
47,CO_ABDELKADER_SLAMA_POTERIE,SOCIETE ABDELKADER SLAMA POTERIE,private,0.0,0.0618,0.6425
48,CO_ABDELLATIF_CHEDLI_INTERNATIONAL_CONSULTING,ABDELLATIF ET CHEDLI INTERNATIONAL CONSULTING ACIC,private,4.0,-0.1841,0.7789
49,CO_ABDELMAJID_TRIKI_TRANSPORT_MARCHANDISE,SOCIETE ABDELMAJID TRIKI DE TRANSPORT MARCHANDISE,private,0.0,-0.5262,-0.4256
50,CO_ABDELMAJID_TRIKI_TRANSPORT_TERRESTRE_MARCHANDISES,SOCIETE ABDELMAJID TRIKI DE TRANSPORT TERRESTRE DE MARCHANDISES,private,2.0,-0.5249,-0.4257
51,CO_ABDELMOULA,ETABLISSEMENT ABDELMOULA,private,33271.2,0.1632,-0.5826
52,CO_ABDEL_AND_COMPANY_SERVICE_ACOSERV,ABDEL AND COMPANY SERVICE ACOSERV,private,0.0,-0.1693,-0.4605
53,CO_ABDENNADHER,ETABLISSEMENTS ABDENNADHER,private,107101.4,0.2968,-0.1324
54,CO_ABDENNADHER_CERAMIQUE_ACC,SOCIETE ABDENNADHER CERAMIQUE ACC,private,59.1,0.3187,-0.1315
55,CO_ABDENNADHER_DESIGN,ABDENNADHER DESIGN,private,0.0,-0.5208,0.0722
56,CO_ABDENNADHER_REALISATION_RESEAUX_A2R,SOCIETE ABDENNADHER DE REALISATION DES RESEAUX A2R,private,0.0,0.3246,-0.1336
57,CO_ABDERRAHMAN_TRAVAUX_ELECTRIQUES_SATE,SOCIETE ABDERRAHMAN DE TRAVAUX ELECTRIQUES SATE,private,0.0,0.1628,-0.3977
58,CO_ABDRRAZAK_HAMROUNI,SOCIETE ABDRRAZAK HAMROUNI,private,0.0,-0.4933,-0.0210
59,CO_ABH,ABH,private,13226.4,-0.1186,0.1260
60,CO_ABICH_MOTEUR,SOCIETE ABICH MOTEUR,private,0.0,-0.1414,0.8171
61,CO_ABIDTEX,ABIDTEX,private,11635.5,-0.0818,0.7319
62,CO_ABIR_SERVICES,ABIR SERVICES,private,0.0,-0.9775,0.2232
63,CO_ABM_IMMOBILIER,ABM IMMOBILIER,private,15754.6,-0.7653,-0.0810
64,CO_ABM_INFORMATIQUE,ABM INFORMATIQUE,private,0.0,-0.5422,-0.2933
65,CO_ABM_MANAGEMENT,ABM MANAGEMENT,private,1568.9,-0.7680,-0.0828
66,CO_ABOU_DHABI_INVESTMENT_AUTHORITY,ABOU DHABI INVESTMENT AUTHORITY ADIA,private,0.0,-0.2639,-0.1014
67,CO_ABRAJ_PROMOTION_IMMOBILIERE,ABRAJ DE PROMOTION IMMOBILIERE,private,23272.0,0.3170,-0.1616
68,CO_ABRAJ_TUNIS_PROMOTION_IMMOBILIERE,ABRAJ TUNIS DE PROMOTION IMMOBILIERE,private,69823.1,0.3087,-0.1541
69,CO_ABS_ELECTRONIQUE,ABS ELECTRONIQUE,private,0.0,-0.3971,-0.5190
70,CO_AB_CONSO,AB CONSO,private,0.0,0.4000,-0.1630
71,CO_AB_CORPORATION,AB CORPORATION,private,309979.9,0.3136,-0.1590
72,CO_AB_CORPORATION_SICAR,AB CORPORATION SICAR,private,0.0,0.3135,-0.1618
73,CO_AB_FINANCES_CONSULTING,AB FINANCES CONSULTING,private,0.0,0.6517,-0.1553
74,CO_AB_PACKAGING,AB PACKAGING,private,0.0,0.3757,0.7494
75,CO_AB_PROMOTION,AB PROMOTION,private,542835.7,0.3104,-0.1565
76,CO_AB_PROMOTION_IMMOBILIERE,AB PROMOTION IMMOBILIERE,private,0.0,0.3045,-0.1540
77,CO_ACADEMIE_ARTS,SOCIETE ACADEMIE DES ARTS,private,0.0,0.6474,-0.1635
78,CO_ACADEMY_FOR_LEARNING_ETLEADERSHIP_A2L,ACADEMY FOR LEARNING ETLEADERSHIP A2L,private,0.0,0.3059,0.7355
79,CO_ACC,ACC,private,9508.4,0.3240,-0.1328
80,CO_ACCEL_SERVICES,ACCEL SERVICES,private,0.0,0.0557,-0.6994
81,CO_ACCESSOIRES_DERIVES_TEXTILE,ACCESSOIRES ET DERIVES DU TEXTILE ADT,private,0.0,-0.4716,-0.2641
82,CO_ACCESSOIRES_MEDICAUX_SAIDI,SOCIETE DES ACCESSOIRES MEDICAUX SAIDI,private,0.0,-0.7119,0.2619
83,CO_ACCESSOIRES_SANITAIRES_SANA,SOCIETE DES ACCESSOIRES SANITAIRES SANA,private,279132.0,0.6134,-0.5685
84,CO_ACCESS_PRINT,ACCESS PRINT,private,0.0,0.5462,-0.3779
85,CO_ACCESS_TO_E_BUSINESS,ACCESS TO E BUSINESS,private,0.0,0.2651,0.3961
86,CO_ACCESS_TO_E_BUSINESS_INTERNATIONAL,ACCESS TO E BUSINESS INTERNATIONAL,private,0.0,0.2641,0.3943
87,CO_ACCUMULATEUR_TUNISIEN_ASSAD,ACCUMULATEUR TUNISIEN ASSAD,private,751238.5,0.3761,0.1518
88,CO_ACEM_INDUSTRY,ACEM INDUSTRY,private,23272.0,-0.1559,-0.7610
89,CO_ACES,SOCIETE ACES,private,23272.0,-0.1491,0.4361
90,CO_ACES_TRADING,ACES TRADING,private,0.0,0.0229,-0.5947
91,CO_ACIERIES_TUNISIE_SIDENOR,SOCIETE DES ACIERIES DE TUNISIE SIDENOR,private,67.7,-0.0811,-0.5185
92,CO_ACIER_TECHNOLOGIE,SOCIETE ACIER ET TECHNOLOGIE,private,0.0,-0.1532,-0.7592
93,CO_ACOSERV_IMMOBILIERE,ACOSERV IMMOBILIERE,private,0.0,-0.1638,-0.4603
94,CO_ACOSERV_INDUSTRIE,ACOSERV INDUSTRIE,private,0.0,-0.1720,-0.4620
95,CO_ACQUATICA,ACQUATICA,private,0.0,0.6461,-0.1552
96,CO_ACQUA_MAGHREB_DISTRIBUTION_PRODUIT_LIQUIDATION,SOCIETE ACQUA MAGHREB DISTRIBUTION DU PRODUIT DE LA LIQUIDATION,private,0.0,-0.5845,-0.0792
97,CO_ACRYLAINE,SOCIETE ACRYLAINE,private,93079.0,-0.0716,-0.4026
98,CO_ACTIA_AFRICA,ACTIA AFRICA,private,62043.8,-0.6426,-0.3974
99,CO_ACTIA_AUTOMOTIVE_FRANCE,ACTIA AUTOMOTIVE FRANCE,private,23274.7,-0.6405,-0.3988
100,CO_ACTIA_GROUP,ACTIA GROUP,private,4.4,-0.6423,-0.3963
101,CO_ACTIA_TUNISIA,ACTIA TUNISIA,private,0.0,-0.2686,-0.6233
102,CO_ACTIA_TUNISIE,ACTIA TUNISIE,private,58168.0,-0.6402,-0.3977
103,CO_ACTIFS_PRECIEUX_APEX,ACTIFS PRECIEUX APEX,private,228307.2,0.0795,-0.3121
104,CO_ACTION_AVIS,ACTION AVIS,private,0.0,0.8590,0.2125
105,CO_ACTIS_INVESTMENT_HOLDINGS_LIMITED,ACTIS INVESTMENT HOLDINGS LIMITED,private,0.0,0.2091,0.3016
106,CO_ACTIS_INVESTMENT_HOLDINGS_N_78_LIMITED,ACTIS INVESTMENT HOLDINGS N° 78 LIMITED,private,0.0,0.2103,0.3009
107,CO_ACTIVHOTELS,ACTIVHOTELS,private,0.0,0.1271,-0.3466
108,CO_ACTIVITE_RECYCLAGE_CAOUTCHOUC,ACTIVITE DE RECYCLAGE DE CAOUTCHOUC,private,23272.0,0.3702,0.5013
109,CO_ADACTIM,ADACTIM,private,866329.3,-0.7103,-0.1418
110,CO_ADACTIM_TECH,ADACTIM TECH,private,1493.8,-0.7129,-0.1419
111,CO_ADACTIS,ADACTIS,private,15817.0,0.2316,0.3179
112,CO_ADAMS_CO_INTERNATIONAL_TRADING,ADAMS ET CO INTERNATIONAL TRADING,private,0.0,0.1480,0.1046
113,CO_ADAM_DISTRIBUTION,ADAM DE DISTRIBUTION,private,69810.0,-0.2339,-0.1896
114,CO_ADAM_EXPORTATION_MAGHREB,ADAM EXPORTATION MAGHREB,private,0.0,0.8211,0.0189
115,CO_ADAM_OIL,ADAM OIL,private,0.0,0.0644,-0.3272
116,CO_ADD_VALUE_CONSULTING,ADD VALUE CONSULTING,private,0.0,-0.7524,-0.0077
117,CO_ADECCO_FRANCE,ADECCO FRANCE,private,4246.4,0.0484,0.0920
118,CO_ADECCO_HOLDING_EUROPE_BV_NETHERLANDS,ADECCO HOLDING EUROPE BV NETHERLANDS,private,0.0,0.0465,0.0904
119,CO_ADECCO_HOLDING_FRANCE,ADECCO HOLDING FRANCE,private,4246.4,0.0467,0.0929
120,CO_ADECCO_INTERNATIONAL_HOLDING_BV_NETHERLANDS,ADECCO INTERNATIONAL HOLDING BV NETHERLANDS,private,0.0,0.0458,0.0915
121,CO_ADECCO_OFFSHORE_TUNISIE,ADECCO OFFSHORE TUNISIE,private,0.0,0.0487,0.0888
122,CO_ADECCO_OFF_SHORE,ADECCO OFF SHORE,private,800.1,0.0480,0.0924
123,CO_ADECCO_TUNISIE,ADECCO TUNISIE,private,163534.5,0.0473,0.0916
124,CO_ADEM,SOCIETE ADEM,private,23272.0,0.0100,-0.7161
125,CO_ADHESIF_ELASTIQUE_ADHE_ELS,SOCIETE ADHESIF ELASTIQUE ADHE ELS,private,23272.0,-0.2510,0.3868
126,CO_ADHE_ELS_INTERNATIONAL,SOCIETE ADHE ELS INTERNATIONAL,private,0.0,-0.2529,0.3891
127,CO_ADIE_INTERTIONAL,ADIE INTERTIONAL,private,0.0,0.2163,0.1359
128,CO_ADITECTUNISIE,ADITECTUNISIE,private,0.0,-0.1706,-0.4600
129,CO_ADJUVANTE_INDUSTRIELS_SADIN,SOCIETE DES ADJUVANTE INDUSTRIELS SADIN,private,0.0,-0.2485,-0.0430
130,CO_ADJUVIVANTS_PRD_AUTOM_IND_APA_INDUSTRIE,ADJUVIVANTS PRD AUTOM IND APA INDUSTRIE,private,0.0,-0.2615,-0.5260
131,CO_ADMIRAL_TRAVEL_AND_EVENTS,SOCIETE ADMIRAL TRAVEL AND EVENTS,private,0.0,-0.4207,0.6867
132,CO_ADVANCED_COMPUTER_SOLUTIONS,ADVANCED COMPUTER SOLUTIONS ACS,private,23272.0,0.3211,-0.3326
133,CO_ADVANCED_DERIVATIVE_SERVICES,ADVANCED DERIVATIVE SERVICES,private,0.0,-0.7625,-0.0796
134,CO_ADVANCED_E_TECHNOLOGIES_AETECH,ADVANCED E TECHNOLOGIES AETECH,private,19.9,0.0453,-0.6336
135,CO_ADVANCE_CONSULTING,ADVANCE CONSULTING,private,0.0,-0.1382,0.8233
136,CO_ADVANS_FRANCE,ADVANS SA (FRANCE),private,0.0,0.4211,0.0903
137,CO_ADVANS_PHARMA,ADVANS PHARMA,private,103785.5,0.4189,0.0905
138,CO_ADVANS_SICAR_LUXEMBOURG,ADVANS SICAR (LUXEMBOURG),private,0.0,0.4193,0.0929
139,CO_ADVANS_TUNISIE,ADVANS TUNISIE,private,328729.7,0.4188,0.0913
140,CO_ADV_ALLIANCE,ADV ALLIANCE,private,0.0,0.5528,-0.1597
141,CO_ADWYA,ADWYA,private,2089236.8,0.2932,0.6911
142,CO_AEC_WIRING,AEC WIRING,private,0.0,-0.2749,-0.6239
143,CO_AEROTECH,AEROTECH,private,0.0,0.7059,-0.2491
144,CO_AERO_TUNISIA,AERO TUNISIA,private,464010.1,0.2934,0.6514
145,CO_AETECH,AETECH,private,23272.0,0.1287,-0.3500
146,CO_AE_TECH,AE TECH,private,464421.9,0.0482,-0.6380
147,CO_AFEK_BATIMENTS,AFEK BATIMENTS,private,0.0,-0.1633,-0.4536
148,CO_AFKAR_IMMOBILIERE,AFKAR IMMOBILIERE,private,23272.0,0.1317,-0.8176
149,CO_AFKAR_TUNISIA,AFKAR TUNISIA,private,0.0,0.6758,-0.4946
150,CO_AFREN_DISTRIBUTION,AFREN DISTRIBUTION,private,213899.6,0.4383,-0.1803
151,CO_AFRICAINE_DESIGN_AMEUBLEMENT_MEUBLES,"AFRICAINE DESIGN, AMEUBLEMENT ET MEUBLES ADAM",private,77964.1,-0.4090,-0.5706
152,CO_AFRICAINE_DEVELOPPEMENT_ECHANGES_COMMERCIAUX,AFRICAINE DE DEVELOPPEMENT DES ECHANGES COMMERCIAUX ADEC,private,163052.3,-0.4289,-0.5745
153,CO_AFRICAINE_ENCRES_PEINTURES_AFREN_E_P,SOCIETE AFRICAINE DES ENCRES ET PEINTURES AFREN E+P,private,0.0,0.4412,-0.1827
154,CO_AFRICAINE_INDUSTRIES_AGROALIMENTAIRES,SOCIETE AFRICAINE DES INDUSTRIES AGROALIMENTAIRES,private,0.0,0.0063,0.8149
155,CO_AFRICAINE_PEINTURE,SOCIETE AFRICAINE DE PEINTURE,private,0.0,-0.2570,-0.8279
156,CO_AFRICAINE_POUR_COULEURS_SERVICES,SOCIETE AFRICAINE POUR LES COULEURS ET LES SERVICES,private,0.0,-0.3326,-0.2126
157,CO_AFRICAINE_SERVICES_BATIMENT,SOCIETE AFRICAINE DE SERVICES DE BATIMENT,private,0.0,-0.8077,0.3412
158,CO_AFRICAINE_SERVICES_GENERAUX_TUNISIE,LA SOCIETE AFRICAINE DES SERVICES GENERAUX TUNISIE,private,0.0,-0.3900,0.3872
159,CO_AFRICAIN_GLOBAL_SERVICES_TUNISIE,AFRICAIN GLOBAL SERVICES TUNISIE,private,0.0,-0.3922,0.3856
160,CO_AFRICAN_CREATIVE_FIAVORS,AFRICAN CREATIVE FIAVORS ACF,private,0.0,-0.6507,-0.4743
161,CO_AFRICAN_RECYCLING_AFREC,SOCIETE AFRICAN RECYCLING AFREC,private,0.0,-0.4399,0.5497
162,CO_AFRICA_BITUME,AFRICA BITUME,private,70627.6,0.1622,-0.3363
163,CO_AFRICA_CONSULTING_EXPORT_SOLUTIONS,AFRICA CONSULTING EXPORT SOLUTIONS ACES,private,0.0,0.0254,-0.5945
164,CO_AFRICA_ELECTRIQUE,SOCIETE AFRICA ELECTRIQUE,private,56935.0,0.2766,-0.5817
165,CO_AFRICA_FOR_MONDIAL_TRADING_COMPANY,AFRICA FOR MONDIAL TRADING COMPANY AMTC,private,209401.0,0.3437,0.5015
166,CO_AFRICA_HOLDING,AFRICA HOLDING,private,391682.3,-0.1627,0.3713
167,CO_AFRICA_IMPORT_EXPORT,AFRICA IMPORT EXPORT,private,46543.0,-0.9943,0.1600
168,CO_AFRICA_INDUSTRIE,AFRICA INDUSTRIE,private,120259.6,0.6421,0.0786
169,CO_AFRICA_MARINE,AFRICA MARINE,private,0.0,-0.0401,0.6370
170,CO_AFRICA_MODE,AFRICA MODE,private,86012.0,-0.4884,0.2238
171,CO_AFRICA_POTENTERG_HOLDING,AFRICA POTENTERG HOLDING,private,20067.0,0.1103,0.7298
172,CO_AFRICA_POTENT_ERG_HOLDING,AFRICA POTENT ERG HOLDING,private,20067.0,0.1114,0.7308
173,CO_AFRICA_SOLAR,AFRICA SOLAR,private,0.0,-0.0399,0.6346
174,CO_AFRICA_TV_PRODUCTION,AFRICA TV PRODUCTION,private,0.0,-0.2627,0.7008
175,CO_AFRICINVEST,AFRICINVEST,private,0.0,0.2112,0.1142
176,CO_AFRICINVEST_FINANCIAL_SECTOR,AFRICINVEST FINANCIAL SECTOR,private,4820.1,0.2063,0.1104
177,CO_AFRICINVEST_FINANCIAL_SECTOR_LIMITED,AFRICINVEST FINANCIAL SECTOR LIMITED,private,0.0,0.2024,0.0994
178,CO_AFRICINVEST_FUND_III_LLC,AFRICINVEST FUND III LLC,private,0.0,-0.1692,-0.4472
179,CO_AFRICONSULT,AFRICONSULT,private,0.0,-0.1946,0.4244
180,CO_AFRIC_SUPPORT,AFRIC SUPPORT,private,23272.0,0.5676,0.2717
181,CO_AFRIKAPLAST,SOCIETE AFRIKAPLAST,private,0.0,0.4624,-0.7458
182,CO_AFRIQUE_ACIER,SOCIETE AFRIQUE ACIER,private,622395.5,0.3304,-0.2024
183,CO_AFRIQUE_ACIER_SAFAC,SOCIETE AFRIQUE ACIER SAFAC,private,366461.5,0.3686,-0.2981
184,CO_AFRIQUE_ACIER_SOFAC,SOCIETE AFRIQUE ACIER SOFAC,private,0.0,0.3278,-0.2035
185,CO_AFRIQUE_BOIS,SOCIETE AFRIQUE BOIS,private,23272.0,0.3288,-0.2019
186,CO_AFRIQUE_LOCATION_VOITURES,SOCIETE AFRIQUE LOCATION DE VOITURES,private,0.0,-0.5860,0.5607
187,CO_AFRIQUE_MABRE,SOCIETE AFRIQUE DE MABRE,private,0.0,0.0693,-0.3301
188,CO_AFRIQUE_MARBRE_SAM,SOCIETE AFRIQUE MARBRE SAM,private,0.0,-0.8940,0.1665
189,CO_AFRIQUE_POLY_ASSISTANCE,AFRIQUE POLY ASSISTANCE,private,0.0,0.4686,-0.7482
190,CO_AFRIQUE_TRAVAUX,AFRIQUE TRAVAUX,private,12.1,0.1250,0.5460
191,CO_AFRIQUIA_MEDICAMENTS_AFRIMED,AFRIQUIA MEDICAMENTS AFRIMED,private,0.0,0.7662,0.1150
192,CO_AFRIQUIA_OIL_SERVICES,SOCIETE AFRIQUIA OIL SERVICES,private,0.0,0.0246,-0.7190
193,CO_AFRITEX,AFRITEX,private,23272.0,0.5563,-0.0836
194,CO_AFRITRAC,AFRITRAC,private,0.0,-0.1699,-0.4647
195,CO_AFRIVALEUR,AFRIVALEUR,private,0.0,0.5435,-0.0811
196,CO_AFRIVAL_SEURS_SICAF,AFRIVAL SEURS SICAF,private,0.0,0.5407,-0.0836
197,CO_AFRIVISION,AFRIVISION,private,172342.6,0.5423,-0.0808
198,CO_AFRIVISION_ELECTRONICS,AFRIVISION ELECTRONICS,private,0.0,0.5455,-0.0864
199,CO_AFRIVISION_SERVICE,AFRIVISION SERVICE,private,2733.8,0.5403,-0.0791
200,CO_AFROFLEX,AFROFLEX,private,425922.3,-0.2442,0.0472
201,CO_AFRO_MED_SERVICES_GENERAUX_TRAVAUX,AFRO MED DES SERVICES GENERAUX ET TRAVAUX,private,0.0,-0.0424,0.5184
202,CO_AGENCE_CONTROLE_TECHNIQUE_INTERNATIONALE,AGENCE DE CONTROLE TECHNIQUE INTERNATIONALE,private,1533650.5,-0.5704,-0.2139
203,CO_AGENCE_EL_AMANA_IMMOBILIERE_AEL,AGENCE EL-AMANA IMMOBILIERE AEL,private,0.0,0.3103,-0.5141
204,CO_AGENCE_FONCIERE_TOURISTIQUE,AGENCE FONCIERE TOURISTIQUE,private,0.0,0.5380,-0.0509
205,CO_AGENCE_FRANCAISE_DEVELOPPEMENT_FRANCE,AGENCE FRANCAISE DE DEVELOPPEMENT FRANCE,private,23846.5,0.1947,0.1196
206,CO_AGENCE_GESTION_PATRIMOINE_IMMOBILIER,AGENCE DE GESTION DU PATRIMOINE IMMOBILIER,private,0.0,-0.3977,0.3825
207,CO_AGENCE_IMMOBILIERE_HAMMAMI,SOCIETE AGENCE IMMOBILIERE HAMMAMI,private,0.0,-0.8344,-0.2366
208,CO_AGENCE_MARITIME_TAHER,AGENCE MARITIME TAHER,private,0.0,0.2502,0.3299
209,CO_AGENCE_MARITIME_TAHER_BOURICHA_CIE,AGENCE MARITIME TAHER BOURICHA ET CIE,private,15725.4,0.3992,0.1159
210,CO_AGENCE_MARITIME_TAHER_BOURICHA_CIE_AMATAB,AGENCE MARITIME TAHER BOURICHA ET CIE AMATAB,private,19943.3,0.4483,0.1578
211,CO_AGENCE_MATIMITE_MOHAB,AGENCE MATIMITE MOHAB,private,0.0,-0.2225,0.2732
212,CO_AGENCE_NATIONALE_MAITRISE_L_ENERGIE,AGENCE NATIONALE DE MAITRISE DE L'ENERGIE,state,0.0,-0.2718,0.1724
213,CO_AGENCE_PROMOTION_L_INDUSTRIE_L_INNOVATION,AGENCE DE PROMOTION DE L'INDUSTRIE ET DE L'INNOVATION,private,0.0,0.0370,-0.2993
214,CO_AGENCE_SASSI_VOYAGES,AGENCE SASSI VOYAGES,private,0.0,-0.4224,0.3577
215,CO_AGENCE_TUNISIENNE_DINTERNET,AGENCE TUNISIENNE DINTERNET,private,0.0,-0.1491,0.2287
216,CO_AGENCE_TUNISIENNE_DINTERNET_ATI,AGENCE TUNISIENNE DINTERNET ATI,private,0.0,-0.2168,0.2756
217,CO_AGENCE_TUNISIENNE_PRODUITS_PHARMACEUTIQUES_MEDICAL_DEVICE,AGENCE TUNISIENNE DE PRODUITS PHARMACEUTIQUES MEDICAL DEVICE,private,0.0,0.2856,0.6841
218,CO_AGENCE_ZRELLI_IMMOBILIERE,SOCIETE AGENCE ZRELLI IMMOBILIERE,private,0.0,-0.1675,0.6746
219,CO_AGEPI_AGENCE_GESTION_PATRIMOINE_IMMOBILIER,AGEPI AGENCE DE GESTION DU PATRIMOINE IMMOBILIER,private,0.0,-0.3964,0.3836
220,CO_AGET,AGET,private,196990.1,0.0165,-0.7198
221,CO_AGET_COMMERCE_INTERNATIONAL,AGET DE COMMERCE INTERNATIONAL,private,0.0,0.0283,-0.7190
222,CO_AGET_CONSTRUCTION,AGET CONSTRUCTION,private,0.0,0.0238,-0.7191
223,CO_AGET_TECHNOLOGIE,AGET TECHNOLOGIE,private,0.0,0.0270,-0.7180
224,CO_AGHIR,AGHIR,private,12585.4,0.5452,-0.0809
225,CO_AGIC_TUNISIE,AGIC TUNISIE,private,46543.0,0.2031,0.2952
226,CO_AGIL_GESTION_SERVICES,SOCIETE AGIL DE GESTION ET DE SERVICES,private,0.0,-0.5865,-0.0353
227,CO_AGIP,SOCIETE AGIP,private,0.0,-0.5856,-0.0414
228,CO_AGL_TECHNOLOGIES,AGL TECHNOLOGIES,private,0.0,-0.1982,0.4215
229,CO_AGOMED,AGOMED,private,72510.1,0.3110,-0.1522
230,CO_AGORA,AGORA,private,85389.1,0.0200,-0.3633
231,CO_AGRAL,AGRAL,private,204912.6,0.1099,0.2590
232,CO_AGRIBAT,AGRIBAT,private,0.0,-0.0662,-0.1407
233,CO_AGRICO,AGRICO,private,0.0,0.5505,0.6915
234,CO_AGRICOLEKHAYRAT_EL_MEHRINE,SOCIETE AGRICOLEKHAYRAT EL-MEHRINE,private,395352.0,-0.7262,-0.4368
235,CO_AGRICOLE_ABDERRAZEK_HAMMAMI_FILS,SOCIETE AGRICOLE ABDERRAZEK HAMMAMI ET FILS,private,0.0,0.4677,0.3426
236,CO_AGRICOLE_ALFARAJ,SOCIETE AGRICOLE ALFARAJ,private,0.0,0.4258,0.0049
237,CO_AGRICOLE_AL_AHRAM,SOCIETE AGRICOLE AL-AHRAM,private,0.0,-0.2419,0.4263
238,CO_AGRICOLE_BRANCHE_DOREE,AGRICOLE BRANCHE DOREE,private,0.0,0.6453,-0.1556
239,CO_AGRICOLE_CHOISIE,SOCIETE AGRICOLE CHOISIE,private,0.0,0.4317,0.6504
240,CO_AGRICOLE_COMMERCIALE_INDUSTRIELLE_SUD_SACIS,"SOCIETE AGRICOLE, COMMERCIALE, INDUSTRIELLE DU SUD SACIS",private,10962.4,-0.3593,-0.6391
